Case,Year,ModelFromNode,ModelToNode,FromNode,ToNode,ExistingCap_MW,NewCircuits,PeakAbsFlow_MW,Utilization,Capex_MUSD
REN100_Normal,2035,ZNO,COL,ZNX,COL,460,0,445.1511391,0.9677198676,0
REN100_Normal,2035,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2736.883608,2.09188556,0
REN100_Normal,2035,ZSX,PER,ZSO,PER,50,0,48.09168844,0.9618337688,0
REN100_Normal,2036,ZNX,ZNO,ZNO,ZNX,341.8,0,284.7327594,0.8330390856,0
REN100_Normal,2036,ZNX,ZSX,ZNO,ZSO,664,0,102.7559583,0.1547529492,0
REN100_Normal,2036,ZNO,ZSX,ZNX,ZSO,1732.05,0,516.7732556,0.2983593174,0
REN100_Normal,2036,ZNO,ZSO,ZNX,ZSX,673.65,0,268.2049914,0.3981370021,0
REN100_Normal,2036,ZNO,COL,ZNX,COL,460,0,449.862529,0.9779620196,0
REN100_Normal,2036,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2733.540689,2.089330463,0
REN100_Normal,2036,ZSX,PER,ZSO,PER,50,0,46.46688513,0.9293377027,0
REN100_Normal,2037,ZNX,ZNO,ZNO,ZNX,341.8,0,341.8,1,0
REN100_Normal,2037,ZNX,ZSX,ZNO,ZSO,664,0,92.91647797,0.1399344548,0
REN100_Normal,2037,ZNO,ZSX,ZNX,ZSO,1732.05,0,647.8052056,0.3740106842,0
REN100_Normal,2037,ZNO,ZSO,ZNX,ZSX,673.65,0,193.7568551,0.2876224376,0
REN100_Normal,2037,ZNO,COL,ZNX,COL,460,0,433.201114,0.9417415522,0
REN100_Normal,2037,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2747.5,2.1,0
REN100_Normal,2037,ZSX,PER,ZSO,PER,50,0,46.29968053,0.9259936105,0
REN100_Normal,2038,ZNX,ZNO,ZNO,ZNX,341.8,0,341.8,1,0
REN100_Normal,2038,ZNX,ZSX,ZNO,ZSO,664,0,85.17870305,0.1282811793,0
REN100_Normal,2038,ZNO,ZSX,ZNX,ZSO,1732.05,0,748.5687516,0.4321865718,0
REN100_Normal,2038,ZNO,ZSO,ZNX,ZSX,673.65,0,133.77087,0.1985762191,0
REN100_Normal,2038,ZNO,COL,ZNX,COL,460,0,399.0378327,0.8674735492,0
REN100_Normal,2038,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2661.932265,2.034597909,0
REN100_Normal,2038,ZSX,PER,ZSO,PER,50,0,46.91109681,0.9382219363,0
REN100_Normal,2039,ZNX,ZNO,ZNO,ZNX,341.8,0,299.535253,0.8763465565,0
REN100_Normal,2039,ZNX,ZSX,ZNO,ZSO,664,0,223.7227076,0.3369317885,0
REN100_Normal,2039,ZNO,ZSX,ZNX,ZSO,1732.05,0,745.6791494,0.4305182583,0
REN100_Normal,2039,ZNO,ZSO,ZNX,ZSX,673.65,0,158.2972924,0.2349844761,0
REN100_Normal,2039,ZNO,COL,ZNX,COL,460,0,433.4041206,0.942182871,0
REN100_Normal,2039,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2747.5,2.1,0
REN100_Normal,2039,ZSX,PER,ZSO,PER,50,0,45.21312653,0.9042625306,0
REN100_Normal,2040,ZNX,ZNO,ZNO,ZNX,341.8,0,341.8,1,0
REN100_Normal,2040,ZNX,ZSX,ZNO,ZSO,664,0,308.3513776,0.4643846048,0
REN100_Normal,2040,ZNO,ZSX,ZNX,ZSO,1732.05,0,894.1398332,0.5162321141,0
REN100_Normal,2040,ZNO,ZSO,ZNX,ZSX,673.65,0,111.5767776,0.1656301902,0
REN100_Normal,2040,ZNO,COL,ZNX,COL,460,0,413.6257102,0.8991863266,0
REN100_Normal,2040,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2747.5,2.1,0
REN100_Normal,2040,ZSX,PER,ZSO,PER,50,0,47.95331384,0.9590662769,0
REN100_Normal,2041,ZNX,ZNO,ZNO,ZNX,341.8,0,341.8,1,0
REN100_Normal,2041,ZNX,ZSX,ZNO,ZSO,664,0,425.6459614,0.6410330744,0
REN100_Normal,2041,ZNO,ZSX,ZNX,ZSO,1732.05,0,930.1133953,0.5370014695,0
REN100_Normal,2041,ZNO,ZSO,ZNX,ZSX,673.65,0,108.7975972,0.1615046347,0
REN100_Normal,2041,ZNO,COL,ZNX,COL,460,0,410.4897953,0.8923691202,0
REN100_Normal,2041,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2747.5,2.1,0
REN100_Normal,2041,ZSX,PER,ZSO,PER,50,0,49.43440382,0.9886880764,0
REN100_Normal,2042,ZNX,ZNO,ZNO,ZNX,341.8,0,341.8,1,0
REN100_Normal,2042,ZNX,ZSX,ZNO,ZSO,664,0,480.6491972,0.7238692729,0
REN100_Normal,2042,ZNO,ZSX,ZNX,ZSO,1732.05,0,957.7575426,0.5529618329,0
REN100_Normal,2042,ZNO,ZSO,ZNX,ZSX,673.65,0,55.99800642,0.08312626204,0
REN100_Normal,2042,ZNO,COL,ZNX,COL,460,0,455.0603238,0.9892615734,0
REN100_Normal,2042,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2747.5,2.1,0
REN100_Normal,2042,ZSX,PER,ZSO,PER,50,0,48.07600788,0.9615201576,0
REN100_Normal,2043,ZNX,ZNO,ZNO,ZNX,341.8,0,341.8,1,0
REN100_Normal,2043,ZNX,ZSX,ZNO,ZSO,664,0,578.3791721,0.8710529701,0
REN100_Normal,2043,ZNO,ZSX,ZNX,ZSO,1732.05,0,1131.878776,0.6534908206,0
REN100_Normal,2043,ZNO,ZSO,ZNX,ZSX,673.65,0,144.8132423,0.2149680728,0
REN100_Normal,2043,ZNO,COL,ZNX,COL,460,0,415.697419,0.9036900414,0
REN100_Normal,2043,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2747.5,2.1,0
REN100_Normal,2043,ZSX,PER,ZSO,PER,50,0,47.96468671,0.9592937341,0
REN100_Normal,2044,ZNX,ZNO,ZNO,ZNX,341.8,0,341.8,1,0
REN100_Normal,2044,ZNX,ZSX,ZNO,ZSO,664,0,553.1620109,0.8330753176,0
REN100_Normal,2044,ZNO,ZSX,ZNX,ZSO,1732.05,0,1112.019372,0.6420249833,0
REN100_Normal,2044,ZNO,ZSO,ZNX,ZSX,673.65,0,108.1195282,0.160498075,0
REN100_Normal,2044,ZNO,COL,ZNX,COL,460,0,428.3164532,0.9311227244,0
REN100_Normal,2044,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2747.5,2.1,0
REN100_Normal,2044,ZSX,PER,ZSO,PER,50,0,46.33046382,0.9266092763,0
REN100_Normal,2045,ZNX,ZNO,ZNO,ZNX,341.8,0,512.7,1.5,0
REN100_Normal,2045,ZNX,ZSX,ZNO,ZSO,664,0,572.7558879,0.8625841686,0
REN100_Normal,2045,ZNO,ZSX,ZNX,ZSO,1732.05,0,1377.081772,0.7950589026,0
REN100_Normal,2045,ZNO,ZSO,ZNX,ZSX,673.65,0,243.8369757,0.3619638918,0
REN100_Normal,2045,ZNO,COL,ZNX,COL,460,0,428.9835193,0.932572868,0
REN100_Normal,2045,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2615.469746,1.999085156,0
REN100_Normal,2045,ZSX,PER,ZSO,PER,50,0,47.83804383,0.9567608766,0
REN100_Normal,2046,ZNX,ZNO,ZNO,ZNX,341.8,0,1025.4,3,0
REN100_Normal,2046,ZNX,ZSX,ZNO,ZSO,664,0,664,1,0
REN100_Normal,2046,ZNO,ZSX,ZNX,ZSO,1732.05,0,1449.516076,0.8368788869,0
REN100_Normal,2046,ZNO,ZSO,ZNX,ZSX,673.65,0,275.5733788,0.4090750074,0
REN100_Normal,2046,ZNO,COL,ZNX,COL,460,0,418.9916712,0.9108514592,0
REN100_Normal,2046,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2551.631856,1.950291864,0
REN100_Normal,2046,ZSX,PER,ZSO,PER,50,0,48.27305654,0.9654611308,0
REN100_Normal,2047,ZNX,ZNO,ZNO,ZNX,341.8,0,1025.4,3,0
REN100_Normal,2047,ZNX,ZSX,ZNO,ZSO,664,0,664,1,0
REN100_Normal,2047,ZNO,ZSX,ZNX,ZSO,1732.05,0,1449.516076,0.8368788869,0
REN100_Normal,2047,ZNO,ZSO,ZNX,ZSX,673.65,0,257.8694151,0.3827943518,0
REN100_Normal,2047,ZNO,COL,ZNX,COL,460,0,403.0689563,0.8762368614,0
REN100_Normal,2047,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2667.727658,2.03902751,0
REN100_Normal,2047,ZSX,PER,ZSO,PER,50,0,44.89439705,0.897887941,0
REN100_Normal,2048,ZNX,ZNO,ZNO,ZNX,341.8,0,1025.4,3,0
REN100_Normal,2048,ZNX,ZSX,ZNO,ZSO,664,0,664,1,0
REN100_Normal,2048,ZNO,ZSX,ZNX,ZSO,1732.05,0,1449.516076,0.8368788869,0
REN100_Normal,2048,ZNO,ZSO,ZNX,ZSX,673.65,0,283.4654103,0.4207903367,0
REN100_Normal,2048,ZNO,COL,ZNX,COL,460,0,444.7546262,0.9668578831,0
REN100_Normal,2048,ZSX,ZSO,ZSO,ZSX,1308.333333,0,3140,2.4,0
REN100_Normal,2048,ZSX,PER,ZSO,PER,50,0,48.3708806,0.967417612,0
REN100_Normal,2049,ZNX,ZNO,ZNO,ZNX,341.8,0,1025.4,3,0
REN100_Normal,2049,ZNX,ZSX,ZNO,ZSO,664,0,664,1,0
REN100_Normal,2049,ZNO,ZSX,ZNX,ZSO,1732.05,0,1449.516076,0.8368788869,0
REN100_Normal,2049,ZNO,ZSO,ZNX,ZSX,673.65,0,266.4230623,0.3954918167,0
REN100_Normal,2049,ZNO,COL,ZNX,COL,460,0,423.9093286,0.9215420188,0
REN100_Normal,2049,ZSX,ZSO,ZSO,ZSX,1308.333333,0,3140,2.4,0
REN100_Normal,2049,ZSX,PER,ZSO,PER,50,0,43.79684808,0.8759369616,0
REN100_Normal,2050,ZNX,ZNO,ZNO,ZNX,341.8,0,1025.4,3,0
REN100_Normal,2050,ZNX,ZSX,ZNO,ZSO,664,0,664,1,0
REN100_Normal,2050,ZNO,ZSX,ZNX,ZSO,1732.05,0,1449.516076,0.8368788869,0
REN100_Normal,2050,ZNO,ZSO,ZNX,ZSX,673.65,0,247.5619809,0.3674934772,0
REN100_Normal,2050,ZNO,COL,ZNX,COL,460,0,407.4831628,0.8858329626,0
REN100_Normal,2050,ZSX,ZSO,ZSO,ZSX,1308.333333,0,3140,2.4,0
REN100_Normal,2050,ZSX,PER,ZSO,PER,50,0,47.8409184,0.956818368,0
REN100_Extreme,2025,ZNX,ZNO,ZNO,ZNX,341.8,0,248.2623365,0.7263380236,0
REN100_Extreme,2025,ZNX,ZSX,ZNO,ZSO,664,0,241.5681678,0.3638074817,0
REN100_Extreme,2025,ZNO,ZSX,ZNX,ZSO,1732.05,0,583.68989,0.3369936722,0
REN100_Extreme,2025,ZNO,ZSO,ZNX,ZSX,673.65,0,110.7818131,0.1644501048,0
REN100_Extreme,2025,ZNO,COL,ZNX,COL,460,0,445.4017028,0.9682645712,0
REN100_Extreme,2025,ZSX,ZSO,ZSO,ZSX,1308.333333,0,1308.333333,1,0
REN100_Extreme,2025,ZSX,PER,ZSO,PER,50,0,44.75094432,0.8950188865,0
REN100_Extreme,2026,ZNX,ZNO,ZNO,ZNX,341.8,0,246.0127609,0.7197564684,0
REN100_Extreme,2026,ZNX,ZSX,ZNO,ZSO,664,0,230.4389009,0.3470465375,0
REN100_Extreme,2026,ZNO,ZSX,ZNX,ZSO,1732.05,0,610.9969701,0.3527594296,0
REN100_Extreme,2026,ZNO,ZSO,ZNX,ZSX,673.65,0,125.4159232,0.1861737151,0
REN100_Extreme,2026,ZNO,COL,ZNX,COL,460,0,417.7272525,0.9081027229,0
REN100_Extreme,2026,ZSX,ZSO,ZSO,ZSX,1308.333333,0,1308.333333,1,0
REN100_Extreme,2026,ZSX,PER,ZSO,PER,50,0,47.23916166,0.9447832331,0
REN100_Extreme,2027,ZNX,ZNO,ZNO,ZNX,341.8,0,214.8354927,0.6285415234,0
REN100_Extreme,2027,ZNX,ZSX,ZNO,ZSO,664,0,256.2698347,0.3859485463,0
REN100_Extreme,2027,ZNO,ZSX,ZNX,ZSO,1732.05,0,566.2804967,0.3269423496,0
REN100_Extreme,2027,ZNO,ZSO,ZNX,ZSX,673.65,0,103.0917524,0.1530345912,0
REN100_Extreme,2027,ZNO,COL,ZNX,COL,460,0,418.7975934,0.9104295508,0
REN100_Extreme,2027,ZSX,ZSO,ZSO,ZSX,1308.333333,0,1308.333333,1,0
REN100_Extreme,2027,ZSX,PER,ZSO,PER,50,0,46.83173485,0.936634697,0
REN100_Extreme,2028,ZNX,ZNO,ZNO,ZNX,341.8,0,341.8,1,0
REN100_Extreme,2028,ZNX,ZSX,ZNO,ZSO,664,0,72.3104018,0.1089012075,0
REN100_Extreme,2028,ZNO,ZSX,ZNX,ZSO,1732.05,0,716.0923024,0.4134362763,0
REN100_Extreme,2028,ZNO,ZSO,ZNX,ZSX,673.65,0,117.4621709,0.1743667645,0
REN100_Extreme,2028,ZNO,COL,ZNX,COL,460,0,397.5215822,0.8641773526,0
REN100_Extreme,2028,ZSX,ZSO,ZSO,ZSX,1308.333333,0,1764.270476,1.348486988,0
REN100_Extreme,2028,ZSX,PER,ZSO,PER,50,0,46.69629115,0.933925823,0
REN100_Extreme,2029,ZNX,ZNO,ZNO,ZNX,341.8,0,341.8,1,0
REN100_Extreme,2029,ZNX,ZSX,ZNO,ZSO,664,0,117.6230479,0.1771431444,0
REN100_Extreme,2029,ZNO,ZSX,ZNX,ZSO,1732.05,0,728.3854265,0.4205337181,0
REN100_Extreme,2029,ZNO,ZSO,ZNX,ZSX,673.65,0,107.3118783,0.1592991588,0
REN100_Extreme,2029,ZNO,COL,ZNX,COL,460,0,417.9049622,0.9084890482,0
REN100_Extreme,2029,ZSX,ZSO,ZSO,ZSX,1308.333333,0,1771.479107,1.35399677,0
REN100_Extreme,2029,ZSX,PER,ZSO,PER,50,0,44.68445181,0.8936890361,0
REN100_Extreme,2030,ZNX,ZNO,ZNO,ZNX,341.8,0,341.8,1,0
REN100_Extreme,2030,ZNX,ZSX,ZNO,ZSO,664,0,137.6484798,0.2073019274,0
REN100_Extreme,2030,ZNO,ZSX,ZNX,ZSO,1732.05,0,741.7457222,0.428247292,0
REN100_Extreme,2030,ZNO,ZSO,ZNX,ZSX,673.65,0,135.3022942,0.2008495424,0
REN100_Extreme,2030,ZNO,COL,ZNX,COL,460,0,453.6419886,0.9861782362,0
REN100_Extreme,2030,ZSX,ZSO,ZSO,ZSX,1308.333333,0,1757.079396,1.342990621,0
REN100_Extreme,2030,ZSX,PER,ZSO,PER,50,0,44.84823625,0.8969647251,0
REN100_Extreme,2031,ZNX,ZNO,ZNO,ZNX,341.8,0,293.0296722,0.8573132598,0
REN100_Extreme,2031,ZNX,ZSX,ZNO,ZSO,664,0,188.5797661,0.2840056719,0
REN100_Extreme,2031,ZNO,ZSX,ZNX,ZSO,1732.05,0,505.1842653,0.2916684076,0
REN100_Extreme,2031,ZNO,ZSO,ZNX,ZSX,673.65,0,258.011858,0.3830058012,0
REN100_Extreme,2031,ZNO,COL,ZNX,COL,460,0,389.7244828,0.8472271365,0
REN100_Extreme,2031,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2355,1.8,0
REN100_Extreme,2031,ZSX,PER,ZSO,PER,50,0,46.0957633,0.921915266,0
REN100_Extreme,2032,ZNX,ZNO,ZNO,ZNX,341.8,0,338.0740318,0.9890989813,0
REN100_Extreme,2032,ZNX,ZSX,ZNO,ZSO,664,0,231.4246717,0.3485311321,0
REN100_Extreme,2032,ZNO,ZSX,ZNX,ZSO,1732.05,0,494.364971,0.2854218822,0
REN100_Extreme,2032,ZNO,ZSO,ZNX,ZSX,673.65,0,240.7231236,0.3573415328,0
REN100_Extreme,2032,ZNO,COL,ZNX,COL,460,0,449.2444328,0.9766183322,0
REN100_Extreme,2032,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2603.379276,1.989844033,0
REN100_Extreme,2032,ZSX,PER,ZSO,PER,50,0,44.80963988,0.8961927976,0
REN100_Extreme,2033,ZNX,ZNO,ZNO,ZNX,341.8,0,292.1793231,0.8548254039,0
REN100_Extreme,2033,ZNX,ZSX,ZNO,ZSO,664,0,225.0240694,0.3388916707,0
REN100_Extreme,2033,ZNO,ZSX,ZNX,ZSO,1732.05,0,489.5695632,0.2826532509,0
REN100_Extreme,2033,ZNO,ZSO,ZNX,ZSX,673.65,0,277.9886811,0.4126604039,0
REN100_Extreme,2033,ZNO,COL,ZNX,COL,460,0,438.222292,0.9526571565,0
REN100_Extreme,2033,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2747.5,2.1,0
REN100_Extreme,2033,ZSX,PER,ZSO,PER,50,0,48.6720663,0.973441326,0
REN100_Extreme,2034,ZNX,ZNO,ZNO,ZNX,341.8,0,306.5898222,0.8969860217,0
REN100_Extreme,2034,ZNX,ZSX,ZNO,ZSO,664,0,234.6661038,0.353412807,0
REN100_Extreme,2034,ZNO,ZSX,ZNX,ZSO,1732.05,0,486.4926448,0.2808767904,0
REN100_Extreme,2034,ZNO,ZSO,ZNX,ZSX,673.65,0,258.0212049,0.3830196763,0
REN100_Extreme,2034,ZNO,COL,ZNX,COL,460,0,451.0214438,0.9804813996,0
REN100_Extreme,2034,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2747.5,2.1,0
REN100_Extreme,2034,ZSX,PER,ZSO,PER,50,0,42.51820001,0.8503640003,0
REN100_Extreme,2035,ZNX,ZNO,ZNO,ZNX,341.8,0,277.7953533,0.8127424027,0
REN100_Extreme,2035,ZNX,ZSX,ZNO,ZSO,664,0,164.3048256,0.2474470265,0
REN100_Extreme,2035,ZNO,ZSX,ZNX,ZSO,1732.05,0,432.3475126,0.2496160692,0
REN100_Extreme,2035,ZNO,ZSO,ZNX,ZSX,673.65,0,264.9264904,0.3932702299,0
REN100_Extreme,2035,ZNO,COL,ZNX,COL,460,0,445.1511391,0.9677198676,0
REN100_Extreme,2035,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2747.5,2.1,0
REN100_Extreme,2035,ZSX,PER,ZSO,PER,50,0,48.09168844,0.9618337688,0
REN100_Extreme,2036,ZNX,ZNO,ZNO,ZNX,341.8,0,341.8,1,0
REN100_Extreme,2036,ZNX,ZSX,ZNO,ZSO,664,0,168.432406,0.2536632621,0
REN100_Extreme,2036,ZNO,ZSX,ZNX,ZSO,1732.05,0,703.9807844,0.4064436849,0
REN100_Extreme,2036,ZNO,ZSO,ZNX,ZSX,673.65,0,184.4894616,0.2738654518,0
REN100_Extreme,2036,ZNO,COL,ZNX,COL,460,0,449.862529,0.9779620196,0
REN100_Extreme,2036,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2747.5,2.1,0
REN100_Extreme,2036,ZSX,PER,ZSO,PER,50,0,46.46688513,0.9293377027,0
REN100_Extreme,2037,ZNX,ZNO,ZNO,ZNX,341.8,0,341.8,1,0
REN100_Extreme,2037,ZNX,ZSX,ZNO,ZSO,664,0,121.4587264,0.1829197687,0
REN100_Extreme,2037,ZNO,ZSX,ZNX,ZSO,1732.05,0,774.0989678,0.4469264558,0
REN100_Extreme,2037,ZNO,ZSO,ZNX,ZSX,673.65,0,123.8177864,0.1838013603,0
REN100_Extreme,2037,ZNO,COL,ZNX,COL,460,0,433.201114,0.9417415522,0
REN100_Extreme,2037,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2645.587355,2.022104984,0
REN100_Extreme,2037,ZSX,PER,ZSO,PER,50,0,46.29968053,0.9259936105,0
REN100_Extreme,2038,ZNX,ZNO,ZNO,ZNX,341.8,0,341.8,1,0
REN100_Extreme,2038,ZNX,ZSX,ZNO,ZSO,664,0,178.3180495,0.2685512793,0
REN100_Extreme,2038,ZNO,ZSX,ZNX,ZSO,1732.05,0,814.0307494,0.4699810914,0
REN100_Extreme,2038,ZNO,ZSO,ZNX,ZSX,673.65,0,143.840121,0.2135235226,0
REN100_Extreme,2038,ZNO,COL,ZNX,COL,460,0,399.0378327,0.8674735492,0
REN100_Extreme,2038,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2688.454848,2.054869947,0
REN100_Extreme,2038,ZSX,PER,ZSO,PER,50,0,46.91109681,0.9382219363,0
REN100_Extreme,2039,ZNX,ZNO,ZNO,ZNX,341.8,0,341.8,1,0
REN100_Extreme,2039,ZNX,ZSX,ZNO,ZSO,664,0,446.6695329,0.6726950796,0
REN100_Extreme,2039,ZNO,ZSX,ZNX,ZSO,1732.05,0,961.8137104,0.5553036635,0
REN100_Extreme,2039,ZNO,ZSO,ZNX,ZSX,673.65,0,114.6585224,0.1702048874,0
REN100_Extreme,2039,ZNO,COL,ZNX,COL,460,0,433.4041206,0.942182871,0
REN100_Extreme,2039,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2401.881455,1.835832959,0
REN100_Extreme,2039,ZSX,PER,ZSO,PER,50,0,45.21312653,0.9042625306,0
REN100_Extreme,2040,ZNX,ZNO,ZNO,ZNX,341.8,0,341.8,1,0
REN100_Extreme,2040,ZNX,ZSX,ZNO,ZSO,664,0,482.2272303,0.7262458287,0
REN100_Extreme,2040,ZNO,ZSX,ZNX,ZSO,1732.05,0,1066.075089,0.6154990264,0
REN100_Extreme,2040,ZNO,ZSO,ZNX,ZSX,673.65,0,131.2555387,0.1948423346,0
REN100_Extreme,2040,ZNO,COL,ZNX,COL,460,0,413.6257102,0.8991863266,0
REN100_Extreme,2040,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2461.781162,1.881616175,0
REN100_Extreme,2040,ZSX,PER,ZSO,PER,50,0,47.95331384,0.9590662769,0
REN100_Extreme,2041,ZNX,ZNO,ZNO,ZNX,341.8,0,341.8,1,0
REN100_Extreme,2041,ZNX,ZSX,ZNO,ZSO,664,0,538.0705519,0.8103472167,0
REN100_Extreme,2041,ZNO,ZSX,ZNX,ZSO,1732.05,0,1096.394697,0.6330040688,0
REN100_Extreme,2041,ZNO,ZSO,ZNX,ZSX,673.65,0,146.7118974,0.2177865322,0
REN100_Extreme,2041,ZNO,COL,ZNX,COL,460,0,410.4897953,0.8923691202,0
REN100_Extreme,2041,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2434.812475,1.861003166,0
REN100_Extreme,2041,ZSX,PER,ZSO,PER,50,0,49.43440382,0.9886880764,0
REN100_Extreme,2042,ZNX,ZNO,ZNO,ZNX,341.8,0,512.7,1.5,0
REN100_Extreme,2042,ZNX,ZSX,ZNO,ZSO,664,0,629.5501805,0.9481177418,0
REN100_Extreme,2042,ZNO,ZSX,ZNX,ZSO,1732.05,0,1422.168024,0.8210894746,0
REN100_Extreme,2042,ZNO,ZSO,ZNX,ZSX,673.65,0,275.5516826,0.4090428006,0
REN100_Extreme,2042,ZNO,COL,ZNX,COL,460,0,455.0603238,0.9892615734,0
REN100_Extreme,2042,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2337.465312,1.786597691,0
REN100_Extreme,2042,ZSX,PER,ZSO,PER,50,0,48.07600788,0.9615201576,0
REN100_Extreme,2043,ZNX,ZNO,ZNO,ZNX,341.8,0,512.7,1.5,0
REN100_Extreme,2043,ZNX,ZSX,ZNO,ZSO,664,0,664,1,0
REN100_Extreme,2043,ZNO,ZSX,ZNX,ZSO,1732.05,0,1449.516076,0.8368788869,0
REN100_Extreme,2043,ZNO,ZSO,ZNX,ZSX,673.65,0,294.2562569,0.436808813,0
REN100_Extreme,2043,ZNO,COL,ZNX,COL,460,0,415.697419,0.9036900414,0
REN100_Extreme,2043,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2474.52997,1.891360486,0
REN100_Extreme,2043,ZSX,PER,ZSO,PER,50,0,47.96468671,0.9592937341,0
REN100_Extreme,2044,ZNX,ZNO,ZNO,ZNX,341.8,0,1025.4,3,0
REN100_Extreme,2044,ZNX,ZSX,ZNO,ZSO,664,0,664,1,0
REN100_Extreme,2044,ZNO,ZSX,ZNX,ZSO,1732.05,0,1449.516076,0.8368788869,0
REN100_Extreme,2044,ZNO,ZSO,ZNX,ZSX,673.65,0,313.011883,0.4646506093,0
REN100_Extreme,2044,ZNO,COL,ZNX,COL,460,0,428.3164532,0.9311227244,0
REN100_Extreme,2044,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2325.817019,1.777694537,0
REN100_Extreme,2044,ZSX,PER,ZSO,PER,50,0,46.33046382,0.9266092763,0
REN100_Extreme,2045,ZNX,ZNO,ZNO,ZNX,341.8,0,1025.4,3,0
REN100_Extreme,2045,ZNX,ZSX,ZNO,ZSO,664,0,664,1,0
REN100_Extreme,2045,ZNO,ZSX,ZNX,ZSO,1732.05,0,1449.516076,0.8368788869,0
REN100_Extreme,2045,ZNO,ZSO,ZNX,ZSX,673.65,0,296.8056903,0.4405933204,0
REN100_Extreme,2045,ZNO,COL,ZNX,COL,460,0,428.9835193,0.932572868,0
REN100_Extreme,2045,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2747.5,2.1,0
REN100_Extreme,2045,ZSX,PER,ZSO,PER,50,0,47.83804383,0.9567608766,0
REN100_Extreme,2046,ZNX,ZNO,ZNO,ZNX,341.8,0,1025.4,3,0
REN100_Extreme,2046,ZNX,ZSX,ZNO,ZSO,664,0,664,1,0
REN100_Extreme,2046,ZNO,ZSX,ZNX,ZSO,1732.05,0,1449.516076,0.8368788869,0
REN100_Extreme,2046,ZNO,ZSO,ZNX,ZSX,673.65,0,275.5733788,0.4090750074,0
REN100_Extreme,2046,ZNO,COL,ZNX,COL,460,0,418.9916712,0.9108514592,0
REN100_Extreme,2046,ZSX,ZSO,ZSO,ZSX,1308.333333,0,2715.525805,2.075561125,0
REN100_Extreme,2046,ZSX,PER,ZSO,PER,50,0,48.27305654,0.9654611308,0
REN100_Extreme,2047,ZNX,ZNO,ZNO,ZNX,341.8,0,1025.4,3,0
REN100_Extreme,2047,ZNX,ZSX,ZNO,ZSO,664,0,622.1797645,0.9370177176,0
REN100_Extreme,2047,ZNO,ZSX,ZNX,ZSO,1732.05,0,1416.317006,0.8177113861,0
REN100_Extreme,2047,ZNO,ZSO,ZNX,ZSX,673.65,0,318.7928744,0.4732322043,0
REN100_Extreme,2047,ZNO,COL,ZNX,COL,460,0,0,0,0
REN100_Extreme,2047,ZSX,ZSO,ZSO,ZSX,1308.333333,0,3925,3,0
REN100_Extreme,2047,ZSX,PER,ZSO,PER,50,0,0,0,0
REN100_Extreme,2048,ZNX,ZNO,ZNO,ZNX,341.8,0,1025.4,3,0
REN100_Extreme,2048,ZNX,ZSX,ZNO,ZSO,664,0,451.4027692,0.6798234476,0
REN100_Extreme,2048,ZNO,ZSX,ZNX,ZSO,1732.05,0,1280.745379,0.7394390341,0
REN100_Extreme,2048,ZNO,ZSO,ZNX,ZSX,673.65,0,197.1738822,0.2926948447,0
REN100_Extreme,2048,ZNO,COL,ZNX,COL,460,0,352.7154115,0.7667726337,0
REN100_Extreme,2048,ZSX,ZSO,ZSO,ZSX,1308.333333,0,3925,3,0
REN100_Extreme,2048,ZSX,PER,ZSO,PER,50,0,40.86306051,0.8172612101,0
REN100_Extreme,2049,ZNX,ZNO,ZNO,ZNX,341.8,0,1837.813975,5.376869441,0
REN100_Extreme,2049,ZNX,ZSX,ZNO,ZSO,664,0,664,1,0
REN100_Extreme,2049,ZNO,ZSX,ZNX,ZSO,1732.05,0,1353.720297,0.7815711422,0
REN100_Extreme,2049,ZNO,ZSO,ZNX,ZSX,673.65,0,277.7417919,0.4122939091,0
REN100_Extreme,2049,ZNO,COL,ZNX,COL,460,0,431.2676966,0.9375384708,0
