Case,Year,FuelCategory,CO2_kt,Unit
BAU_Normal,2046,HYDRO,0.000000000,ktCO2
BAU_Normal,2046,PV,0.000000000,ktCO2
BAU_Normal,2046,WIND,0.000000000,ktCO2
BAU_Normal,2046,GEOTHERMAL,0.000000000,ktCO2
BAU_Normal,2046,BIOENERGY,0.000000000,ktCO2
BAU_Normal,2046,DIESEL,51.649896971,ktCO2
BAU_Normal,2046,FUEL OIL,1710.503357189,ktCO2
BAU_Normal,2046,GAS,1186.057795988,ktCO2
BAU_Normal,2046,IMPORTS,0.000000000,ktCO2
BAU_Normal,2046,OTHER,0.000000000,ktCO2
BAU_Normal,2047,HYDRO,0.000000000,ktCO2
BAU_Normal,2047,PV,0.000000000,ktCO2
BAU_Normal,2047,WIND,0.000000000,ktCO2
BAU_Normal,2047,GEOTHERMAL,0.000000000,ktCO2
BAU_Normal,2047,BIOENERGY,0.000000000,ktCO2
BAU_Normal,2047,DIESEL,190.288818516,ktCO2
BAU_Normal,2047,FUEL OIL,2150.696163585,ktCO2
BAU_Normal,2047,GAS,1273.463174555,ktCO2
BAU_Normal,2047,IMPORTS,0.000000000,ktCO2
BAU_Normal,2047,OTHER,0.000000000,ktCO2
BAU_Normal,2048,HYDRO,0.000000000,ktCO2
BAU_Normal,2048,PV,0.000000000,ktCO2
BAU_Normal,2048,WIND,0.000000000,ktCO2
BAU_Normal,2048,GEOTHERMAL,0.000000000,ktCO2
BAU_Normal,2048,BIOENERGY,0.000000000,ktCO2
BAU_Normal,2048,DIESEL,126.297193324,ktCO2
BAU_Normal,2048,FUEL OIL,3389.244994768,ktCO2
BAU_Normal,2048,GAS,1283.321607691,ktCO2
BAU_Normal,2048,IMPORTS,0.000000000,ktCO2
BAU_Normal,2048,OTHER,0.000000000,ktCO2
BAU_Normal,2049,HYDRO,0.000000000,ktCO2
BAU_Normal,2049,PV,0.000000000,ktCO2
BAU_Normal,2049,WIND,0.000000000,ktCO2
BAU_Normal,2049,GEOTHERMAL,0.000000000,ktCO2
BAU_Normal,2049,BIOENERGY,0.000000000,ktCO2
BAU_Normal,2049,DIESEL,80.653220099,ktCO2
BAU_Normal,2049,FUEL OIL,3879.703220709,ktCO2
BAU_Normal,2049,GAS,1310.822317672,ktCO2
BAU_Normal,2049,IMPORTS,0.000000000,ktCO2
BAU_Normal,2049,OTHER,0.000000000,ktCO2
BAU_Normal,2050,HYDRO,0.000000000,ktCO2
BAU_Normal,2050,PV,0.000000000,ktCO2
BAU_Normal,2050,WIND,0.000000000,ktCO2
BAU_Normal,2050,GEOTHERMAL,0.000000000,ktCO2
BAU_Normal,2050,BIOENERGY,0.000000000,ktCO2
BAU_Normal,2050,DIESEL,230.293402139,ktCO2
BAU_Normal,2050,FUEL OIL,4606.092203434,ktCO2
BAU_Normal,2050,GAS,1534.630725902,ktCO2
BAU_Normal,2050,IMPORTS,0.000000000,ktCO2
BAU_Normal,2050,OTHER,0.000000000,ktCO2
BAU_Extreme,2025,HYDRO,0.000000000,ktCO2
BAU_Extreme,2025,PV,0.000000000,ktCO2
BAU_Extreme,2025,WIND,0.000000000,ktCO2
BAU_Extreme,2025,GEOTHERMAL,0.000000000,ktCO2
BAU_Extreme,2025,BIOENERGY,0.000000000,ktCO2
BAU_Extreme,2025,DIESEL,489.590127406,ktCO2
BAU_Extreme,2025,FUEL OIL,3781.098934910,ktCO2
BAU_Extreme,2025,GAS,914.004416041,ktCO2
BAU_Extreme,2025,IMPORTS,0.000000000,ktCO2
BAU_Extreme,2025,OTHER,0.000000000,ktCO2
BAU_Extreme,2026,HYDRO,0.000000000,ktCO2
BAU_Extreme,2026,PV,0.000000000,ktCO2
BAU_Extreme,2026,WIND,0.000000000,ktCO2
BAU_Extreme,2026,GEOTHERMAL,0.000000000,ktCO2
BAU_Extreme,2026,BIOENERGY,0.000000000,ktCO2
BAU_Extreme,2026,DIESEL,514.833857464,ktCO2
BAU_Extreme,2026,FUEL OIL,4044.049943398,ktCO2
BAU_Extreme,2026,GAS,1073.086443924,ktCO2
BAU_Extreme,2026,IMPORTS,0.000000000,ktCO2
BAU_Extreme,2026,OTHER,0.000000000,ktCO2
BAU_Extreme,2027,HYDRO,0.000000000,ktCO2
BAU_Extreme,2027,PV,0.000000000,ktCO2
BAU_Extreme,2027,WIND,0.000000000,ktCO2
BAU_Extreme,2027,GEOTHERMAL,0.000000000,ktCO2
BAU_Extreme,2027,BIOENERGY,0.000000000,ktCO2
BAU_Extreme,2027,DIESEL,1114.630329310,ktCO2
BAU_Extreme,2027,FUEL OIL,3714.341574960,ktCO2
BAU_Extreme,2027,GAS,1342.040352035,ktCO2
BAU_Extreme,2027,IMPORTS,0.000000000,ktCO2
BAU_Extreme,2027,OTHER,0.000000000,ktCO2
BAU_Extreme,2028,HYDRO,0.000000000,ktCO2
BAU_Extreme,2028,PV,0.000000000,ktCO2
BAU_Extreme,2028,WIND,0.000000000,ktCO2
BAU_Extreme,2028,GEOTHERMAL,0.000000000,ktCO2
BAU_Extreme,2028,BIOENERGY,0.000000000,ktCO2
BAU_Extreme,2028,DIESEL,304.223338812,ktCO2
BAU_Extreme,2028,FUEL OIL,2613.712304897,ktCO2
BAU_Extreme,2028,GAS,2129.247638124,ktCO2
BAU_Extreme,2028,IMPORTS,0.000000000,ktCO2
BAU_Extreme,2028,OTHER,0.000000000,ktCO2
BAU_Extreme,2029,HYDRO,0.000000000,ktCO2
BAU_Extreme,2029,PV,0.000000000,ktCO2
BAU_Extreme,2029,WIND,0.000000000,ktCO2
BAU_Extreme,2029,GEOTHERMAL,0.000000000,ktCO2
BAU_Extreme,2029,BIOENERGY,0.000000000,ktCO2
BAU_Extreme,2029,DIESEL,614.682994260,ktCO2
BAU_Extreme,2029,FUEL OIL,3632.747591860,ktCO2
BAU_Extreme,2029,GAS,2246.072436023,ktCO2
BAU_Extreme,2029,IMPORTS,0.000000000,ktCO2
BAU_Extreme,2029,OTHER,0.000000000,ktCO2
BAU_Extreme,2030,HYDRO,0.000000000,ktCO2
BAU_Extreme,2030,PV,0.000000000,ktCO2
BAU_Extreme,2030,WIND,0.000000000,ktCO2
BAU_Extreme,2030,GEOTHERMAL,0.000000000,ktCO2
BAU_Extreme,2030,BIOENERGY,0.000000000,ktCO2
BAU_Extreme,2030,DIESEL,205.018254868,ktCO2
BAU_Extreme,2030,FUEL OIL,5091.915700154,ktCO2
BAU_Extreme,2030,GAS,2353.144998620,ktCO2
BAU_Extreme,2030,IMPORTS,0.000000000,ktCO2
BAU_Extreme,2030,OTHER,0.000000000,ktCO2
BAU_Extreme,2031,HYDRO,0.000000000,ktCO2
BAU_Extreme,2031,PV,0.000000000,ktCO2
BAU_Extreme,2031,WIND,0.000000000,ktCO2
BAU_Extreme,2031,GEOTHERMAL,0.000000000,ktCO2
BAU_Extreme,2031,BIOENERGY,0.000000000,ktCO2
BAU_Extreme,2031,DIESEL,672.349287381,ktCO2
BAU_Extreme,2031,FUEL OIL,5527.077323207,ktCO2
BAU_Extreme,2031,GAS,2517.960546710,ktCO2
BAU_Extreme,2031,IMPORTS,0.000000000,ktCO2
BAU_Extreme,2031,OTHER,0.000000000,ktCO2
BAU_Extreme,2032,HYDRO,0.000000000,ktCO2
BAU_Extreme,2032,PV,0.000000000,ktCO2
BAU_Extreme,2032,WIND,0.000000000,ktCO2
BAU_Extreme,2032,GEOTHERMAL,0.000000000,ktCO2
BAU_Extreme,2032,BIOENERGY,0.000000000,ktCO2
BAU_Extreme,2032,DIESEL,0.000000000,ktCO2
BAU_Extreme,2032,FUEL OIL,4286.018895395,ktCO2
BAU_Extreme,2032,GAS,1958.511227569,ktCO2
BAU_Extreme,2032,IMPORTS,0.000000000,ktCO2
BAU_Extreme,2032,OTHER,0.000000000,ktCO2
BAU_Extreme,2033,HYDRO,0.000000000,ktCO2
BAU_Extreme,2033,PV,0.000000000,ktCO2
BAU_Extreme,2033,WIND,0.000000000,ktCO2
BAU_Extreme,2033,GEOTHERMAL,0.000000000,ktCO2
BAU_Extreme,2033,BIOENERGY,0.000000000,ktCO2
BAU_Extreme,2033,DIESEL,0.000000000,ktCO2
BAU_Extreme,2033,FUEL OIL,3768.072868565,ktCO2
BAU_Extreme,2033,GAS,1413.528351508,ktCO2
BAU_Extreme,2033,IMPORTS,0.000000000,ktCO2
BAU_Extreme,2033,OTHER,0.000000000,ktCO2
BAU_Extreme,2034,HYDRO,0.000000000,ktCO2
BAU_Extreme,2034,PV,0.000000000,ktCO2
BAU_Extreme,2034,WIND,0.000000000,ktCO2
BAU_Extreme,2034,GEOTHERMAL,0.000000000,ktCO2
BAU_Extreme,2034,BIOENERGY,0.000000000,ktCO2
BAU_Extreme,2034,DIESEL,0.000000000,ktCO2
BAU_Extreme,2034,FUEL OIL,4073.128408327,ktCO2
BAU_Extreme,2034,GAS,1571.379877703,ktCO2
BAU_Extreme,2034,IMPORTS,0.000000000,ktCO2
BAU_Extreme,2034,OTHER,0.000000000,ktCO2
BAU_Extreme,2035,HYDRO,0.000000000,ktCO2
BAU_Extreme,2035,PV,0.000000000,ktCO2
BAU_Extreme,2035,WIND,0.000000000,ktCO2
BAU_Extreme,2035,GEOTHERMAL,0.000000000,ktCO2
BAU_Extreme,2035,BIOENERGY,0.000000000,ktCO2
BAU_Extreme,2035,DIESEL,18.190565904,ktCO2
BAU_Extreme,2035,FUEL OIL,4438.642428735,ktCO2
BAU_Extreme,2035,GAS,1891.348177397,ktCO2
BAU_Extreme,2035,IMPORTS,0.000000000,ktCO2
BAU_Extreme,2035,OTHER,0.000000000,ktCO2
BAU_Extreme,2036,HYDRO,0.000000000,ktCO2
BAU_Extreme,2036,PV,0.000000000,ktCO2
BAU_Extreme,2036,WIND,0.000000000,ktCO2
BAU_Extreme,2036,GEOTHERMAL,0.000000000,ktCO2
BAU_Extreme,2036,BIOENERGY,0.000000000,ktCO2
BAU_Extreme,2036,DIESEL,176.501898531,ktCO2
BAU_Extreme,2036,FUEL OIL,4306.870061665,ktCO2
BAU_Extreme,2036,GAS,1957.339845915,ktCO2
BAU_Extreme,2036,IMPORTS,0.000000000,ktCO2
BAU_Extreme,2036,OTHER,0.000000000,ktCO2
BAU_Extreme,2037,HYDRO,0.000000000,ktCO2
BAU_Extreme,2037,PV,0.000000000,ktCO2
BAU_Extreme,2037,WIND,0.000000000,ktCO2
BAU_Extreme,2037,GEOTHERMAL,0.000000000,ktCO2
BAU_Extreme,2037,BIOENERGY,0.000000000,ktCO2
BAU_Extreme,2037,DIESEL,75.605521327,ktCO2
BAU_Extreme,2037,FUEL OIL,4068.108254370,ktCO2
BAU_Extreme,2037,GAS,1994.463331081,ktCO2
BAU_Extreme,2037,IMPORTS,0.000000000,ktCO2
BAU_Extreme,2037,OTHER,0.000000000,ktCO2
BAU_Extreme,2038,HYDRO,0.000000000,ktCO2
BAU_Extreme,2038,PV,0.000000000,ktCO2
BAU_Extreme,2038,WIND,0.000000000,ktCO2
BAU_Extreme,2038,GEOTHERMAL,0.000000000,ktCO2
BAU_Extreme,2038,BIOENERGY,0.000000000,ktCO2
BAU_Extreme,2038,DIESEL,304.474676510,ktCO2
BAU_Extreme,2038,FUEL OIL,4055.986497996,ktCO2
BAU_Extreme,2038,GAS,1769.400107850,ktCO2
BAU_Extreme,2038,IMPORTS,0.000000000,ktCO2
BAU_Extreme,2038,OTHER,0.000000000,ktCO2
BAU_Extreme,2039,HYDRO,0.000000000,ktCO2
BAU_Extreme,2039,PV,0.000000000,ktCO2
BAU_Extreme,2039,WIND,0.000000000,ktCO2
BAU_Extreme,2039,GEOTHERMAL,0.000000000,ktCO2
BAU_Extreme,2039,BIOENERGY,0.000000000,ktCO2
BAU_Extreme,2039,DIESEL,128.381201738,ktCO2
BAU_Extreme,2039,FUEL OIL,3654.980657855,ktCO2
BAU_Extreme,2039,GAS,1570.171925212,ktCO2
BAU_Extreme,2039,IMPORTS,0.000000000,ktCO2
BAU_Extreme,2039,OTHER,0.000000000,ktCO2
BAU_Extreme,2040,HYDRO,0.000000000,ktCO2
BAU_Extreme,2040,PV,0.000000000,ktCO2
BAU_Extreme,2040,WIND,0.000000000,ktCO2
BAU_Extreme,2040,GEOTHERMAL,0.000000000,ktCO2
BAU_Extreme,2040,BIOENERGY,0.000000000,ktCO2
BAU_Extreme,2040,DIESEL,219.936194494,ktCO2
BAU_Extreme,2040,FUEL OIL,3806.678314431,ktCO2
BAU_Extreme,2040,GAS,1604.387508993,ktCO2
BAU_Extreme,2040,IMPORTS,0.000000000,ktCO2
BAU_Extreme,2040,OTHER,0.000000000,ktCO2
BAU_Extreme,2041,HYDRO,0.000000000,ktCO2
BAU_Extreme,2041,PV,0.000000000,ktCO2
BAU_Extreme,2041,WIND,0.000000000,ktCO2
BAU_Extreme,2041,GEOTHERMAL,0.000000000,ktCO2
BAU_Extreme,2041,BIOENERGY,0.000000000,ktCO2
BAU_Extreme,2041,DIESEL,126.035383222,ktCO2
BAU_Extreme,2041,FUEL OIL,3909.050875227,ktCO2
BAU_Extreme,2041,GAS,1359.874246519,ktCO2
BAU_Extreme,2041,IMPORTS,0.000000000,ktCO2
BAU_Extreme,2041,OTHER,0.000000000,ktCO2
BAU_Extreme,2042,HYDRO,0.000000000,ktCO2
BAU_Extreme,2042,PV,0.000000000,ktCO2
BAU_Extreme,2042,WIND,0.000000000,ktCO2
BAU_Extreme,2042,GEOTHERMAL,0.000000000,ktCO2
BAU_Extreme,2042,BIOENERGY,0.000000000,ktCO2
BAU_Extreme,2042,DIESEL,257.212716852,ktCO2
BAU_Extreme,2042,FUEL OIL,4240.489996379,ktCO2
BAU_Extreme,2042,GAS,1313.312084576,ktCO2
BAU_Extreme,2042,IMPORTS,0.000000000,ktCO2
BAU_Extreme,2042,OTHER,0.000000000,ktCO2
BAU_Extreme,2043,HYDRO,0.000000000,ktCO2
BAU_Extreme,2043,PV,0.000000000,ktCO2
BAU_Extreme,2043,WIND,0.000000000,ktCO2
BAU_Extreme,2043,GEOTHERMAL,0.000000000,ktCO2
BAU_Extreme,2043,BIOENERGY,0.000000000,ktCO2
BAU_Extreme,2043,DIESEL,246.672242136,ktCO2
BAU_Extreme,2043,FUEL OIL,4227.884953310,ktCO2
BAU_Extreme,2043,GAS,1346.761049113,ktCO2
BAU_Extreme,2043,IMPORTS,0.000000000,ktCO2
BAU_Extreme,2043,OTHER,0.000000000,ktCO2
BAU_Extreme,2044,HYDRO,0.000000000,ktCO2
BAU_Extreme,2044,PV,0.000000000,ktCO2
BAU_Extreme,2044,WIND,0.000000000,ktCO2
BAU_Extreme,2044,GEOTHERMAL,0.000000000,ktCO2
BAU_Extreme,2044,BIOENERGY,0.000000000,ktCO2
BAU_Extreme,2044,DIESEL,83.229431505,ktCO2
BAU_Extreme,2044,FUEL OIL,3935.724252565,ktCO2
BAU_Extreme,2044,GAS,1178.521080289,ktCO2
BAU_Extreme,2044,IMPORTS,0.000000000,ktCO2
BAU_Extreme,2044,OTHER,0.000000000,ktCO2
BAU_Extreme,2045,HYDRO,0.000000000,ktCO2
BAU_Extreme,2045,PV,0.000000000,ktCO2
BAU_Extreme,2045,WIND,0.000000000,ktCO2
BAU_Extreme,2045,GEOTHERMAL,0.000000000,ktCO2
BAU_Extreme,2045,BIOENERGY,0.000000000,ktCO2
BAU_Extreme,2045,DIESEL,243.069735129,ktCO2
BAU_Extreme,2045,FUEL OIL,4202.561535349,ktCO2
BAU_Extreme,2045,GAS,1292.669504199,ktCO2
BAU_Extreme,2045,IMPORTS,0.000000000,ktCO2
