Case,Year,FuelCategory,NewCapacity_MW,Unit
REN100_Normal,2049,HYDRO,21.700000000,MW
REN100_Normal,2049,PV,0.000000000,MW
REN100_Normal,2049,WIND,0.000000000,MW
REN100_Normal,2049,GEOTHERMAL,746.000000000,MW
REN100_Normal,2049,BIOENERGY,70.000000000,MW
REN100_Normal,2049,DIESEL,0.000000000,MW
REN100_Normal,2049,FUEL OIL,0.000000000,MW
REN100_Normal,2049,GAS,0.000000000,MW
REN100_Normal,2049,IMPORTS,0.000000000,MW
REN100_Normal,2049,OTHER,0.000000000,MW
REN100_Normal,2050,HYDRO,21.700000000,MW
REN100_Normal,2050,PV,0.000000000,MW
REN100_Normal,2050,WIND,0.000000000,MW
REN100_Normal,2050,GEOTHERMAL,0.000000000,MW
REN100_Normal,2050,BIOENERGY,20.000000000,MW
REN100_Normal,2050,DIESEL,0.000000000,MW
REN100_Normal,2050,FUEL OIL,0.000000000,MW
REN100_Normal,2050,GAS,0.000000000,MW
REN100_Normal,2050,IMPORTS,0.000000000,MW
REN100_Normal,2050,OTHER,0.000000000,MW
REN100_Extreme,2025,HYDRO,0.000000000,MW
REN100_Extreme,2025,PV,200.000000000,MW
REN100_Extreme,2025,WIND,110.000000000,MW
REN100_Extreme,2025,GEOTHERMAL,0.000000000,MW
REN100_Extreme,2025,BIOENERGY,0.000000000,MW
REN100_Extreme,2025,DIESEL,0.000000000,MW
REN100_Extreme,2025,FUEL OIL,0.000000000,MW
REN100_Extreme,2025,GAS,192.320000000,MW
REN100_Extreme,2025,IMPORTS,0.000000000,MW
REN100_Extreme,2025,OTHER,0.000000000,MW
REN100_Extreme,2026,HYDRO,30.000000000,MW
REN100_Extreme,2026,PV,317.600000000,MW
REN100_Extreme,2026,WIND,45.000000000,MW
REN100_Extreme,2026,GEOTHERMAL,0.000000000,MW
REN100_Extreme,2026,BIOENERGY,0.000000000,MW
REN100_Extreme,2026,DIESEL,0.000000000,MW
REN100_Extreme,2026,FUEL OIL,0.000000000,MW
REN100_Extreme,2026,GAS,77.000000000,MW
REN100_Extreme,2026,IMPORTS,0.000000000,MW
REN100_Extreme,2026,OTHER,0.000000000,MW
REN100_Extreme,2027,HYDRO,247.710000000,MW
REN100_Extreme,2027,PV,170.000000000,MW
REN100_Extreme,2027,WIND,0.000000000,MW
REN100_Extreme,2027,GEOTHERMAL,0.000000000,MW
REN100_Extreme,2027,BIOENERGY,0.000000000,MW
REN100_Extreme,2027,DIESEL,0.000000000,MW
REN100_Extreme,2027,FUEL OIL,0.000000000,MW
REN100_Extreme,2027,GAS,110.000000000,MW
REN100_Extreme,2027,IMPORTS,0.000000000,MW
REN100_Extreme,2027,OTHER,0.000000000,MW
REN100_Extreme,2028,HYDRO,250.000000000,MW
REN100_Extreme,2028,PV,330.000000000,MW
REN100_Extreme,2028,WIND,380.000000000,MW
REN100_Extreme,2028,GEOTHERMAL,0.000000000,MW
REN100_Extreme,2028,BIOENERGY,0.000000000,MW
REN100_Extreme,2028,DIESEL,0.000000000,MW
REN100_Extreme,2028,FUEL OIL,0.000000000,MW
REN100_Extreme,2028,GAS,400.000000000,MW
REN100_Extreme,2028,IMPORTS,0.000000000,MW
REN100_Extreme,2028,OTHER,0.000000000,MW
REN100_Extreme,2029,HYDRO,0.000000000,MW
REN100_Extreme,2029,PV,0.000000000,MW
REN100_Extreme,2029,WIND,0.000000000,MW
REN100_Extreme,2029,GEOTHERMAL,0.000000000,MW
REN100_Extreme,2029,BIOENERGY,0.000000000,MW
REN100_Extreme,2029,DIESEL,0.000000000,MW
REN100_Extreme,2029,FUEL OIL,400.000000000,MW
REN100_Extreme,2029,GAS,0.000000000,MW
REN100_Extreme,2029,IMPORTS,0.000000000,MW
REN100_Extreme,2029,OTHER,0.000000000,MW
REN100_Extreme,2030,HYDRO,250.000000000,MW
REN100_Extreme,2030,PV,0.000000000,MW
REN100_Extreme,2030,WIND,0.000000000,MW
REN100_Extreme,2030,GEOTHERMAL,50.000000000,MW
REN100_Extreme,2030,BIOENERGY,30.000000000,MW
REN100_Extreme,2030,DIESEL,0.000000000,MW
REN100_Extreme,2030,FUEL OIL,0.000000000,MW
REN100_Extreme,2030,GAS,0.000000000,MW
REN100_Extreme,2030,IMPORTS,0.000000000,MW
REN100_Extreme,2030,OTHER,0.000000000,MW
REN100_Extreme,2031,HYDRO,1200.000000000,MW
REN100_Extreme,2031,PV,0.000000000,MW
REN100_Extreme,2031,WIND,0.000000000,MW
REN100_Extreme,2031,GEOTHERMAL,0.000000000,MW
REN100_Extreme,2031,BIOENERGY,0.000000000,MW
REN100_Extreme,2031,DIESEL,0.000000000,MW
REN100_Extreme,2031,FUEL OIL,0.000000000,MW
REN100_Extreme,2031,GAS,0.000000000,MW
REN100_Extreme,2031,IMPORTS,0.000000000,MW
REN100_Extreme,2031,OTHER,0.000000000,MW
REN100_Extreme,2032,HYDRO,0.000000000,MW
REN100_Extreme,2032,PV,0.000000000,MW
REN100_Extreme,2032,WIND,0.000000000,MW
REN100_Extreme,2032,GEOTHERMAL,0.000000000,MW
REN100_Extreme,2032,BIOENERGY,0.000000000,MW
REN100_Extreme,2032,DIESEL,0.000000000,MW
REN100_Extreme,2032,FUEL OIL,0.000000000,MW
REN100_Extreme,2032,GAS,0.000000000,MW
REN100_Extreme,2032,IMPORTS,0.000000000,MW
REN100_Extreme,2032,OTHER,0.000000000,MW
REN100_Extreme,2033,HYDRO,0.000000000,MW
REN100_Extreme,2033,PV,405.900000000,MW
REN100_Extreme,2033,WIND,1350.000000000,MW
REN100_Extreme,2033,GEOTHERMAL,0.000000000,MW
REN100_Extreme,2033,BIOENERGY,0.000000000,MW
REN100_Extreme,2033,DIESEL,0.000000000,MW
REN100_Extreme,2033,FUEL OIL,0.000000000,MW
REN100_Extreme,2033,GAS,0.000000000,MW
REN100_Extreme,2033,IMPORTS,0.000000000,MW
REN100_Extreme,2033,OTHER,0.000000000,MW
REN100_Extreme,2034,HYDRO,0.000000000,MW
REN100_Extreme,2034,PV,798.100000000,MW
REN100_Extreme,2034,WIND,0.000000000,MW
REN100_Extreme,2034,GEOTHERMAL,0.000000000,MW
REN100_Extreme,2034,BIOENERGY,0.000000000,MW
REN100_Extreme,2034,DIESEL,0.000000000,MW
REN100_Extreme,2034,FUEL OIL,0.000000000,MW
REN100_Extreme,2034,GAS,0.000000000,MW
REN100_Extreme,2034,IMPORTS,0.000000000,MW
REN100_Extreme,2034,OTHER,0.000000000,MW
REN100_Extreme,2035,HYDRO,174.000000000,MW
REN100_Extreme,2035,PV,100.000000000,MW
REN100_Extreme,2035,WIND,0.000000000,MW
REN100_Extreme,2035,GEOTHERMAL,0.000000000,MW
REN100_Extreme,2035,BIOENERGY,0.000000000,MW
