Case,Year,Month,Reservoir,Volume_Hm3,Turbine_Hm3,Spill_Hm3,Generation_GWh
BAU_Extreme,2025,m11,E005_Pucara,25,28.04846756,271.9515324,27.48749821
BAU_Extreme,2025,m11,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2025,m12,E003_Mazar,205,169.3373219,92.66267808,59.26806267
BAU_Extreme,2025,m12,E004_Paute_Molino,60,246.4248808,16.57511917,382.9853356
BAU_Extreme,2025,m12,E005_Pucara,25,27.89649161,272.1035084,27.33856178
BAU_Extreme,2025,m12,N039_Paute_Cardenillo,4.0825,0,0,0
BAU_Extreme,2026,m1,E003_Mazar,205,163.1298102,98.87018984,57.09543356
BAU_Extreme,2026,m1,E004_Paute_Molino,60,263,0,408.7458333
BAU_Extreme,2026,m1,E005_Pucara,25,32.23442871,267.7655713,31.58974014
BAU_Extreme,2026,m1,N039_Paute_Cardenillo,4.0825,0,0,0
BAU_Extreme,2026,m2,E003_Mazar,272.2132282,155.5825381,39.20423367,54.45388833
BAU_Extreme,2026,m2,E004_Paute_Molino,60,195.7867718,0,304.2852744
BAU_Extreme,2026,m2,E005_Pucara,25,23.20354306,276.7964569,22.7394722
BAU_Extreme,2026,m2,N039_Paute_Cardenillo,5.0825,0,0,0
BAU_Extreme,2026,m3,E003_Mazar,230.2819419,303.9312864,0,106.3759502
BAU_Extreme,2026,m3,E004_Paute_Molino,106.2173767,258.7139097,0,402.0845346
BAU_Extreme,2026,m3,E005_Pucara,25,45.58064803,254.419352,44.66903507
BAU_Extreme,2026,m3,N039_Paute_Cardenillo,6.0825,0,0,0
BAU_Extreme,2026,m4,E003_Mazar,212.9607181,53.84024533,225.4809784,18.84408586
BAU_Extreme,2026,m4,E004_Paute_Molino,60,326.5386005,0,507.4954082
BAU_Extreme,2026,m4,E005_Pucara,25,44.56264152,255.4373585,43.67138869
BAU_Extreme,2026,m4,N039_Paute_Cardenillo,7.0825,0,0,0
BAU_Extreme,2026,m5,E003_Mazar,207.5011241,267.459594,0,93.61085791
BAU_Extreme,2026,m5,E004_Paute_Molino,60,268.459594,0,417.2309524
BAU_Extreme,2026,m5,E005_Pucara,25,44.11187369,255.8881263,43.22963621
BAU_Extreme,2026,m5,N039_Paute_Cardenillo,8.0825,0,0,0
BAU_Extreme,2026,m6,E003_Mazar,214.0481833,255.4529407,0,89.40852925
BAU_Extreme,2026,m6,E004_Paute_Molino,60,256.4529407,0,398.570612
BAU_Extreme,2026,m6,E005_Pucara,25,46.89026337,253.1097366,45.95245811
BAU_Extreme,2026,m6,N039_Paute_Cardenillo,9.0825,0,0,0
BAU_Extreme,2026,m7,E003_Mazar,237.1396031,238.9085802,0,83.61800309
BAU_Extreme,2026,m7,E004_Paute_Molino,60,239.9085802,0,372.8579185
BAU_Extreme,2026,m7,E005_Pucara,25,48.00967186,251.9903281,47.04947842
BAU_Extreme,2026,m7,N039_Paute_Cardenillo,3.0825,0,7,0
BAU_Extreme,2026,m8,E003_Mazar,205,294.1396031,0,102.9488611
BAU_Extreme,2026,m8,E004_Paute_Molino,116.5087297,238.6308734,0,370.872149
BAU_Extreme,2026,m8,E005_Pucara,25,47.16330843,252.8366916,46.22004226
BAU_Extreme,2026,m8,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2026,m9,E003_Mazar,205,186.0679478,75.9320522,65.12378173
BAU_Extreme,2026,m9,E004_Paute_Molino,60,319.5087297,0,496.5698175
BAU_Extreme,2026,m9,E005_Pucara,25,25.66087999,274.33912,25.14766239
BAU_Extreme,2026,m9,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2026,m10,E003_Mazar,205,146.1825785,115.8174215,51.16390249
BAU_Extreme,2026,m10,E004_Paute_Molino,63.2270673,235.3730006,24.39993212,365.8088717
BAU_Extreme,2026,m10,E005_Pucara,25,29.29981077,270.7001892,28.71381456
BAU_Extreme,2026,m10,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2026,m11,E003_Mazar,205,153.9600608,108.0399392,53.88602127
BAU_Extreme,2026,m11,E004_Paute_Molino,70.74926409,255.4778032,0,397.0550858
BAU_Extreme,2026,m11,E005_Pucara,25,25.56391419,274.4360858,25.05263591
BAU_Extreme,2026,m11,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2026,m12,E003_Mazar,205,129.6653395,132.3346605,45.38286882
BAU_Extreme,2026,m12,E004_Paute_Molino,60,273.7492641,0,425.4519813
BAU_Extreme,2026,m12,E005_Pucara,25,21.95000475,278.0499952,21.51100466
BAU_Extreme,2026,m12,N039_Paute_Cardenillo,4.0825,0,0,0
BAU_Extreme,2027,m1,E003_Mazar,205,170.2858825,91.71411754,59.60005886
BAU_Extreme,2027,m1,E004_Paute_Molino,89.62142017,221.271094,12.10748586,343.8921585
BAU_Extreme,2027,m1,E005_Pucara,25,22.31442399,277.685576,21.86813551
BAU_Extreme,2027,m1,N039_Paute_Cardenillo,4.0825,0,0,0
BAU_Extreme,2027,m2,E003_Mazar,273.4080465,193.5919535,0,67.75718373
BAU_Extreme,2027,m2,E004_Paute_Molino,60,224.2133737,0,348.4649516
BAU_Extreme,2027,m2,E005_Pucara,25,30.50168628,269.4983137,29.89165255
BAU_Extreme,2027,m2,N039_Paute_Cardenillo,5.0825,0,0,0
BAU_Extreme,2027,m3,E003_Mazar,205,0,330.4080465,0
BAU_Extreme,2027,m3,E004_Paute_Molino,107.4957843,283.9122622,0,441.2469742
BAU_Extreme,2027,m3,E005_Pucara,25,47.23109908,252.7689009,46.2864771
BAU_Extreme,2027,m3,N039_Paute_Cardenillo,6.0825,0,0,0
BAU_Extreme,2027,m4,E003_Mazar,205,0,262,0
BAU_Extreme,2027,m4,E004_Paute_Molino,88.57374743,281.9220368,0,438.1538322
BAU_Extreme,2027,m4,E005_Pucara,25,49.17788158,250.8221184,48.19432395
BAU_Extreme,2027,m4,N039_Paute_Cardenillo,7.0825,0,0,0
BAU_Extreme,2027,m5,E003_Mazar,205,0,262,0
BAU_Extreme,2027,m5,E004_Paute_Molino,65.2808268,286.2929206,0,444.9469141
BAU_Extreme,2027,m5,E005_Pucara,25,48.8291443,251.1708557,47.85256142
BAU_Extreme,2027,m5,N039_Paute_Cardenillo,8.0825,0,0,0
BAU_Extreme,2027,m6,E003_Mazar,205,262,0,91.7
BAU_Extreme,2027,m6,E004_Paute_Molino,116.2471199,212.0337069,0,329.5357195
BAU_Extreme,2027,m6,E005_Pucara,25,47.46271468,252.5372853,46.51346038
BAU_Extreme,2027,m6,N039_Paute_Cardenillo,9.0825,0,0,0
BAU_Extreme,2027,m7,E003_Mazar,205,0,262,0
BAU_Extreme,2027,m7,E004_Paute_Molino,118.4682847,260.7788352,0,405.293773
BAU_Extreme,2027,m7,E005_Pucara,25,49.2405668,250.7594332,48.25575547
BAU_Extreme,2027,m7,N039_Paute_Cardenillo,3.0825,0,7,0
BAU_Extreme,2027,m8,E003_Mazar,233.6158044,138.1356999,95.24849569,48.34749496
BAU_Extreme,2027,m8,E004_Paute_Molino,120,232.8524803,0,361.8915631
BAU_Extreme,2027,m8,E005_Pucara,25,47.61739722,252.3826028,46.66504927
BAU_Extreme,2027,m8,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2027,m9,E003_Mazar,224.6126393,162.9119327,108.0912324,57.01917645
BAU_Extreme,2027,m9,E004_Paute_Molino,120,272.0031652,0,422.7382525
BAU_Extreme,2027,m9,E005_Pucara,25,20.18902085,279.8109792,19.78524043
BAU_Extreme,2027,m9,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2027,m10,E003_Mazar,232.229606,187.1880237,67.19500962,65.51580828
BAU_Extreme,2027,m10,E004_Paute_Molino,120,255.3830333,0,396.9077976
BAU_Extreme,2027,m10,E005_Pucara,25,24.34844507,275.6515549,23.86147616
BAU_Extreme,2027,m10,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2027,m11,E003_Mazar,205,145.5584423,143.6711637,50.94545481
BAU_Extreme,2027,m11,E004_Paute_Molino,120,290.229606,0,451.0651793
BAU_Extreme,2027,m11,E005_Pucara,25,28.31693891,271.6830611,27.75060014
BAU_Extreme,2027,m11,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2027,m12,E003_Mazar,205,176.8954128,85.10458724,61.91339447
BAU_Extreme,2027,m12,E004_Paute_Molino,89.62142017,293.3785798,0,455.9592095
BAU_Extreme,2027,m12,E005_Pucara,25,27.38808517,272.6119148,26.84032347
BAU_Extreme,2027,m12,N039_Paute_Cardenillo,4.0825,0,0,0
BAU_Extreme,2028,m1,E003_Mazar,208.7851085,171.4496147,86.76527678,60.00736515
BAU_Extreme,2028,m1,E004_Paute_Molino,85.36884176,233.8460497,0,363.4357356
BAU_Extreme,2028,m1,E005_Pucara,25,25.81313051,274.1868695,25.2968679
BAU_Extreme,2028,m1,N039_Paute_Cardenillo,4.0825,0,0,0
BAU_Extreme,2028,m2,E003_Mazar,305.8369413,164.9481672,0,57.73185852
BAU_Extreme,2028,m2,E004_Paute_Molino,60,191.317009,0,297.3385181
BAU_Extreme,2028,m2,E005_Pucara,25,29.66429975,270.3357002,29.07101376
BAU_Extreme,2028,m2,N039_Paute_Cardenillo,5.0825,0,0,0
BAU_Extreme,2028,m3,E003_Mazar,275.3699904,292.4669509,0,102.3634328
BAU_Extreme,2028,m3,E004_Paute_Molino,60,293.4669509,0,456.0965529
BAU_Extreme,2028,m3,E005_Pucara,25,49.34616377,250.6538362,48.3592405
BAU_Extreme,2028,m3,N039_Paute_Cardenillo,6.0825,0,0,0
BAU_Extreme,2028,m4,E003_Mazar,248.4873039,288.8826865,0,101.1089403
BAU_Extreme,2028,m4,E004_Paute_Molino,60,289.8826865,0,450.5260086
BAU_Extreme,2028,m4,E005_Pucara,25,49.00574643,250.9942536,48.0256315
BAU_Extreme,2028,m4,N039_Paute_Cardenillo,7.0825,0,0,0
BAU_Extreme,2028,m5,E003_Mazar,234.3450681,276.1422357,0,96.64978251
BAU_Extreme,2028,m5,E004_Paute_Molino,60,277.1422357,0,430.7252247
BAU_Extreme,2028,m5,E005_Pucara,25,46.24908719,253.7509128,45.32410545
BAU_Extreme,2028,m5,N039_Paute_Cardenillo,8.0825,0,0,0
BAU_Extreme,2028,m6,E003_Mazar,250.8404339,245.5046343,0,85.92662199
BAU_Extreme,2028,m6,E004_Paute_Molino,60,246.5046343,0,383.1092858
BAU_Extreme,2028,m6,E005_Pucara,25,44.46655112,255.5334489,43.5772201
BAU_Extreme,2028,m6,N039_Paute_Cardenillo,9.0825,0,0,0
BAU_Extreme,2028,m7,E003_Mazar,205,307.8404339,0,107.7441519
BAU_Extreme,2028,m7,E004_Paute_Molino,93.22656757,275.6138663,0,428.3498839
BAU_Extreme,2028,m7,E005_Pucara,25,47.09753743,252.9024626,46.15558668
BAU_Extreme,2028,m7,N039_Paute_Cardenillo,3.0825,0,7,0
BAU_Extreme,2028,m8,E003_Mazar,205,262,0,91.7
BAU_Extreme,2028,m8,E004_Paute_Molino,75.63958093,280.5869866,0,436.0789417
BAU_Extreme,2028,m8,E005_Pucara,25,46.61727143,253.3827286,45.68492601
BAU_Extreme,2028,m8,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2028,m9,E003_Mazar,205,157.4349322,104.5650678,55.10222627
BAU_Extreme,2028,m9,E004_Paute_Molino,96.92161931,241.7179616,0,375.6699987
BAU_Extreme,2028,m9,E005_Pucara,25,27.08273269,272.9172673,26.54107803
BAU_Extreme,2028,m9,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2028,m10,E003_Mazar,205,144.8455938,117.1544062,50.69595785
BAU_Extreme,2028,m10,E004_Paute_Molino,60,299.9216193,0,466.1281833
BAU_Extreme,2028,m10,E005_Pucara,25,23.92435586,276.0756441,23.44586874
BAU_Extreme,2028,m10,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2028,m11,E003_Mazar,205,168.4149365,93.58506346,58.94522779
BAU_Extreme,2028,m11,E004_Paute_Molino,69.80071231,253.1992877,0,393.5138929
BAU_Extreme,2028,m11,E005_Pucara,25,27.17043857,272.8295614,26.6270298
BAU_Extreme,2028,m11,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2028,m12,E003_Mazar,208.7851085,172.6926485,85.52224304,60.44242696
BAU_Extreme,2028,m12,E004_Paute_Molino,85.36884176,243.646762,0,378.667676
BAU_Extreme,2028,m12,E005_Pucara,25,30.61149007,269.3885099,29.99926026
BAU_Extreme,2028,m12,N039_Paute_Cardenillo,4.0825,0,0,0
BAU_Extreme,2029,m1,E003_Mazar,231.0259918,175.9926831,59.98132505,61.59743909
BAU_Extreme,2029,m1,E004_Paute_Molino,60,236.9740082,0,368.2971044
BAU_Extreme,2029,m1,E005_Pucara,25,28.32354847,271.6764515,27.7570775
BAU_Extreme,2029,m1,N039_Paute_Cardenillo,4.0825,0,0,0
BAU_Extreme,2029,m2,E003_Mazar,205,173.0390349,114.9869569,60.56366222
BAU_Extreme,2029,m2,E004_Paute_Molino,86.56373349,262.4622583,0,407.9100932
BAU_Extreme,2029,m2,E005_Pucara,25,26.04914412,273.9508559,25.52816124
BAU_Extreme,2029,m2,N039_Paute_Cardenillo,5.0825,0,0,0
BAU_Extreme,2029,m3,E003_Mazar,214.0664039,0,252.9335961,0
BAU_Extreme,2029,m3,E004_Paute_Molino,60,280.4973296,0,435.9395997
BAU_Extreme,2029,m3,E005_Pucara,25,45.22505276,254.7749472,44.32055171
BAU_Extreme,2029,m3,N039_Paute_Cardenillo,6.0825,0,0,0
BAU_Extreme,2029,m4,E003_Mazar,214.1250384,17.05515235,244.8862131,5.969303322
BAU_Extreme,2029,m4,E004_Paute_Molino,60,262.9413655,0,408.6547055
BAU_Extreme,2029,m4,E005_Pucara,25,42.89682481,257.1031752,42.03888831
BAU_Extreme,2029,m4,N039_Paute_Cardenillo,7.0825,0,0,0
BAU_Extreme,2029,m5,E003_Mazar,210.4645302,0,265.6605082,0
BAU_Extreme,2029,m5,E004_Paute_Molino,60,266.6605082,0,414.4348732
BAU_Extreme,2029,m5,E005_Pucara,25,48.71164893,251.2883511,47.73741595
BAU_Extreme,2029,m5,N039_Paute_Cardenillo,8.0825,0,0,0
BAU_Extreme,2029,m6,E003_Mazar,205,0,267.4645302,0
BAU_Extreme,2029,m6,E004_Paute_Molino,60,268.4645302,0,417.238624
BAU_Extreme,2029,m6,E005_Pucara,25,44.48811375,255.5118862,43.59835148
BAU_Extreme,2029,m6,N039_Paute_Cardenillo,9.0825,0,0,0
BAU_Extreme,2029,m7,E003_Mazar,205,0,262,0
BAU_Extreme,2029,m7,E004_Paute_Molino,60,263,0,408.7458333
BAU_Extreme,2029,m7,E005_Pucara,25,46.41878523,253.5812148,45.49040952
BAU_Extreme,2029,m7,N039_Paute_Cardenillo,3.0825,0,7,0
BAU_Extreme,2029,m8,E003_Mazar,205,0,262,0
BAU_Extreme,2029,m8,E004_Paute_Molino,60,263,0,408.7458333
BAU_Extreme,2029,m8,E005_Pucara,25,48.61079915,251.3892009,47.63858316
BAU_Extreme,2029,m8,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2029,m9,E003_Mazar,205,168.0639197,93.93608028,58.8223719
BAU_Extreme,2029,m9,E004_Paute_Molino,106.2215986,216.7784014,0,336.9097654
BAU_Extreme,2029,m9,E005_Pucara,25,20.9052749,279.0947251,20.4871694
BAU_Extreme,2029,m9,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2029,m10,E003_Mazar,280.6434271,181.659229,4.697343837,63.58073016
BAU_Extreme,2029,m10,E004_Paute_Molino,60,233.5781715,0,363.0194082
BAU_Extreme,2029,m10,E005_Pucara,25,22.11359274,277.8864073,21.67132088
BAU_Extreme,2029,m10,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2029,m11,E003_Mazar,205,180.1874515,157.4559757,63.06560802
BAU_Extreme,2029,m11,E004_Paute_Molino,60,205.1818669,133.4615603,318.8868181
BAU_Extreme,2029,m11,E005_Pucara,25,26.58206472,273.4179353,26.05042343
BAU_Extreme,2029,m11,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2029,m12,E003_Mazar,231.0259918,188.3765415,47.59746667,65.93178953
BAU_Extreme,2029,m12,E004_Paute_Molino,60,222.0703467,14.90366148,345.1343305
BAU_Extreme,2029,m12,E005_Pucara,25,22.9532365,277.0467635,22.49417177
BAU_Extreme,2029,m12,N039_Paute_Cardenillo,4.0825,0,0,0
BAU_Extreme,2030,m1,E003_Mazar,205,180.768873,81.23112698,63.26910556
BAU_Extreme,2030,m1,E004_Paute_Molino,65.98750818,257.0124918,0,399.4402477
BAU_Extreme,2030,m1,E005_Pucara,25,30.16259175,269.8374082,29.55933992
BAU_Extreme,2030,m1,N039_Paute_Cardenillo,4.0825,0,0,0
BAU_Extreme,2030,m2,E003_Mazar,229.6221946,183.7992612,53.57854419,64.32974143
BAU_Extreme,2030,m2,E004_Paute_Molino,60,244.3653136,0,379.7844249
BAU_Extreme,2030,m2,E005_Pucara,25,22.10535302,277.894647,21.66324596
BAU_Extreme,2030,m2,N039_Paute_Cardenillo,5.0825,0,0,0
BAU_Extreme,2030,m3,E003_Mazar,219.2736475,272.348547,0,95.32199147
BAU_Extreme,2030,m3,E004_Paute_Molino,106.3084669,227.0400802,0,352.8581246
BAU_Extreme,2030,m3,E005_Pucara,25,48.68266405,251.317336,47.70901077
BAU_Extreme,2030,m3,N039_Paute_Cardenillo,6.0825,0,0,0
BAU_Extreme,2030,m4,E003_Mazar,214.858594,266.4150535,0,93.24526874
BAU_Extreme,2030,m4,E004_Paute_Molino,120,253.7235204,0,394.328638
BAU_Extreme,2030,m4,E005_Pucara,25,46.44446149,253.5555385,45.51557226
BAU_Extreme,2030,m4,N039_Paute_Cardenillo,7.0825,0,0,0
BAU_Extreme,2030,m5,E003_Mazar,218.3819547,258.4766393,0,90.46682376
BAU_Extreme,2030,m5,E004_Paute_Molino,120,259.4766393,0,403.2699436
BAU_Extreme,2030,m5,E005_Pucara,25,44.87889241,255.1211076,43.98131457
BAU_Extreme,2030,m5,N039_Paute_Cardenillo,8.0825,0,0,0
BAU_Extreme,2030,m6,E003_Mazar,257.358105,0,223.0238497,0
BAU_Extreme,2030,m6,E004_Paute_Molino,60,284.0238497,0,441.4203998
BAU_Extreme,2030,m6,E005_Pucara,25,46.06552822,253.9344718,45.14421766
BAU_Extreme,2030,m6,N039_Paute_Cardenillo,9.0825,0,0,0
BAU_Extreme,2030,m7,E003_Mazar,243.202291,276.155814,0,96.65453491
BAU_Extreme,2030,m7,E004_Paute_Molino,120,217.155814,0,337.4963276
BAU_Extreme,2030,m7,E005_Pucara,25,48.35305183,251.6469482,47.38599079
BAU_Extreme,2030,m7,N039_Paute_Cardenillo,3.0825,0,7,0
BAU_Extreme,2030,m8,E003_Mazar,278.6351888,42.61705827,183.9500439,14.9159704
BAU_Extreme,2030,m8,E004_Paute_Molino,60,287.5671022,0,446.9272046
BAU_Extreme,2030,m8,E005_Pucara,25,45.78738192,254.2126181,44.87163428
BAU_Extreme,2030,m8,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2030,m9,E003_Mazar,205,200.1316718,135.503517,70.04608514
BAU_Extreme,2030,m9,E004_Paute_Molino,106.0888016,290.5463872,0,451.5575101
BAU_Extreme,2030,m9,E005_Pucara,25,32.75465699,267.245343,32.09956385
BAU_Extreme,2030,m9,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2030,m10,E003_Mazar,205,156.5176791,105.4823209,54.78118767
BAU_Extreme,2030,m10,E004_Paute_Molino,75.19059441,293.8982072,0,456.766797
BAU_Extreme,2030,m10,E005_Pucara,25,27.65113616,272.3488638,27.09811344
BAU_Extreme,2030,m10,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2030,m11,E003_Mazar,205,175.9611056,86.03889437,61.58638697
BAU_Extreme,2030,m11,E004_Paute_Molino,60,278.1905944,0,432.3545488
BAU_Extreme,2030,m11,E005_Pucara,25,19.38029077,280.6197092,18.99268496
BAU_Extreme,2030,m11,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2030,m12,E003_Mazar,205,205.4427799,56.55722011,71.90497296
BAU_Extreme,2030,m12,E004_Paute_Molino,65.98750818,200.3556839,56.65680787,311.3861255
BAU_Extreme,2030,m12,E005_Pucara,25,23.82481017,276.1751898,23.34831396
BAU_Extreme,2030,m12,N039_Paute_Cardenillo,4.0825,0,0,0
BAU_Extreme,2031,m1,E003_Mazar,216.9251661,222.4197796,27.65505428,77.84692286
BAU_Extreme,2031,m1,E004_Paute_Molino,60,251.0748339,0,390.2121377
BAU_Extreme,2031,m1,E005_Pucara,25,31.17870215,268.8212978,30.55512811
BAU_Extreme,2031,m1,N039_Paute_Cardenillo,4.0825,0,0,0
BAU_Extreme,2031,m2,E003_Mazar,205,166.1322204,107.7929457,58.14627714
BAU_Extreme,2031,m2,E004_Paute_Molino,60,274.9251661,0,427.279529
BAU_Extreme,2031,m2,E005_Pucara,25,29.49422561,270.5057744,28.90434109
BAU_Extreme,2031,m2,N039_Paute_Cardenillo,5.0825,0,0,0
BAU_Extreme,2031,m3,E003_Mazar,205,262,0,91.7
BAU_Extreme,2031,m3,E004_Paute_Molino,60,263,0,408.7458333
BAU_Extreme,2031,m3,E005_Pucara,25,45.37785675,254.6221432,44.47029962
BAU_Extreme,2031,m3,N039_Paute_Cardenillo,6.0825,0,0,0
BAU_Extreme,2031,m4,E003_Mazar,214.9149781,252.0850219,0,88.22975767
BAU_Extreme,2031,m4,E004_Paute_Molino,60,253.0850219,0,393.3363049
BAU_Extreme,2031,m4,E005_Pucara,25,45.35489699,254.645103,44.44779905
BAU_Extreme,2031,m4,N039_Paute_Cardenillo,7.0825,0,0,0
BAU_Extreme,2031,m5,E003_Mazar,205,271.9149781,0,95.17024233
BAU_Extreme,2031,m5,E004_Paute_Molino,60,272.9149781,0,424.1553618
BAU_Extreme,2031,m5,E005_Pucara,25,45.02592792,254.9740721,44.12540936
BAU_Extreme,2031,m5,N039_Paute_Cardenillo,8.0825,0,0,0
BAU_Extreme,2031,m6,E003_Mazar,205,262,0,91.7
BAU_Extreme,2031,m6,E004_Paute_Molino,72.2724132,250.7275868,0,389.6724578
BAU_Extreme,2031,m6,E005_Pucara,25,45.08399751,254.9160025,44.18231756
BAU_Extreme,2031,m6,N039_Paute_Cardenillo,9.0825,0,0,0
BAU_Extreme,2031,m7,E003_Mazar,226.9482281,129.7256258,110.3261461,45.40396901
BAU_Extreme,2031,m7,E004_Paute_Molino,60,253.3241851,0,393.7080043
BAU_Extreme,2031,m7,E005_Pucara,25,47.27409966,252.7259003,46.32861767
BAU_Extreme,2031,m7,N039_Paute_Cardenillo,3.0825,0,7,0
BAU_Extreme,2031,m8,E003_Mazar,205,283.9482281,0,99.38187985
BAU_Extreme,2031,m8,E004_Paute_Molino,93.22881738,251.7194107,0,391.2139175
BAU_Extreme,2031,m8,E005_Pucara,25,48.66406922,251.3359308,47.69078784
BAU_Extreme,2031,m8,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2031,m9,E003_Mazar,205,191.8569595,70.14304048,67.14993583
BAU_Extreme,2031,m9,E004_Paute_Molino,105.7241868,250.5046306,0,389.3259468
BAU_Extreme,2031,m9,E005_Pucara,25,20.75080626,279.2491937,20.33579013
BAU_Extreme,2031,m9,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2031,m10,E003_Mazar,245.6451831,168.2062871,53.14852975,58.87220048
BAU_Extreme,2031,m10,E004_Paute_Molino,60,268.0790036,0,416.6394514
BAU_Extreme,2031,m10,E005_Pucara,25,31.68297012,268.3170299,31.04931072
BAU_Extreme,2031,m10,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2031,m11,E003_Mazar,205,176.1540684,126.4911148,61.65392393
BAU_Extreme,2031,m11,E004_Paute_Molino,62.59254426,301.0526389,0,467.8859763
BAU_Extreme,2031,m11,E005_Pucara,25,30.90508116,269.0949188,30.28697954
BAU_Extreme,2031,m11,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2031,m12,E003_Mazar,216.9251661,191.7959337,58.27890021,67.12857679
BAU_Extreme,2031,m12,E004_Paute_Molino,60,253.6673781,0,394.2413835
BAU_Extreme,2031,m12,E005_Pucara,25,28.09499083,271.9050092,27.53309101
BAU_Extreme,2031,m12,N039_Paute_Cardenillo,4.0825,0,0,0
BAU_Extreme,2032,m1,E003_Mazar,205,190.3530717,71.64692832,66.62357509
BAU_Extreme,2032,m1,E004_Paute_Molino,60,263,0,408.7458333
BAU_Extreme,2032,m1,E005_Pucara,25,26.06872216,273.9312778,25.54734772
BAU_Extreme,2032,m1,N039_Paute_Cardenillo,4.0825,0,0,0
BAU_Extreme,2032,m2,E003_Mazar,221.0988425,188.1871134,57.71404417,65.86548968
BAU_Extreme,2032,m2,E004_Paute_Molino,60,246.9011575,0,383.725549
BAU_Extreme,2032,m2,E005_Pucara,25,31.59643895,268.403561,30.96451017
BAU_Extreme,2032,m2,N039_Paute_Cardenillo,5.0825,0,0,0
BAU_Extreme,2032,m3,E003_Mazar,205,0,278.0988425,0
BAU_Extreme,2032,m3,E004_Paute_Molino,86.02134412,253.0774983,0,393.324612
BAU_Extreme,2032,m3,E005_Pucara,25,47.6203514,252.3796486,46.66794437
BAU_Extreme,2032,m3,N039_Paute_Cardenillo,6.0825,0,0,0
BAU_Extreme,2032,m4,E003_Mazar,227.6701578,0,239.3298422,0
BAU_Extreme,2032,m4,E004_Paute_Molino,60,266.3511864,0,413.9541355
BAU_Extreme,2032,m4,E005_Pucara,25,44.81663753,255.1833625,43.92030478
BAU_Extreme,2032,m4,N039_Paute_Cardenillo,7.0825,0,0,0
BAU_Extreme,2032,m5,E003_Mazar,235.173242,0,254.4969157,0
BAU_Extreme,2032,m5,E004_Paute_Molino,120,195.4969157,0,303.8347899
BAU_Extreme,2032,m5,E005_Pucara,25,48.30171401,251.698286,47.33567973
BAU_Extreme,2032,m5,N039_Paute_Cardenillo,8.0825,0,0,0
BAU_Extreme,2032,m6,E003_Mazar,224.9754696,0,272.1977724,0
BAU_Extreme,2032,m6,E004_Paute_Molino,60,333.1977724,0,517.8448713
BAU_Extreme,2032,m6,E005_Pucara,25,48.99949536,251.0005046,48.01950545
BAU_Extreme,2032,m6,N039_Paute_Cardenillo,9.0825,0,0,0
BAU_Extreme,2032,m7,E003_Mazar,205,0,281.9754696,0
BAU_Extreme,2032,m7,E004_Paute_Molino,60,282.9754696,0,439.7910424
BAU_Extreme,2032,m7,E005_Pucara,25,47.95064528,252.0493547,46.99163238
BAU_Extreme,2032,m7,N039_Paute_Cardenillo,3.0825,0,7,0
BAU_Extreme,2032,m8,E003_Mazar,205,0,262,0
BAU_Extreme,2032,m8,E004_Paute_Molino,60,263,0,408.7458333
BAU_Extreme,2032,m8,E005_Pucara,25,49.8285684,250.1714316,48.83199703
BAU_Extreme,2032,m8,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2032,m9,E003_Mazar,205,182.2731989,79.72680112,63.79561961
BAU_Extreme,2032,m9,E004_Paute_Molino,70.97671212,252.0232879,0,391.6861932
BAU_Extreme,2032,m9,E005_Pucara,25,26.3685344,273.6314656,25.84116371
BAU_Extreme,2032,m9,N039_Paute_Cardenillo,3.0825,0,1,0
BAU_Extreme,2032,m10,E003_Mazar,253.6733079,171.9285223,41.39816979,60.1749828
BAU_Extreme,2032,m10,E004_Paute_Molino,60,225.3034042,0,350.1590407
