Hydrology,Scenario,w,Year,Tech,Capacity_MW
Baseline,NZT,w22,2035,GAS,475.36
Baseline,NZT,w22,2035,GEOTHERMAL,200
Baseline,NZT,w22,2035,HYDRO,8102
Baseline,NZT,w22,2035,NUCLEAR,0
Baseline,NZT,w22,2035,PV,5168
Baseline,NZT,w22,2035,WIND,1455
Baseline,NZT,w22,2036,BIOENERGY,150
Baseline,NZT,w22,2036,DIESEL,550
Baseline,NZT,w22,2036,FUEL OIL,720
Baseline,NZT,w22,2036,GAS,475.36
Baseline,NZT,w22,2036,GEOTHERMAL,200
Baseline,NZT,w22,2036,HYDRO,8102
Baseline,NZT,w22,2036,NUCLEAR,0
Baseline,NZT,w22,2036,PV,5418
Baseline,NZT,w22,2036,WIND,1580
Baseline,NZT,w22,2037,BIOENERGY,150
Baseline,NZT,w22,2037,DIESEL,550
Baseline,NZT,w22,2037,FUEL OIL,720
Baseline,NZT,w22,2037,GAS,475.36
Baseline,NZT,w22,2037,GEOTHERMAL,200
Baseline,NZT,w22,2037,HYDRO,8402
Baseline,NZT,w22,2037,NUCLEAR,0
Baseline,NZT,w22,2037,PV,5418
Baseline,NZT,w22,2037,WIND,1580
Baseline,NZT,w22,2038,BIOENERGY,150
Baseline,NZT,w22,2038,DIESEL,550
Baseline,NZT,w22,2038,FUEL OIL,720
Baseline,NZT,w22,2038,GAS,475.36
Baseline,NZT,w22,2038,GEOTHERMAL,200
Baseline,NZT,w22,2038,HYDRO,8402
Baseline,NZT,w22,2038,NUCLEAR,0
Baseline,NZT,w22,2038,PV,5418
Baseline,NZT,w22,2038,WIND,1580
Baseline,NZT,w22,2039,BIOENERGY,150
Baseline,NZT,w22,2039,DIESEL,550
Baseline,NZT,w22,2039,FUEL OIL,720
Baseline,NZT,w22,2039,GAS,475.36
Baseline,NZT,w22,2039,GEOTHERMAL,200
Baseline,NZT,w22,2039,HYDRO,8702
Baseline,NZT,w22,2039,NUCLEAR,0
Baseline,NZT,w22,2039,PV,5418
Baseline,NZT,w22,2039,WIND,1580
Baseline,NZT,w22,2040,BIOENERGY,150
Baseline,NZT,w22,2040,DIESEL,300
Baseline,NZT,w22,2040,FUEL OIL,720
Baseline,NZT,w22,2040,GAS,475.36
Baseline,NZT,w22,2040,GEOTHERMAL,200
Baseline,NZT,w22,2040,HYDRO,8702
Baseline,NZT,w22,2040,NUCLEAR,0
Baseline,NZT,w22,2040,PV,5418
Baseline,NZT,w22,2040,WIND,1580
Baseline,NZT,w22,2041,BIOENERGY,150
Baseline,NZT,w22,2041,DIESEL,300
Baseline,NZT,w22,2041,FUEL OIL,720
Baseline,NZT,w22,2041,GAS,475.36
Baseline,NZT,w22,2041,GEOTHERMAL,200
Baseline,NZT,w22,2041,HYDRO,8702
Baseline,NZT,w22,2041,NUCLEAR,0
Baseline,NZT,w22,2041,PV,5418
Baseline,NZT,w22,2041,WIND,1580
Baseline,NZT,w22,2042,BIOENERGY,150
Baseline,NZT,w22,2042,DIESEL,300
Baseline,NZT,w22,2042,FUEL OIL,720
Baseline,NZT,w22,2042,GAS,475.36
Baseline,NZT,w22,2042,GEOTHERMAL,200
Baseline,NZT,w22,2042,HYDRO,9002
Baseline,NZT,w22,2042,NUCLEAR,0
Baseline,NZT,w22,2042,PV,5418
Baseline,NZT,w22,2042,WIND,1580
Baseline,NZT,w22,2043,BIOENERGY,150
Baseline,NZT,w22,2043,DIESEL,300
Baseline,NZT,w22,2043,FUEL OIL,720
Baseline,NZT,w22,2043,GAS,475.36
Baseline,NZT,w22,2043,GEOTHERMAL,200
Baseline,NZT,w22,2043,HYDRO,9302
Baseline,NZT,w22,2043,NUCLEAR,0
Baseline,NZT,w22,2043,PV,5418
Baseline,NZT,w22,2043,WIND,1580
Baseline,NZT,w22,2044,BIOENERGY,150
Baseline,NZT,w22,2044,DIESEL,300
Baseline,NZT,w22,2044,FUEL OIL,720
Baseline,NZT,w22,2044,GAS,475.36
Baseline,NZT,w22,2044,GEOTHERMAL,200
Baseline,NZT,w22,2044,HYDRO,9602
Baseline,NZT,w22,2044,NUCLEAR,0
Baseline,NZT,w22,2044,PV,5418
Baseline,NZT,w22,2044,WIND,1580
Baseline,NZT,w22,2045,BIOENERGY,0
Baseline,NZT,w22,2045,DIESEL,0
Baseline,NZT,w22,2045,FUEL OIL,0
Baseline,NZT,w22,2045,GAS,300
Baseline,NZT,w22,2045,GEOTHERMAL,400
Baseline,NZT,w22,2045,HYDRO,11402
Baseline,NZT,w22,2045,NUCLEAR,0
Baseline,NZT,w22,2045,PV,5368
Baseline,NZT,w22,2045,WIND,1505
Baseline,NZT,w22,2046,BIOENERGY,0
Baseline,NZT,w22,2046,DIESEL,0
Baseline,NZT,w22,2046,FUEL OIL,0
Baseline,NZT,w22,2046,GAS,300
Baseline,NZT,w22,2046,GEOTHERMAL,600
Baseline,NZT,w22,2046,HYDRO,11402
Baseline,NZT,w22,2046,NUCLEAR,0
Baseline,NZT,w22,2046,PV,5368
Baseline,NZT,w22,2046,WIND,1505
Baseline,NZT,w22,2047,BIOENERGY,0
Baseline,NZT,w22,2047,DIESEL,0
Baseline,NZT,w22,2047,FUEL OIL,0
Baseline,NZT,w22,2047,GAS,300
Baseline,NZT,w22,2047,GEOTHERMAL,800
Baseline,NZT,w22,2047,HYDRO,11402
Baseline,NZT,w22,2047,NUCLEAR,0
Baseline,NZT,w22,2047,PV,5368
Baseline,NZT,w22,2047,WIND,1505
Baseline,NZT,w22,2048,BIOENERGY,0
Baseline,NZT,w22,2048,DIESEL,0
Baseline,NZT,w22,2048,FUEL OIL,0
Baseline,NZT,w22,2048,GAS,300
Baseline,NZT,w22,2048,GEOTHERMAL,800
Baseline,NZT,w22,2048,HYDRO,11402
Baseline,NZT,w22,2048,NUCLEAR,0
Baseline,NZT,w22,2048,PV,5368
Baseline,NZT,w22,2048,WIND,1505
Baseline,NZT,w22,2049,BIOENERGY,0
Baseline,NZT,w22,2049,DIESEL,0
Baseline,NZT,w22,2049,FUEL OIL,0
Baseline,NZT,w22,2049,GAS,300
Baseline,NZT,w22,2049,GEOTHERMAL,800
Baseline,NZT,w22,2049,HYDRO,11402
Baseline,NZT,w22,2049,NUCLEAR,0
Baseline,NZT,w22,2049,PV,5368
Baseline,NZT,w22,2049,WIND,1505
Baseline,NZT,w22,2050,BIOENERGY,0
Baseline,NZT,w22,2050,DIESEL,0
Baseline,NZT,w22,2050,FUEL OIL,0
Baseline,NZT,w22,2050,GAS,300
Baseline,NZT,w22,2050,GEOTHERMAL,800
Baseline,NZT,w22,2050,HYDRO,11402
Baseline,NZT,w22,2050,NUCLEAR,0
Baseline,NZT,w22,2050,PV,5368
Baseline,NZT,w22,2050,WIND,1505
Adverse,REF,w4,2025,BIOENERGY,150
Adverse,REF,w4,2025,DIESEL,850
Adverse,REF,w4,2025,FUEL OIL,2620
Adverse,REF,w4,2025,GAS,475.36
Adverse,REF,w4,2025,GEOTHERMAL,0
Adverse,REF,w4,2025,HYDRO,5258
Adverse,REF,w4,2025,NUCLEAR,0
Adverse,REF,w4,2025,PV,50
Adverse,REF,w4,2025,WIND,155
Adverse,REF,w4,2026,BIOENERGY,150
Adverse,REF,w4,2026,DIESEL,850
Adverse,REF,w4,2026,FUEL OIL,2620
Adverse,REF,w4,2026,GAS,475.36
Adverse,REF,w4,2026,GEOTHERMAL,200
Adverse,REF,w4,2026,HYDRO,5757
Adverse,REF,w4,2026,NUCLEAR,0
Adverse,REF,w4,2026,PV,50
Adverse,REF,w4,2026,WIND,155
Adverse,REF,w4,2027,BIOENERGY,150
Adverse,REF,w4,2027,DIESEL,850
Adverse,REF,w4,2027,FUEL OIL,2620
Adverse,REF,w4,2027,GAS,475.36
Adverse,REF,w4,2027,GEOTHERMAL,400
Adverse,REF,w4,2027,HYDRO,6157
Adverse,REF,w4,2027,NUCLEAR,0
Adverse,REF,w4,2027,PV,50
Adverse,REF,w4,2027,WIND,155
Adverse,REF,w4,2028,BIOENERGY,150
Adverse,REF,w4,2028,DIESEL,850
Adverse,REF,w4,2028,FUEL OIL,2920
Adverse,REF,w4,2028,GAS,475.36
Adverse,REF,w4,2028,GEOTHERMAL,600
Adverse,REF,w4,2028,HYDRO,6307
Adverse,REF,w4,2028,NUCLEAR,0
Adverse,REF,w4,2028,PV,50
Adverse,REF,w4,2028,WIND,155
Adverse,REF,w4,2029,BIOENERGY,150
Adverse,REF,w4,2029,DIESEL,850
Adverse,REF,w4,2029,FUEL OIL,2320
Adverse,REF,w4,2029,GAS,875.36
Adverse,REF,w4,2029,GEOTHERMAL,600
Adverse,REF,w4,2029,HYDRO,6307
Adverse,REF,w4,2029,NUCLEAR,0
Adverse,REF,w4,2029,PV,50
Adverse,REF,w4,2029,WIND,155
Adverse,REF,w4,2030,BIOENERGY,150
Adverse,REF,w4,2030,DIESEL,850
Adverse,REF,w4,2030,FUEL OIL,2220
Adverse,REF,w4,2030,GAS,875.36
Adverse,REF,w4,2030,GEOTHERMAL,600
Adverse,REF,w4,2030,HYDRO,8102
Adverse,REF,w4,2030,NUCLEAR,0
Adverse,REF,w4,2030,PV,50
Adverse,REF,w4,2030,WIND,280
Adverse,REF,w4,2031,BIOENERGY,150
Adverse,REF,w4,2031,DIESEL,850
Adverse,REF,w4,2031,FUEL OIL,2220
Adverse,REF,w4,2031,GAS,875.36
Adverse,REF,w4,2031,GEOTHERMAL,800
Adverse,REF,w4,2031,HYDRO,8102
Adverse,REF,w4,2031,NUCLEAR,0
Adverse,REF,w4,2031,PV,50
Adverse,REF,w4,2031,WIND,280
Adverse,REF,w4,2032,BIOENERGY,150
Adverse,REF,w4,2032,DIESEL,850
Adverse,REF,w4,2032,FUEL OIL,2220
Adverse,REF,w4,2032,GAS,875.36
Adverse,REF,w4,2032,GEOTHERMAL,800
Adverse,REF,w4,2032,HYDRO,9602
Adverse,REF,w4,2032,NUCLEAR,0
Adverse,REF,w4,2032,PV,50
Adverse,REF,w4,2032,WIND,405
Adverse,REF,w4,2033,BIOENERGY,150
Adverse,REF,w4,2033,DIESEL,850
Adverse,REF,w4,2033,FUEL OIL,2220
Adverse,REF,w4,2033,GAS,875.36
Adverse,REF,w4,2033,GEOTHERMAL,800
Adverse,REF,w4,2033,HYDRO,9902
Adverse,REF,w4,2033,NUCLEAR,0
Adverse,REF,w4,2033,PV,50
Adverse,REF,w4,2033,WIND,530
Adverse,REF,w4,2034,BIOENERGY,150
Adverse,REF,w4,2034,DIESEL,850
Adverse,REF,w4,2034,FUEL OIL,2220
Adverse,REF,w4,2034,GAS,875.36
Adverse,REF,w4,2034,GEOTHERMAL,800
Adverse,REF,w4,2034,HYDRO,10202
Adverse,REF,w4,2034,NUCLEAR,0
Adverse,REF,w4,2034,PV,50
Adverse,REF,w4,2034,WIND,530
Adverse,REF,w4,2035,BIOENERGY,150
Adverse,REF,w4,2035,DIESEL,550
Adverse,REF,w4,2035,FUEL OIL,2220
Adverse,REF,w4,2035,GAS,875.36
Adverse,REF,w4,2035,GEOTHERMAL,800
Adverse,REF,w4,2035,HYDRO,10202
Adverse,REF,w4,2035,NUCLEAR,0
Adverse,REF,w4,2035,PV,50
Adverse,REF,w4,2035,WIND,530
Adverse,REF,w4,2036,BIOENERGY,150
Adverse,REF,w4,2036,DIESEL,550
Adverse,REF,w4,2036,FUEL OIL,2220
Adverse,REF,w4,2036,GAS,875.36
Adverse,REF,w4,2036,GEOTHERMAL,800
Adverse,REF,w4,2036,HYDRO,10502
Adverse,REF,w4,2036,NUCLEAR,0
Adverse,REF,w4,2036,PV,50
Adverse,REF,w4,2036,WIND,780
Adverse,REF,w4,2037,BIOENERGY,150
Adverse,REF,w4,2037,DIESEL,550
Adverse,REF,w4,2037,FUEL OIL,2220
Adverse,REF,w4,2037,GAS,875.36
Adverse,REF,w4,2037,GEOTHERMAL,800
Adverse,REF,w4,2037,HYDRO,10502
Adverse,REF,w4,2037,NUCLEAR,0
Adverse,REF,w4,2037,PV,50
Adverse,REF,w4,2037,WIND,780
Adverse,REF,w4,2038,BIOENERGY,150
Adverse,REF,w4,2038,DIESEL,550
Adverse,REF,w4,2038,FUEL OIL,2220
Adverse,REF,w4,2038,GAS,875.36
Adverse,REF,w4,2038,GEOTHERMAL,800
Adverse,REF,w4,2038,HYDRO,10802
Adverse,REF,w4,2038,NUCLEAR,0
Adverse,REF,w4,2038,PV,50
Adverse,REF,w4,2038,WIND,780
Adverse,REF,w4,2039,BIOENERGY,150
Adverse,REF,w4,2039,DIESEL,550
Adverse,REF,w4,2039,FUEL OIL,2220
Adverse,REF,w4,2039,GAS,875.36
Adverse,REF,w4,2039,GEOTHERMAL,800
Adverse,REF,w4,2039,HYDRO,10802
Adverse,REF,w4,2039,NUCLEAR,0
Adverse,REF,w4,2039,PV,50
Adverse,REF,w4,2039,WIND,780
Adverse,REF,w4,2040,BIOENERGY,150
Adverse,REF,w4,2040,DIESEL,300
Adverse,REF,w4,2040,FUEL OIL,2220
Adverse,REF,w4,2040,GAS,875.36
Adverse,REF,w4,2040,GEOTHERMAL,800
Adverse,REF,w4,2040,HYDRO,10802
Adverse,REF,w4,2040,NUCLEAR,1000
Adverse,REF,w4,2040,PV,50
Adverse,REF,w4,2040,WIND,780
Adverse,REF,w4,2041,BIOENERGY,150
Adverse,REF,w4,2041,DIESEL,300
Adverse,REF,w4,2041,FUEL OIL,2220
Adverse,REF,w4,2041,GAS,875.36
Adverse,REF,w4,2041,GEOTHERMAL,800
Adverse,REF,w4,2041,HYDRO,10802
Adverse,REF,w4,2041,NUCLEAR,1000
Adverse,REF,w4,2041,PV,300
Adverse,REF,w4,2041,WIND,1280
Adverse,REF,w4,2042,BIOENERGY,150
Adverse,REF,w4,2042,DIESEL,300
Adverse,REF,w4,2042,FUEL OIL,2220
Adverse,REF,w4,2042,GAS,875.36
Adverse,REF,w4,2042,GEOTHERMAL,800
Adverse,REF,w4,2042,HYDRO,10802
Adverse,REF,w4,2042,NUCLEAR,1000
Adverse,REF,w4,2042,PV,300
Adverse,REF,w4,2042,WIND,1280
Adverse,REF,w4,2043,BIOENERGY,150
Adverse,REF,w4,2043,DIESEL,300
Adverse,REF,w4,2043,FUEL OIL,2220
Adverse,REF,w4,2043,GAS,875.36
Adverse,REF,w4,2043,GEOTHERMAL,800
Adverse,REF,w4,2043,HYDRO,10802
Adverse,REF,w4,2043,NUCLEAR,1000
Adverse,REF,w4,2043,PV,300
Adverse,REF,w4,2043,WIND,1280
Adverse,REF,w4,2044,BIOENERGY,150
Adverse,REF,w4,2044,DIESEL,300
Adverse,REF,w4,2044,FUEL OIL,2220
Adverse,REF,w4,2044,GAS,875.36
Adverse,REF,w4,2044,GEOTHERMAL,800
Adverse,REF,w4,2044,HYDRO,10802
Adverse,REF,w4,2044,NUCLEAR,1000
Adverse,REF,w4,2044,PV,550
Adverse,REF,w4,2044,WIND,1280
Adverse,REF,w4,2045,BIOENERGY,0
Adverse,REF,w4,2045,DIESEL,0
Adverse,REF,w4,2045,FUEL OIL,1500
Adverse,REF,w4,2045,GAS,1900
Adverse,REF,w4,2045,GEOTHERMAL,1000
Adverse,REF,w4,2045,HYDRO,11102
Adverse,REF,w4,2045,NUCLEAR,1000
Adverse,REF,w4,2045,PV,500
Adverse,REF,w4,2045,WIND,1205
Adverse,REF,w4,2046,BIOENERGY,0
Adverse,REF,w4,2046,DIESEL,0
Adverse,REF,w4,2046,FUEL OIL,1500
Adverse,REF,w4,2046,GAS,1900
Adverse,REF,w4,2046,GEOTHERMAL,1000
Adverse,REF,w4,2046,HYDRO,11102
Adverse,REF,w4,2046,NUCLEAR,1000
Adverse,REF,w4,2046,PV,500
Adverse,REF,w4,2046,WIND,1205
Adverse,REF,w4,2047,BIOENERGY,0
Adverse,REF,w4,2047,DIESEL,0
Adverse,REF,w4,2047,FUEL OIL,1500
Adverse,REF,w4,2047,GAS,1900
Adverse,REF,w4,2047,GEOTHERMAL,1000
Adverse,REF,w4,2047,HYDRO,11102
Adverse,REF,w4,2047,NUCLEAR,1000
Adverse,REF,w4,2047,PV,500
Adverse,REF,w4,2047,WIND,1205
Adverse,REF,w4,2048,BIOENERGY,0
Adverse,REF,w4,2048,DIESEL,0
Adverse,REF,w4,2048,FUEL OIL,1500
Adverse,REF,w4,2048,GAS,1900
Adverse,REF,w4,2048,GEOTHERMAL,1000
Adverse,REF,w4,2048,HYDRO,11102
Adverse,REF,w4,2048,NUCLEAR,1000
Adverse,REF,w4,2048,PV,500
Adverse,REF,w4,2048,WIND,1205
Adverse,REF,w4,2049,BIOENERGY,0
Adverse,REF,w4,2049,DIESEL,0
Adverse,REF,w4,2049,FUEL OIL,1500
Adverse,REF,w4,2049,GAS,1900
Adverse,REF,w4,2049,GEOTHERMAL,1000
Adverse,REF,w4,2049,HYDRO,11102
Adverse,REF,w4,2049,NUCLEAR,1000
Adverse,REF,w4,2049,PV,500
Adverse,REF,w4,2049,WIND,1205
Adverse,REF,w4,2050,BIOENERGY,0
Adverse,REF,w4,2050,DIESEL,0
Adverse,REF,w4,2050,FUEL OIL,1500
Adverse,REF,w4,2050,GAS,1900
Adverse,REF,w4,2050,GEOTHERMAL,1000
Adverse,REF,w4,2050,HYDRO,11102
Adverse,REF,w4,2050,NUCLEAR,1000
Adverse,REF,w4,2050,PV,500
Adverse,REF,w4,2050,WIND,1205
Adverse,BRIDGE,w2,2025,BIOENERGY,150
Adverse,BRIDGE,w2,2025,DIESEL,850
Adverse,BRIDGE,w2,2025,FUEL OIL,2320
Adverse,BRIDGE,w2,2025,GAS,475.36
Adverse,BRIDGE,w2,2025,GEOTHERMAL,0
Adverse,BRIDGE,w2,2025,HYDRO,5258
Adverse,BRIDGE,w2,2025,NUCLEAR,0
Adverse,BRIDGE,w2,2025,PV,1150
Adverse,BRIDGE,w2,2025,WIND,375
Adverse,BRIDGE,w2,2026,BIOENERGY,150
Adverse,BRIDGE,w2,2026,DIESEL,850
Adverse,BRIDGE,w2,2026,FUEL OIL,2320
Adverse,BRIDGE,w2,2026,GAS,475.36
Adverse,BRIDGE,w2,2026,GEOTHERMAL,200
Adverse,BRIDGE,w2,2026,HYDRO,5757
Adverse,BRIDGE,w2,2026,NUCLEAR,0
Adverse,BRIDGE,w2,2026,PV,1150
Adverse,BRIDGE,w2,2026,WIND,375
Adverse,BRIDGE,w2,2027,BIOENERGY,150
Adverse,BRIDGE,w2,2027,DIESEL,850
Adverse,BRIDGE,w2,2027,FUEL OIL,2320
Adverse,BRIDGE,w2,2027,GAS,475.36
Adverse,BRIDGE,w2,2027,GEOTHERMAL,400
Adverse,BRIDGE,w2,2027,HYDRO,6157
Adverse,BRIDGE,w2,2027,NUCLEAR,0
Adverse,BRIDGE,w2,2027,PV,1150
Adverse,BRIDGE,w2,2027,WIND,500
Adverse,BRIDGE,w2,2028,BIOENERGY,150
Adverse,BRIDGE,w2,2028,DIESEL,850
Adverse,BRIDGE,w2,2028,FUEL OIL,2320
Adverse,BRIDGE,w2,2028,GAS,875.36
Adverse,BRIDGE,w2,2028,GEOTHERMAL,600
Adverse,BRIDGE,w2,2028,HYDRO,6307
Adverse,BRIDGE,w2,2028,NUCLEAR,0
Adverse,BRIDGE,w2,2028,PV,1150
Adverse,BRIDGE,w2,2028,WIND,625
Adverse,BRIDGE,w2,2029,BIOENERGY,150
Adverse,BRIDGE,w2,2029,DIESEL,850
Adverse,BRIDGE,w2,2029,FUEL OIL,1720
Adverse,BRIDGE,w2,2029,GAS,875.36
Adverse,BRIDGE,w2,2029,GEOTHERMAL,600
Adverse,BRIDGE,w2,2029,HYDRO,6307
Adverse,BRIDGE,w2,2029,NUCLEAR,0
Adverse,BRIDGE,w2,2029,PV,1150
Adverse,BRIDGE,w2,2029,WIND,625
Adverse,BRIDGE,w2,2030,BIOENERGY,150
Adverse,BRIDGE,w2,2030,DIESEL,850
Adverse,BRIDGE,w2,2030,FUEL OIL,1620
Adverse,BRIDGE,w2,2030,GAS,1175.36
Adverse,BRIDGE,w2,2030,GEOTHERMAL,600
Adverse,BRIDGE,w2,2030,HYDRO,8102
Adverse,BRIDGE,w2,2030,NUCLEAR,0
Adverse,BRIDGE,w2,2030,PV,1150
Adverse,BRIDGE,w2,2030,WIND,955
Adverse,BRIDGE,w2,2031,BIOENERGY,150
Adverse,BRIDGE,w2,2031,DIESEL,850
Adverse,BRIDGE,w2,2031,FUEL OIL,1620
Adverse,BRIDGE,w2,2031,GAS,1175.36
Adverse,BRIDGE,w2,2031,GEOTHERMAL,1000
Adverse,BRIDGE,w2,2031,HYDRO,8102
Adverse,BRIDGE,w2,2031,NUCLEAR,0
Adverse,BRIDGE,w2,2031,PV,1900
Adverse,BRIDGE,w2,2031,WIND,1080
Adverse,BRIDGE,w2,2032,BIOENERGY,150
Adverse,BRIDGE,w2,2032,DIESEL,850
Adverse,BRIDGE,w2,2032,FUEL OIL,1620
Adverse,BRIDGE,w2,2032,GAS,1175.36
Adverse,BRIDGE,w2,2032,GEOTHERMAL,1000
Adverse,BRIDGE,w2,2032,HYDRO,8102
Adverse,BRIDGE,w2,2032,NUCLEAR,0
Adverse,BRIDGE,w2,2032,PV,2650
Adverse,BRIDGE,w2,2032,WIND,1205
Adverse,BRIDGE,w2,2033,BIOENERGY,150
Adverse,BRIDGE,w2,2033,DIESEL,850
Adverse,BRIDGE,w2,2033,FUEL OIL,1620
Adverse,BRIDGE,w2,2033,GAS,1175.36
Adverse,BRIDGE,w2,2033,GEOTHERMAL,1000
Adverse,BRIDGE,w2,2033,HYDRO,9302
Adverse,BRIDGE,w2,2033,NUCLEAR,0
Adverse,BRIDGE,w2,2033,PV,2650
Adverse,BRIDGE,w2,2033,WIND,1330
Adverse,BRIDGE,w2,2034,BIOENERGY,150
Adverse,BRIDGE,w2,2034,DIESEL,850
Adverse,BRIDGE,w2,2034,FUEL OIL,1620
Adverse,BRIDGE,w2,2034,GAS,1475.36
Adverse,BRIDGE,w2,2034,GEOTHERMAL,1000
Adverse,BRIDGE,w2,2034,HYDRO,9302
Adverse,BRIDGE,w2,2034,NUCLEAR,0
Adverse,BRIDGE,w2,2034,PV,2650
Adverse,BRIDGE,w2,2034,WIND,1455
Adverse,BRIDGE,w2,2035,BIOENERGY,150
Adverse,BRIDGE,w2,2035,DIESEL,550
Adverse,BRIDGE,w2,2035,FUEL OIL,1620
Adverse,BRIDGE,w2,2035,GAS,1475.36
Adverse,BRIDGE,w2,2035,GEOTHERMAL,1000
Adverse,BRIDGE,w2,2035,HYDRO,9602
Adverse,BRIDGE,w2,2035,NUCLEAR,0
Adverse,BRIDGE,w2,2035,PV,2650
Adverse,BRIDGE,w2,2035,WIND,1455
Adverse,BRIDGE,w2,2036,BIOENERGY,150
Adverse,BRIDGE,w2,2036,DIESEL,550
Adverse,BRIDGE,w2,2036,FUEL OIL,1620
Adverse,BRIDGE,w2,2036,GAS,1475.36
Adverse,BRIDGE,w2,2036,GEOTHERMAL,1000
Adverse,BRIDGE,w2,2036,HYDRO,9602
Adverse,BRIDGE,w2,2036,NUCLEAR,0
Adverse,BRIDGE,w2,2036,PV,4900
Adverse,BRIDGE,w2,2036,WIND,1580
Adverse,BRIDGE,w2,2037,BIOENERGY,150
Adverse,BRIDGE,w2,2037,DIESEL,550
Adverse,BRIDGE,w2,2037,FUEL OIL,1620
Adverse,BRIDGE,w2,2037,GAS,1475.36
Adverse,BRIDGE,w2,2037,GEOTHERMAL,1000
Adverse,BRIDGE,w2,2037,HYDRO,9602
Adverse,BRIDGE,w2,2037,NUCLEAR,0
Adverse,BRIDGE,w2,2037,PV,4900
Adverse,BRIDGE,w2,2037,WIND,1580
Adverse,BRIDGE,w2,2038,BIOENERGY,150
Adverse,BRIDGE,w2,2038,DIESEL,550
Adverse,BRIDGE,w2,2038,FUEL OIL,1620
Adverse,BRIDGE,w2,2038,GAS,1475.36
Adverse,BRIDGE,w2,2038,GEOTHERMAL,1000
Adverse,BRIDGE,w2,2038,HYDRO,9602
Adverse,BRIDGE,w2,2038,NUCLEAR,0
Adverse,BRIDGE,w2,2038,PV,4900
Adverse,BRIDGE,w2,2038,WIND,1580
Adverse,BRIDGE,w2,2039,BIOENERGY,150
Adverse,BRIDGE,w2,2039,DIESEL,550
Adverse,BRIDGE,w2,2039,FUEL OIL,1620
Adverse,BRIDGE,w2,2039,GAS,1475.36
Adverse,BRIDGE,w2,2039,GEOTHERMAL,1000
Adverse,BRIDGE,w2,2039,HYDRO,9902
Adverse,BRIDGE,w2,2039,NUCLEAR,0
Adverse,BRIDGE,w2,2039,PV,4900
Adverse,BRIDGE,w2,2039,WIND,1580
Adverse,BRIDGE,w2,2040,BIOENERGY,150
Adverse,BRIDGE,w2,2040,DIESEL,300
Adverse,BRIDGE,w2,2040,FUEL OIL,1620
Adverse,BRIDGE,w2,2040,GAS,1475.36
Adverse,BRIDGE,w2,2040,GEOTHERMAL,1000
Adverse,BRIDGE,w2,2040,HYDRO,9902
Adverse,BRIDGE,w2,2040,NUCLEAR,0
Adverse,BRIDGE,w2,2040,PV,4900
Adverse,BRIDGE,w2,2040,WIND,1580
Adverse,BRIDGE,w2,2041,BIOENERGY,150
Adverse,BRIDGE,w2,2041,DIESEL,300
Adverse,BRIDGE,w2,2041,FUEL OIL,1620
Adverse,BRIDGE,w2,2041,GAS,1475.36
Adverse,BRIDGE,w2,2041,GEOTHERMAL,1000
Adverse,BRIDGE,w2,2041,HYDRO,9902
Adverse,BRIDGE,w2,2041,NUCLEAR,0
Adverse,BRIDGE,w2,2041,PV,5418
Adverse,BRIDGE,w2,2041,WIND,1580
Adverse,BRIDGE,w2,2042,BIOENERGY,150
Adverse,BRIDGE,w2,2042,DIESEL,300
Adverse,BRIDGE,w2,2042,FUEL OIL,1620
Adverse,BRIDGE,w2,2042,GAS,1475.36
Adverse,BRIDGE,w2,2042,GEOTHERMAL,1000
Adverse,BRIDGE,w2,2042,HYDRO,9902
Adverse,BRIDGE,w2,2042,NUCLEAR,0
Adverse,BRIDGE,w2,2042,PV,5418
Adverse,BRIDGE,w2,2042,WIND,1580
Adverse,BRIDGE,w2,2043,BIOENERGY,350
Adverse,BRIDGE,w2,2043,DIESEL,300
Adverse,BRIDGE,w2,2043,FUEL OIL,1620
Adverse,BRIDGE,w2,2043,GAS,1475.36
Adverse,BRIDGE,w2,2043,GEOTHERMAL,1000
Adverse,BRIDGE,w2,2043,HYDRO,9902
Adverse,BRIDGE,w2,2043,NUCLEAR,0
Adverse,BRIDGE,w2,2043,PV,5418
Adverse,BRIDGE,w2,2043,WIND,1580
Adverse,BRIDGE,w2,2044,BIOENERGY,750
Adverse,BRIDGE,w2,2044,DIESEL,300
Adverse,BRIDGE,w2,2044,FUEL OIL,1620
Adverse,BRIDGE,w2,2044,GAS,1475.36
Adverse,BRIDGE,w2,2044,GEOTHERMAL,1000
Adverse,BRIDGE,w2,2044,HYDRO,9902
Adverse,BRIDGE,w2,2044,NUCLEAR,0
Adverse,BRIDGE,w2,2044,PV,5418
Adverse,BRIDGE,w2,2044,WIND,1580
Adverse,BRIDGE,w2,2045,BIOENERGY,600
Adverse,BRIDGE,w2,2045,DIESEL,0
Adverse,BRIDGE,w2,2045,FUEL OIL,1500
Adverse,BRIDGE,w2,2045,GAS,1900
Adverse,BRIDGE,w2,2045,GEOTHERMAL,1000
Adverse,BRIDGE,w2,2045,HYDRO,9902
Adverse,BRIDGE,w2,2045,NUCLEAR,0
Adverse,BRIDGE,w2,2045,PV,5368
Adverse,BRIDGE,w2,2045,WIND,1505
Adverse,BRIDGE,w2,2046,BIOENERGY,600
Adverse,BRIDGE,w2,2046,DIESEL,0
Adverse,BRIDGE,w2,2046,FUEL OIL,1500
Adverse,BRIDGE,w2,2046,GAS,1900
Adverse,BRIDGE,w2,2046,GEOTHERMAL,1000
