Hydrology,Scenario,w,Component,MUSD
Baseline,BRIDGE,w1,TotalCost_w,27462.1671
Baseline,BRIDGE,w10,TotalCost_w,27872.56531
Baseline,BRIDGE,w100,TotalCost_w,27883.53175
Baseline,BRIDGE,w11,TotalCost_w,28250.38133
Baseline,BRIDGE,w12,TotalCost_w,28114.49537
Baseline,BRIDGE,w13,TotalCost_w,28680.26728
Baseline,BRIDGE,w14,TotalCost_w,27812.15777
Baseline,BRIDGE,w15,TotalCost_w,27820.6564
Baseline,BRIDGE,w16,TotalCost_w,28051.72543
Baseline,BRIDGE,w17,TotalCost_w,27631.98675
Baseline,BRIDGE,w18,TotalCost_w,28067.82078
Baseline,BRIDGE,w19,TotalCost_w,27454.95714
Baseline,BRIDGE,w2,TotalCost_w,28419.98905
Baseline,BRIDGE,w20,TotalCost_w,29429.18057
Baseline,BRIDGE,w21,TotalCost_w,28096.97821
Baseline,BRIDGE,w22,TotalCost_w,30829.81434
Baseline,BRIDGE,w23,TotalCost_w,28007.48214
Baseline,BRIDGE,w24,TotalCost_w,28416.97714
Baseline,BRIDGE,w25,TotalCost_w,27951.19233
Baseline,BRIDGE,w26,TotalCost_w,28137.09176
Baseline,BRIDGE,w27,TotalCost_w,28299.84193
Baseline,BRIDGE,w28,TotalCost_w,27739.65036
Baseline,BRIDGE,w29,TotalCost_w,28170.51804
Baseline,BRIDGE,w3,TotalCost_w,27671.26554
Baseline,BRIDGE,w30,TotalCost_w,28758.48677
Baseline,BRIDGE,w31,TotalCost_w,28417.02457
Baseline,BRIDGE,w32,TotalCost_w,28471.07636
Baseline,BRIDGE,w33,TotalCost_w,27535.82347
Baseline,BRIDGE,w34,TotalCost_w,27674.13567
Baseline,BRIDGE,w35,TotalCost_w,27591.10732
Baseline,BRIDGE,w36,TotalCost_w,28590.77527
Baseline,BRIDGE,w37,TotalCost_w,28044.87455
Baseline,BRIDGE,w38,TotalCost_w,31197.14985
Baseline,BRIDGE,w39,TotalCost_w,27927.80966
Baseline,BRIDGE,w4,TotalCost_w,28268.49355
Baseline,BRIDGE,w40,TotalCost_w,28622.21666
Baseline,BRIDGE,w41,TotalCost_w,27561.55435
Baseline,BRIDGE,w42,TotalCost_w,28270.49393
Baseline,BRIDGE,w43,TotalCost_w,27957.09197
Baseline,BRIDGE,w44,TotalCost_w,27741.51401
Baseline,BRIDGE,w45,TotalCost_w,27469.34322
Baseline,BRIDGE,w46,TotalCost_w,28316.96736
Baseline,BRIDGE,w47,TotalCost_w,28268.32186
Baseline,BRIDGE,w48,TotalCost_w,28106.92538
Baseline,BRIDGE,w49,TotalCost_w,27737.1368
Baseline,BRIDGE,w5,TotalCost_w,28764.35079
Baseline,BRIDGE,w50,TotalCost_w,27598.51636
Baseline,BRIDGE,w51,TotalCost_w,27830.05333
Baseline,BRIDGE,w52,TotalCost_w,27608.88628
Baseline,BRIDGE,w53,TotalCost_w,30184.14839
Baseline,BRIDGE,w54,TotalCost_w,29439.68256
Baseline,BRIDGE,w55,TotalCost_w,31211.81346
Baseline,BRIDGE,w56,TotalCost_w,28048.63576
Baseline,BRIDGE,w57,TotalCost_w,28329.54735
Baseline,BRIDGE,w58,TotalCost_w,30923.73793
Baseline,BRIDGE,w59,TotalCost_w,28697.33979
Baseline,BRIDGE,w6,TotalCost_w,27923.73364
Baseline,BRIDGE,w60,TotalCost_w,27995.58926
Baseline,BRIDGE,w61,TotalCost_w,27608.52534
Baseline,BRIDGE,w62,TotalCost_w,28186.56549
Baseline,BRIDGE,w63,TotalCost_w,27596.8951
Baseline,BRIDGE,w64,TotalCost_w,28813.78017
Baseline,BRIDGE,w65,TotalCost_w,27559.88408
Baseline,BRIDGE,w66,TotalCost_w,27425.75093
Baseline,BRIDGE,w67,TotalCost_w,27730.42137
Baseline,BRIDGE,w68,TotalCost_w,27666.50821
Baseline,BRIDGE,w69,TotalCost_w,27539.09914
Baseline,BRIDGE,w7,TotalCost_w,27671.30987
Baseline,BRIDGE,w70,TotalCost_w,28289.92298
Baseline,BRIDGE,w71,TotalCost_w,27955.69746
Baseline,BRIDGE,w72,TotalCost_w,27620.53613
Baseline,BRIDGE,w73,TotalCost_w,28511.05245
Baseline,BRIDGE,w74,TotalCost_w,27485.31405
Baseline,BRIDGE,w75,TotalCost_w,28052.83028
Baseline,BRIDGE,w76,TotalCost_w,28664.61886
Baseline,BRIDGE,w77,TotalCost_w,27633.93328
Baseline,BRIDGE,w78,TotalCost_w,27568.74041
Baseline,BRIDGE,w79,TotalCost_w,27855.01323
Baseline,BRIDGE,w8,TotalCost_w,27934.87283
Baseline,BRIDGE,w80,TotalCost_w,28276.5659
Baseline,BRIDGE,w81,TotalCost_w,27597.42445
Baseline,BRIDGE,w82,TotalCost_w,27938.50388
Baseline,BRIDGE,w83,TotalCost_w,27819.93991
Baseline,BRIDGE,w84,TotalCost_w,27547.12668
Baseline,BRIDGE,w85,TotalCost_w,27561.79696
Baseline,BRIDGE,w86,TotalCost_w,27820.09702
Baseline,BRIDGE,w87,TotalCost_w,27885.64077
Baseline,BRIDGE,w88,TotalCost_w,28175.45073
Baseline,BRIDGE,w89,TotalCost_w,28684.96857
Baseline,BRIDGE,w9,TotalCost_w,27874.87192
Baseline,BRIDGE,w90,TotalCost_w,28099.46948
Baseline,BRIDGE,w91,TotalCost_w,28320.52971
Baseline,BRIDGE,w92,TotalCost_w,28605.65362
Baseline,BRIDGE,w93,TotalCost_w,28144.25521
Baseline,BRIDGE,w94,TotalCost_w,27622.02434
Baseline,BRIDGE,w95,TotalCost_w,28277.13009
Baseline,BRIDGE,w96,TotalCost_w,28035.36127
Baseline,BRIDGE,w97,TotalCost_w,28382.00315
Baseline,BRIDGE,w98,TotalCost_w,28012.09579
Baseline,BRIDGE,w99,TotalCost_w,28779.47237
Baseline,NZT,w1,TotalCost_w,30125.07257
Baseline,NZT,w10,TotalCost_w,32529.06819
Baseline,NZT,w100,TotalCost_w,30622.64489
Baseline,NZT,w11,TotalCost_w,30265.6456
Baseline,NZT,w12,TotalCost_w,32010.274
Baseline,NZT,w13,TotalCost_w,33862.17467
Baseline,NZT,w14,TotalCost_w,30127.50563
Baseline,NZT,w15,TotalCost_w,30007.90584
Baseline,NZT,w16,TotalCost_w,33979.88101
Baseline,NZT,w17,TotalCost_w,30151.01196
Baseline,NZT,w18,TotalCost_w,30076.12033
Baseline,NZT,w19,TotalCost_w,30560.73559
Baseline,NZT,w2,TotalCost_w,30296.08217
Baseline,NZT,w20,TotalCost_w,31528.52414
Baseline,NZT,w21,TotalCost_w,32930.75553
Baseline,NZT,w22,TotalCost_w,30622.79863
Baseline,NZT,w23,TotalCost_w,30437.58571
Baseline,NZT,w24,TotalCost_w,30025.29972
Baseline,NZT,w25,TotalCost_w,30853.62157
Baseline,NZT,w26,TotalCost_w,31956.00463
Baseline,NZT,w27,TotalCost_w,32821.66984
Baseline,NZT,w28,TotalCost_w,30524.97704
Baseline,NZT,w29,TotalCost_w,32600.64035
Baseline,NZT,w3,TotalCost_w,30732.87499
Baseline,NZT,w30,TotalCost_w,30715.81348
Baseline,NZT,w31,TotalCost_w,31971.63372
Baseline,NZT,w32,TotalCost_w,32325.23199
Baseline,NZT,w33,TotalCost_w,30151.00806
Baseline,NZT,w34,TotalCost_w,30648.46521
Baseline,NZT,w35,TotalCost_w,32344.17758
Baseline,NZT,w36,TotalCost_w,33224.61457
Baseline,NZT,w37,TotalCost_w,32370.42221
Baseline,NZT,w38,TotalCost_w,33703.96268
Baseline,NZT,w39,TotalCost_w,29851.29881
Baseline,NZT,w4,TotalCost_w,32034.32382
Baseline,NZT,w40,TotalCost_w,30876.8851
Baseline,NZT,w41,TotalCost_w,30774.50354
Baseline,NZT,w42,TotalCost_w,30235.00037
Baseline,NZT,w43,TotalCost_w,33934.51118
Baseline,NZT,w44,TotalCost_w,30591.57976
Baseline,NZT,w45,TotalCost_w,30764.57962
Baseline,NZT,w46,TotalCost_w,30558.05371
Baseline,NZT,w47,TotalCost_w,29816.83382
Baseline,NZT,w48,TotalCost_w,31073.12596
Baseline,NZT,w49,TotalCost_w,30126.28758
Baseline,NZT,w5,TotalCost_w,31850.9965
Baseline,NZT,w50,TotalCost_w,30287.76696
Baseline,NZT,w51,TotalCost_w,33319.11025
Baseline,NZT,w52,TotalCost_w,32210.07601
Baseline,NZT,w53,TotalCost_w,32357.20605
Baseline,NZT,w54,TotalCost_w,30474.13817
Baseline,NZT,w55,TotalCost_w,33644.06977
Baseline,NZT,w56,TotalCost_w,30088.73201
Baseline,NZT,w57,TotalCost_w,34386.65982
Baseline,NZT,w58,TotalCost_w,32933.54084
Baseline,NZT,w59,TotalCost_w,30897.40916
Baseline,NZT,w6,TotalCost_w,32485.26374
Baseline,NZT,w60,TotalCost_w,30561.52021
Baseline,NZT,w61,TotalCost_w,30120.59896
Baseline,NZT,w62,TotalCost_w,30599.56167
Baseline,NZT,w63,TotalCost_w,29924.55456
Baseline,NZT,w64,TotalCost_w,30274.22815
Baseline,NZT,w65,TotalCost_w,32249.38246
Baseline,NZT,w66,TotalCost_w,30571.92841
Baseline,NZT,w67,TotalCost_w,31551.24837
Baseline,NZT,w68,TotalCost_w,32176.84249
Baseline,NZT,w69,TotalCost_w,30703.59375
Baseline,NZT,w7,TotalCost_w,30173.41756
Baseline,NZT,w70,TotalCost_w,32793.88202
Baseline,NZT,w71,TotalCost_w,30584.8184
Baseline,NZT,w72,TotalCost_w,32403.2024
Baseline,NZT,w73,TotalCost_w,30703.86993
Baseline,NZT,w74,TotalCost_w,30118.65628
Baseline,NZT,w75,TotalCost_w,31698.79869
Baseline,NZT,w76,TotalCost_w,30659.80621
Baseline,NZT,w77,TotalCost_w,31961.56796
Baseline,NZT,w78,TotalCost_w,30047.43908
Baseline,NZT,w79,TotalCost_w,30514.84336
Baseline,NZT,w8,TotalCost_w,32526.68508
Baseline,NZT,w80,TotalCost_w,31973.06185
Baseline,NZT,w81,TotalCost_w,32626.63062
Baseline,NZT,w82,TotalCost_w,30743.26175
Baseline,NZT,w83,TotalCost_w,30683.01145
Baseline,NZT,w84,TotalCost_w,30903.70793
Baseline,NZT,w85,TotalCost_w,30167.96892
Baseline,NZT,w86,TotalCost_w,30788.15334
Baseline,NZT,w87,TotalCost_w,30007.41693
Baseline,NZT,w88,TotalCost_w,30727.48677
Baseline,NZT,w89,TotalCost_w,31537.2245
Baseline,NZT,w9,TotalCost_w,31963.27852
Baseline,NZT,w90,TotalCost_w,31850.07505
Baseline,NZT,w91,TotalCost_w,30132.17278
Baseline,NZT,w92,TotalCost_w,30554.05451
Baseline,NZT,w93,TotalCost_w,29928.60295
Baseline,NZT,w94,TotalCost_w,30187.0433
Baseline,NZT,w95,TotalCost_w,30283.63391
Baseline,NZT,w96,TotalCost_w,32151.02554
Baseline,NZT,w97,TotalCost_w,32217.83295
Baseline,NZT,w98,TotalCost_w,31874.79282
Baseline,NZT,w99,TotalCost_w,29990.2142
Baseline,REF,w1,TotalCost_w,31084.74187
Baseline,REF,w10,TotalCost_w,32192.85913
Baseline,REF,w100,TotalCost_w,31073.91694
Baseline,REF,w11,TotalCost_w,60810.49556
Baseline,REF,w12,TotalCost_w,32511.36647
Baseline,REF,w13,TotalCost_w,30321.78785
Baseline,REF,w14,TotalCost_w,30676.85404
Baseline,REF,w15,TotalCost_w,31010.36861
Baseline,REF,w16,TotalCost_w,30496.98275
Baseline,REF,w17,TotalCost_w,30911.49976
Baseline,REF,w18,TotalCost_w,32294.57006
Baseline,REF,w19,TotalCost_w,30706.04754
Baseline,REF,w2,TotalCost_w,32617.48239
Baseline,REF,w20,TotalCost_w,31536.63475
Baseline,REF,w21,TotalCost_w,31204.00831
Baseline,REF,w22,TotalCost_w,31779.70881
Baseline,REF,w23,TotalCost_w,30734.25839
Baseline,REF,w24,TotalCost_w,30255.15982
Baseline,REF,w25,TotalCost_w,30540.10315
Baseline,REF,w26,TotalCost_w,31694.16362
Baseline,REF,w27,TotalCost_w,31931.0134
Baseline,REF,w28,TotalCost_w,31709.8491
Baseline,REF,w29,TotalCost_w,33671.99878
Baseline,REF,w3,TotalCost_w,30880.29736
Baseline,REF,w30,TotalCost_w,31484.41679
Baseline,REF,w31,TotalCost_w,30085.31325
Baseline,REF,w32,TotalCost_w,31261.45853
Baseline,REF,w33,TotalCost_w,31033.08578
Baseline,REF,w34,TotalCost_w,31230.55045
Baseline,REF,w35,TotalCost_w,32950.0797
Baseline,REF,w36,TotalCost_w,30763.33094
Baseline,REF,w37,TotalCost_w,30961.1608
Baseline,REF,w38,TotalCost_w,61987.42061
Baseline,REF,w39,TotalCost_w,30348.5707
Baseline,REF,w4,TotalCost_w,32490.82211
Baseline,REF,w40,TotalCost_w,30779.23769
Baseline,REF,w41,TotalCost_w,31446.07334
Baseline,REF,w42,TotalCost_w,31001.42995
Baseline,REF,w43,TotalCost_w,61879.82559
Baseline,REF,w44,TotalCost_w,31084.15759
Baseline,REF,w45,TotalCost_w,32244.56466
Baseline,REF,w46,TotalCost_w,32084.67047
Baseline,REF,w47,TotalCost_w,32247.75536
Baseline,REF,w48,TotalCost_w,31368.41472
Baseline,REF,w49,TotalCost_w,31545.96745
Baseline,REF,w5,TotalCost_w,31974.50785
Baseline,REF,w50,TotalCost_w,31547.24239
Baseline,REF,w51,TotalCost_w,32218.36008
Baseline,REF,w52,TotalCost_w,30906.84533
Baseline,REF,w53,TotalCost_w,30385.29676
Baseline,REF,w54,TotalCost_w,30943.26248
Baseline,REF,w55,TotalCost_w,30691.24035
Baseline,REF,w56,TotalCost_w,30190.85587
Baseline,REF,w57,TotalCost_w,31324.97311
Baseline,REF,w58,TotalCost_w,30872.16901
Baseline,REF,w59,TotalCost_w,30297.10489
Baseline,REF,w6,TotalCost_w,31717.80816
Baseline,REF,w60,TotalCost_w,60743.42939
Baseline,REF,w61,TotalCost_w,32969.41739
Baseline,REF,w62,TotalCost_w,30941.22643
Baseline,REF,w63,TotalCost_w,30416.61719
Baseline,REF,w64,TotalCost_w,32326.49866
Baseline,REF,w65,TotalCost_w,32331.51937
Baseline,REF,w66,TotalCost_w,30850.70145
Baseline,REF,w67,TotalCost_w,31770.02156
Baseline,REF,w68,TotalCost_w,30459.27274
Baseline,REF,w69,TotalCost_w,31042.31185
Baseline,REF,w7,TotalCost_w,31087.74378
Baseline,REF,w70,TotalCost_w,30175.61384
Baseline,REF,w71,TotalCost_w,30721.09174
Baseline,REF,w72,TotalCost_w,31722.98389
Baseline,REF,w73,TotalCost_w,31916.07415
Baseline,REF,w74,TotalCost_w,31704.68824
Baseline,REF,w75,TotalCost_w,30481.91248
Baseline,REF,w76,TotalCost_w,51596.08473
Baseline,REF,w77,TotalCost_w,30348.54092
Baseline,REF,w78,TotalCost_w,31181.7739
Baseline,REF,w79,TotalCost_w,33117.8244
Baseline,REF,w8,TotalCost_w,32106.35775
Baseline,REF,w80,TotalCost_w,30684.63469
Baseline,REF,w81,TotalCost_w,30753.99905
Baseline,REF,w82,TotalCost_w,31363.84434
Baseline,REF,w83,TotalCost_w,31306.68492
Baseline,REF,w84,TotalCost_w,30188.64458
Baseline,REF,w85,TotalCost_w,61401.28986
Baseline,REF,w86,TotalCost_w,30367.8463
Baseline,REF,w87,TotalCost_w,30577.46984
Baseline,REF,w88,TotalCost_w,32395.7424
Baseline,REF,w89,TotalCost_w,30688.82648
Baseline,REF,w9,TotalCost_w,33240.4819
Baseline,REF,w90,TotalCost_w,31309.67378
Baseline,REF,w91,TotalCost_w,30291.43886
Baseline,REF,w92,TotalCost_w,31156.07794
Baseline,REF,w93,TotalCost_w,31943.13434
Baseline,REF,w94,TotalCost_w,32544.12434
Baseline,REF,w95,TotalCost_w,31647.88028
Baseline,REF,w96,TotalCost_w,30529.99644
Baseline,REF,w97,TotalCost_w,30371.36669
Baseline,REF,w98,TotalCost_w,30197.66935
Baseline,REF,w99,TotalCost_w,31047.01493
Baseline,BRIDGE,w1,OpCostGen,5001.377771
Baseline,BRIDGE,w10,OpCostGen,4247.410196
Baseline,BRIDGE,w100,OpCostGen,5399.274514
Baseline,BRIDGE,w11,OpCostGen,4100.875331
Baseline,BRIDGE,w12,OpCostGen,3995.92998
Baseline,BRIDGE,w13,OpCostGen,3880.012622
Baseline,BRIDGE,w14,OpCostGen,5317.605159
Baseline,BRIDGE,w15,OpCostGen,4816.972515
Baseline,BRIDGE,w16,OpCostGen,4112.647129
Baseline,BRIDGE,w17,OpCostGen,4891.425436
Baseline,BRIDGE,w18,OpCostGen,4362.192534
Baseline,BRIDGE,w19,OpCostGen,4832.244787
Baseline,BRIDGE,w2,OpCostGen,4114.988559
Baseline,BRIDGE,w20,OpCostGen,3874.605685
Baseline,BRIDGE,w21,OpCostGen,4207.222364
Baseline,BRIDGE,w22,OpCostGen,3839.884234
Baseline,BRIDGE,w23,OpCostGen,4153.064276
Baseline,BRIDGE,w24,OpCostGen,3885.795699
Baseline,BRIDGE,w25,OpCostGen,4855.226285
Baseline,BRIDGE,w26,OpCostGen,4419.634515
Baseline,BRIDGE,w27,OpCostGen,3888.443358
Baseline,BRIDGE,w28,OpCostGen,4647.996978
Baseline,BRIDGE,w29,OpCostGen,4206.185706
Baseline,BRIDGE,w3,OpCostGen,5497.434531
Baseline,BRIDGE,w30,OpCostGen,3799.763625
Baseline,BRIDGE,w31,OpCostGen,3980.520284
Baseline,BRIDGE,w32,OpCostGen,4172.267528
Baseline,BRIDGE,w33,OpCostGen,4731.911535
Baseline,BRIDGE,w34,OpCostGen,4354.66572
Baseline,BRIDGE,w35,OpCostGen,4885.179414
Baseline,BRIDGE,w36,OpCostGen,3973.476912
Baseline,BRIDGE,w37,OpCostGen,4040.499641
Baseline,BRIDGE,w38,OpCostGen,3819.681662
Baseline,BRIDGE,w39,OpCostGen,4330.08834
Baseline,BRIDGE,w4,OpCostGen,3833.29156
Baseline,BRIDGE,w40,OpCostGen,4000.344301
Baseline,BRIDGE,w41,OpCostGen,4756.384842
Baseline,BRIDGE,w42,OpCostGen,4114.457562
Baseline,BRIDGE,w43,OpCostGen,4299.168875
Baseline,BRIDGE,w44,OpCostGen,5042.663738
Baseline,BRIDGE,w45,OpCostGen,4751.582283
Baseline,BRIDGE,w46,OpCostGen,3973.246497
Baseline,BRIDGE,w47,OpCostGen,4081.156728
Baseline,BRIDGE,w48,OpCostGen,4129.074998
Baseline,BRIDGE,w49,OpCostGen,4762.782418
Baseline,BRIDGE,w5,OpCostGen,3958.147403
Baseline,BRIDGE,w50,OpCostGen,4630.479929
Baseline,BRIDGE,w51,OpCostGen,4931.858174
Baseline,BRIDGE,w52,OpCostGen,4806.818035
Baseline,BRIDGE,w53,OpCostGen,3862.476046
Baseline,BRIDGE,w54,OpCostGen,3760.309637
Baseline,BRIDGE,w55,OpCostGen,3692.50893
Baseline,BRIDGE,w56,OpCostGen,4119.938658
Baseline,BRIDGE,w57,OpCostGen,4131.669154
Baseline,BRIDGE,w58,OpCostGen,4027.739395
Baseline,BRIDGE,w59,OpCostGen,4066.79008
Baseline,BRIDGE,w6,OpCostGen,5212.679147
Baseline,BRIDGE,w60,OpCostGen,4170.396317
Baseline,BRIDGE,w61,OpCostGen,4947.996815
Baseline,BRIDGE,w62,OpCostGen,4469.996039
Baseline,BRIDGE,w63,OpCostGen,4829.114023
Baseline,BRIDGE,w64,OpCostGen,3873.952693
Baseline,BRIDGE,w65,OpCostGen,4999.129656
Baseline,BRIDGE,w66,OpCostGen,4723.699853
Baseline,BRIDGE,w67,OpCostGen,5334.457954
Baseline,BRIDGE,w68,OpCostGen,4837.841703
Baseline,BRIDGE,w69,OpCostGen,4896.613812
Baseline,BRIDGE,w7,OpCostGen,4505.025522
Baseline,BRIDGE,w70,OpCostGen,4268.347734
Baseline,BRIDGE,w71,OpCostGen,4297.375398
Baseline,BRIDGE,w72,OpCostGen,4817.298928
Baseline,BRIDGE,w73,OpCostGen,4116.757135
Baseline,BRIDGE,w74,OpCostGen,4683.782536
Baseline,BRIDGE,w75,OpCostGen,4756.004195
Baseline,BRIDGE,w76,OpCostGen,3923.090051
Baseline,BRIDGE,w77,OpCostGen,4789.450965
Baseline,BRIDGE,w78,OpCostGen,4918.646648
Baseline,BRIDGE,w79,OpCostGen,4813.223163
Baseline,BRIDGE,w8,OpCostGen,4888.502176
Baseline,BRIDGE,w80,OpCostGen,4179.986522
Baseline,BRIDGE,w81,OpCostGen,4853.563209
Baseline,BRIDGE,w82,OpCostGen,4548.16604
Baseline,BRIDGE,w83,OpCostGen,4599.231647
Baseline,BRIDGE,w84,OpCostGen,4710.713554
Baseline,BRIDGE,w85,OpCostGen,4605.68341
Baseline,BRIDGE,w86,OpCostGen,5306.883778
Baseline,BRIDGE,w87,OpCostGen,4564.728163
Baseline,BRIDGE,w88,OpCostGen,4204.36383
Baseline,BRIDGE,w89,OpCostGen,4178.620163
Baseline,BRIDGE,w9,OpCostGen,4526.517066
Baseline,BRIDGE,w90,OpCostGen,4288.193206
Baseline,BRIDGE,w91,OpCostGen,3990.654593
Baseline,BRIDGE,w92,OpCostGen,3951.847211
Baseline,BRIDGE,w93,OpCostGen,4240.226326
Baseline,BRIDGE,w94,OpCostGen,4545.715371
Baseline,BRIDGE,w95,OpCostGen,4313.654134
Baseline,BRIDGE,w96,OpCostGen,4225.445628
Baseline,BRIDGE,w97,OpCostGen,3934.177642
Baseline,BRIDGE,w98,OpCostGen,4126.415059
Baseline,BRIDGE,w99,OpCostGen,3819.662292
Baseline,NZT,w1,OpCostGen,3193.694168
Baseline,NZT,w10,OpCostGen,2860.310088
Baseline,NZT,w100,OpCostGen,2983.627495
Baseline,NZT,w11,OpCostGen,3024.568723
Baseline,NZT,w12,OpCostGen,2610.056781
Baseline,NZT,w13,OpCostGen,2588.135271
Baseline,NZT,w14,OpCostGen,3006.333802
Baseline,NZT,w15,OpCostGen,3191.704304
Baseline,NZT,w16,OpCostGen,2577.755989
Baseline,NZT,w17,OpCostGen,3101.619666
Baseline,NZT,w18,OpCostGen,3105.312967
Baseline,NZT,w19,OpCostGen,2774.310489
Baseline,NZT,w2,OpCostGen,3205.736967
Baseline,NZT,w20,OpCostGen,2662.388828
Baseline,NZT,w21,OpCostGen,2651.962037
Baseline,NZT,w22,OpCostGen,2912.309815
Baseline,NZT,w23,OpCostGen,2713.570449
Baseline,NZT,w24,OpCostGen,3285.228239
Baseline,NZT,w25,OpCostGen,4259.89901
Baseline,NZT,w26,OpCostGen,2695.299464
Baseline,NZT,w27,OpCostGen,2631.400859
Baseline,NZT,w28,OpCostGen,2741.666635
Baseline,NZT,w29,OpCostGen,2635.45992
Baseline,NZT,w3,OpCostGen,2898.6465
Baseline,NZT,w30,OpCostGen,2920.721748
Baseline,NZT,w31,OpCostGen,2946.059609
Baseline,NZT,w32,OpCostGen,2971.871965
Baseline,NZT,w33,OpCostGen,3015.128792
Baseline,NZT,w34,OpCostGen,2783.779591
Baseline,NZT,w35,OpCostGen,2792.203991
Baseline,NZT,w36,OpCostGen,2598.53761
Baseline,NZT,w37,OpCostGen,2824.309992
Baseline,NZT,w38,OpCostGen,2616.7834
Baseline,NZT,w39,OpCostGen,3126.005661
Baseline,NZT,w4,OpCostGen,2689.692747
Baseline,NZT,w40,OpCostGen,3035.689952
Baseline,NZT,w41,OpCostGen,2678.95346
Baseline,NZT,w42,OpCostGen,3113.33589
Baseline,NZT,w43,OpCostGen,2589.563409
Baseline,NZT,w44,OpCostGen,2936.747995
Baseline,NZT,w45,OpCostGen,2860.938114
Baseline,NZT,w46,OpCostGen,2952.128071
Baseline,NZT,w47,OpCostGen,3078.817099
Baseline,NZT,w48,OpCostGen,2722.713968
Baseline,NZT,w49,OpCostGen,3242.237605
Baseline,NZT,w5,OpCostGen,2812.537606
Baseline,NZT,w50,OpCostGen,3044.516485
Baseline,NZT,w51,OpCostGen,2665.958129
Baseline,NZT,w52,OpCostGen,2630.66144
Baseline,NZT,w53,OpCostGen,2787.053491
Baseline,NZT,w54,OpCostGen,3052.079661
Baseline,NZT,w55,OpCostGen,2683.621756
Baseline,NZT,w56,OpCostGen,2918.897187
Baseline,NZT,w57,OpCostGen,2646.095136
Baseline,NZT,w58,OpCostGen,2668.177154
Baseline,NZT,w59,OpCostGen,2872.011468
Baseline,NZT,w6,OpCostGen,2456.250685
Baseline,NZT,w60,OpCostGen,2940.805971
Baseline,NZT,w61,OpCostGen,2929.11496
Baseline,NZT,w62,OpCostGen,2894.468282
Baseline,NZT,w63,OpCostGen,3031.397549
Baseline,NZT,w64,OpCostGen,3271.745458
Baseline,NZT,w65,OpCostGen,2745.70442
Baseline,NZT,w66,OpCostGen,2940.457636
Baseline,NZT,w67,OpCostGen,2861.789176
Baseline,NZT,w68,OpCostGen,2978.961115
Baseline,NZT,w69,OpCostGen,3040.63032
Baseline,NZT,w7,OpCostGen,3679.024287
Baseline,NZT,w70,OpCostGen,2739.600282
Baseline,NZT,w71,OpCostGen,3017.479087
Baseline,NZT,w72,OpCostGen,2603.659744
Baseline,NZT,w73,OpCostGen,3088.228341
Baseline,NZT,w74,OpCostGen,3203.124727
Baseline,NZT,w75,OpCostGen,2792.632944
Baseline,NZT,w76,OpCostGen,3089.103553
Baseline,NZT,w77,OpCostGen,2653.04325
Baseline,NZT,w78,OpCostGen,3054.57261
Baseline,NZT,w79,OpCostGen,3048.954846
Baseline,NZT,w8,OpCostGen,2587.986337
Baseline,NZT,w80,OpCostGen,2797.102197
Baseline,NZT,w81,OpCostGen,2754.82305
Baseline,NZT,w82,OpCostGen,3039.247186
Baseline,NZT,w83,OpCostGen,2783.006871
Baseline,NZT,w84,OpCostGen,3101.479401
Baseline,NZT,w85,OpCostGen,2945.658922
Baseline,NZT,w86,OpCostGen,3157.082661
Baseline,NZT,w87,OpCostGen,3139.692355
Baseline,NZT,w88,OpCostGen,2803.514773
Baseline,NZT,w89,OpCostGen,2717.597395
Baseline,NZT,w9,OpCostGen,2806.613843
Baseline,NZT,w90,OpCostGen,2748.537113
Baseline,NZT,w91,OpCostGen,2835.735563
Baseline,NZT,w92,OpCostGen,2763.75941
Baseline,NZT,w93,OpCostGen,3057.1177
Baseline,NZT,w94,OpCostGen,2970.275771
Baseline,NZT,w95,OpCostGen,3084.403238
Baseline,NZT,w96,OpCostGen,2734.726227
Baseline,NZT,w97,OpCostGen,2675.474554
Baseline,NZT,w98,OpCostGen,2882.601721
Baseline,NZT,w99,OpCostGen,3095.330483
Baseline,REF,w1,OpCostGen,7998.191599
Baseline,REF,w10,OpCostGen,8188.970908
Baseline,REF,w100,OpCostGen,7923.804039
Baseline,REF,w11,OpCostGen,7185.97401
Baseline,REF,w12,OpCostGen,8372.644035
Baseline,REF,w13,OpCostGen,7315.500594
Baseline,REF,w14,OpCostGen,7733.932179
Baseline,REF,w15,OpCostGen,8018.341974
Baseline,REF,w16,OpCostGen,6940.23447
Baseline,REF,w17,OpCostGen,8090.18708
Baseline,REF,w18,OpCostGen,7776.251188
Baseline,REF,w19,OpCostGen,7756.349503
Baseline,REF,w2,OpCostGen,8596.716327
Baseline,REF,w20,OpCostGen,8865.14335
Baseline,REF,w21,OpCostGen,9014.849819
Baseline,REF,w22,OpCostGen,7929.03247
Baseline,REF,w23,OpCostGen,7951.434745
Baseline,REF,w24,OpCostGen,7595.460778
Baseline,REF,w25,OpCostGen,7473.224499
Baseline,REF,w26,OpCostGen,8373.061814
Baseline,REF,w27,OpCostGen,7526.935771
Baseline,REF,w28,OpCostGen,8539.97257
Baseline,REF,w29,OpCostGen,8279.855912
Baseline,REF,w3,OpCostGen,7856.234881
Baseline,REF,w30,OpCostGen,6778.506285
Baseline,REF,w31,OpCostGen,7252.361947
Baseline,REF,w32,OpCostGen,8063.422552
Baseline,REF,w33,OpCostGen,7518.277485
