Hydrology,Scenario,w,Component,MUSD
Baseline,NZT,w81,ReserveCosts,48.86032702
Baseline,NZT,w82,ReserveCosts,52.15368531
Baseline,NZT,w83,ReserveCosts,52.99000716
Baseline,NZT,w84,ReserveCosts,52.20232009
Baseline,NZT,w85,ReserveCosts,52.64544933
Baseline,NZT,w86,ReserveCosts,53.04184184
Baseline,NZT,w87,ReserveCosts,52.09850895
Baseline,NZT,w88,ReserveCosts,47.44964627
Baseline,NZT,w89,ReserveCosts,49.72231487
Baseline,NZT,w9,ReserveCosts,49.05241489
Baseline,NZT,w90,ReserveCosts,49.28971254
Baseline,NZT,w91,ReserveCosts,52.0956726
Baseline,NZT,w92,ReserveCosts,50.41105819
Baseline,NZT,w93,ReserveCosts,51.85624442
Baseline,NZT,w94,ReserveCosts,52.00214291
Baseline,NZT,w95,ReserveCosts,52.24214717
Baseline,NZT,w96,ReserveCosts,47.37214595
Baseline,NZT,w97,ReserveCosts,46.94979522
Baseline,NZT,w98,ReserveCosts,48.5025049
Baseline,NZT,w99,ReserveCosts,51.89665014
Baseline,REF,w1,ReserveCosts,44.26252013
Baseline,REF,w10,ReserveCosts,29.36603798
Baseline,REF,w100,ReserveCosts,38.45357475
Baseline,REF,w11,ReserveCosts,30.55933858
Baseline,REF,w12,ReserveCosts,33.96691385
Baseline,REF,w13,ReserveCosts,45.34575559
Baseline,REF,w14,ReserveCosts,47.6699185
Baseline,REF,w15,ReserveCosts,37.23692943
Baseline,REF,w16,ReserveCosts,43.01134388
Baseline,REF,w17,ReserveCosts,42.29378826
Baseline,REF,w18,ReserveCosts,25.48185439
Baseline,REF,w19,ReserveCosts,39.2997087
Baseline,REF,w2,ReserveCosts,29.05210943
Baseline,REF,w20,ReserveCosts,37.25634023
Baseline,REF,w21,ReserveCosts,38.55638301
Baseline,REF,w22,ReserveCosts,33.84381653
Baseline,REF,w23,ReserveCosts,41.66294602
Baseline,REF,w24,ReserveCosts,46.15821874
Baseline,REF,w25,ReserveCosts,43.61936664
Baseline,REF,w26,ReserveCosts,37.66937215
Baseline,REF,w27,ReserveCosts,39.92511999
Baseline,REF,w28,ReserveCosts,36.05007503
Baseline,REF,w29,ReserveCosts,29.68564496
Baseline,REF,w3,ReserveCosts,41.49089384
Baseline,REF,w30,ReserveCosts,46.44538715
Baseline,REF,w31,ReserveCosts,45.5889938
Baseline,REF,w32,ReserveCosts,41.55790204
Baseline,REF,w33,ReserveCosts,36.92386886
Baseline,REF,w34,ReserveCosts,38.76044712
Baseline,REF,w35,ReserveCosts,26.80949103
Baseline,REF,w36,ReserveCosts,46.72953154
Baseline,REF,w37,ReserveCosts,41.33644077
Baseline,REF,w38,ReserveCosts,30.15200727
Baseline,REF,w39,ReserveCosts,45.95680834
Baseline,REF,w4,ReserveCosts,38.5780828
Baseline,REF,w40,ReserveCosts,44.61826765
Baseline,REF,w41,ReserveCosts,35.0060722
Baseline,REF,w42,ReserveCosts,39.81439331
Baseline,REF,w43,ReserveCosts,30.24991074
Baseline,REF,w44,ReserveCosts,41.97750341
Baseline,REF,w45,ReserveCosts,32.22206457
Baseline,REF,w46,ReserveCosts,38.51423275
Baseline,REF,w47,ReserveCosts,39.48544953
Baseline,REF,w48,ReserveCosts,46.11956526
Baseline,REF,w49,ReserveCosts,33.95216829
Baseline,REF,w5,ReserveCosts,32.06420522
Baseline,REF,w50,ReserveCosts,39.26313833
Baseline,REF,w51,ReserveCosts,36.90400869
Baseline,REF,w52,ReserveCosts,36.48447811
Baseline,REF,w53,ReserveCosts,46.46977151
Baseline,REF,w54,ReserveCosts,39.72134942
Baseline,REF,w55,ReserveCosts,47.35238641
Baseline,REF,w56,ReserveCosts,43.0892835
Baseline,REF,w57,ReserveCosts,38.05376198
Baseline,REF,w58,ReserveCosts,38.49136995
Baseline,REF,w59,ReserveCosts,46.88018824
Baseline,REF,w6,ReserveCosts,40.06249824
Baseline,REF,w60,ReserveCosts,30.2792241
Baseline,REF,w61,ReserveCosts,27.3526853
Baseline,REF,w62,ReserveCosts,41.88441786
Baseline,REF,w63,ReserveCosts,45.80610066
Baseline,REF,w64,ReserveCosts,32.96835721
Baseline,REF,w65,ReserveCosts,28.93174645
Baseline,REF,w66,ReserveCosts,43.90538024
Baseline,REF,w67,ReserveCosts,37.44240929
Baseline,REF,w68,ReserveCosts,44.58502866
Baseline,REF,w69,ReserveCosts,40.78132569
Baseline,REF,w7,ReserveCosts,35.63938112
Baseline,REF,w70,ReserveCosts,46.74326671
Baseline,REF,w71,ReserveCosts,44.4377259
Baseline,REF,w72,ReserveCosts,37.37615406
Baseline,REF,w73,ReserveCosts,33.05348494
Baseline,REF,w74,ReserveCosts,43.30878212
Baseline,REF,w75,ReserveCosts,47.52653067
Baseline,REF,w76,ReserveCosts,34.70661865
Baseline,REF,w77,ReserveCosts,41.77715982
Baseline,REF,w78,ReserveCosts,40.11510046
Baseline,REF,w79,ReserveCosts,31.81966224
Baseline,REF,w8,ReserveCosts,43.84892089
Baseline,REF,w80,ReserveCosts,44.41806439
Baseline,REF,w81,ReserveCosts,36.24808563
Baseline,REF,w82,ReserveCosts,44.7084397
Baseline,REF,w83,ReserveCosts,40.31318614
Baseline,REF,w84,ReserveCosts,45.89453099
Baseline,REF,w85,ReserveCosts,30.01267443
Baseline,REF,w86,ReserveCosts,47.69222177
Baseline,REF,w87,ReserveCosts,44.97815608
Baseline,REF,w88,ReserveCosts,36.06239423
Baseline,REF,w89,ReserveCosts,37.88675323
Baseline,REF,w9,ReserveCosts,25.75585381
Baseline,REF,w90,ReserveCosts,33.55119904
Baseline,REF,w91,ReserveCosts,45.57488112
Baseline,REF,w92,ReserveCosts,34.69737393
Baseline,REF,w93,ReserveCosts,32.27673286
Baseline,REF,w94,ReserveCosts,30.19574711
Baseline,REF,w95,ReserveCosts,38.49033171
Baseline,REF,w96,ReserveCosts,40.20307972
Baseline,REF,w97,ReserveCosts,44.08528276
Baseline,REF,w98,ReserveCosts,46.50531075
Baseline,REF,w99,ReserveCosts,36.67425773
Baseline,BRIDGE,w1,CurtailedCosts,0
Baseline,BRIDGE,w10,CurtailedCosts,0
Baseline,BRIDGE,w100,CurtailedCosts,0
Baseline,BRIDGE,w11,CurtailedCosts,0
Baseline,BRIDGE,w12,CurtailedCosts,0
Baseline,BRIDGE,w13,CurtailedCosts,0
Baseline,BRIDGE,w14,CurtailedCosts,0
Baseline,BRIDGE,w15,CurtailedCosts,0
Baseline,BRIDGE,w16,CurtailedCosts,0
Baseline,BRIDGE,w17,CurtailedCosts,0
Baseline,BRIDGE,w18,CurtailedCosts,0
Baseline,BRIDGE,w19,CurtailedCosts,0
Baseline,BRIDGE,w2,CurtailedCosts,15.5364868
Baseline,BRIDGE,w20,CurtailedCosts,0
Baseline,BRIDGE,w21,CurtailedCosts,0
Baseline,BRIDGE,w22,CurtailedCosts,0
Baseline,BRIDGE,w23,CurtailedCosts,0
Baseline,BRIDGE,w24,CurtailedCosts,0
Baseline,BRIDGE,w25,CurtailedCosts,0
Baseline,BRIDGE,w26,CurtailedCosts,0
Baseline,BRIDGE,w27,CurtailedCosts,0
Baseline,BRIDGE,w28,CurtailedCosts,0
Baseline,BRIDGE,w29,CurtailedCosts,0
Baseline,BRIDGE,w3,CurtailedCosts,0
Baseline,BRIDGE,w30,CurtailedCosts,0
Baseline,BRIDGE,w31,CurtailedCosts,0
Baseline,BRIDGE,w32,CurtailedCosts,0
Baseline,BRIDGE,w33,CurtailedCosts,0
Baseline,BRIDGE,w34,CurtailedCosts,0
Baseline,BRIDGE,w35,CurtailedCosts,0
Baseline,BRIDGE,w36,CurtailedCosts,0
Baseline,BRIDGE,w37,CurtailedCosts,0
Baseline,BRIDGE,w38,CurtailedCosts,0
Baseline,BRIDGE,w39,CurtailedCosts,0
Baseline,BRIDGE,w4,CurtailedCosts,0
Baseline,BRIDGE,w40,CurtailedCosts,0
Baseline,BRIDGE,w41,CurtailedCosts,0
Baseline,BRIDGE,w42,CurtailedCosts,0
Baseline,BRIDGE,w43,CurtailedCosts,0
Baseline,BRIDGE,w44,CurtailedCosts,0
Baseline,BRIDGE,w45,CurtailedCosts,0
Baseline,BRIDGE,w46,CurtailedCosts,0
Baseline,BRIDGE,w47,CurtailedCosts,0
Baseline,BRIDGE,w48,CurtailedCosts,0
Baseline,BRIDGE,w49,CurtailedCosts,0
Baseline,BRIDGE,w5,CurtailedCosts,0
Baseline,BRIDGE,w50,CurtailedCosts,0
Baseline,BRIDGE,w51,CurtailedCosts,0
Baseline,BRIDGE,w52,CurtailedCosts,0
Baseline,BRIDGE,w53,CurtailedCosts,0
Baseline,BRIDGE,w54,CurtailedCosts,0
Baseline,BRIDGE,w55,CurtailedCosts,0
Baseline,BRIDGE,w56,CurtailedCosts,0
Baseline,BRIDGE,w57,CurtailedCosts,0
Baseline,BRIDGE,w58,CurtailedCosts,0
Baseline,BRIDGE,w59,CurtailedCosts,0
Baseline,BRIDGE,w6,CurtailedCosts,0
Baseline,BRIDGE,w60,CurtailedCosts,0
Baseline,BRIDGE,w61,CurtailedCosts,0
Baseline,BRIDGE,w62,CurtailedCosts,0
Baseline,BRIDGE,w63,CurtailedCosts,0
Baseline,BRIDGE,w64,CurtailedCosts,0
Baseline,BRIDGE,w65,CurtailedCosts,0
Baseline,BRIDGE,w66,CurtailedCosts,0
Baseline,BRIDGE,w67,CurtailedCosts,0
Baseline,BRIDGE,w68,CurtailedCosts,0
Baseline,BRIDGE,w69,CurtailedCosts,0
Baseline,BRIDGE,w7,CurtailedCosts,0
Baseline,BRIDGE,w70,CurtailedCosts,0
Baseline,BRIDGE,w71,CurtailedCosts,0
Baseline,BRIDGE,w72,CurtailedCosts,0
Baseline,BRIDGE,w73,CurtailedCosts,0
Baseline,BRIDGE,w74,CurtailedCosts,0
Baseline,BRIDGE,w75,CurtailedCosts,0
Baseline,BRIDGE,w76,CurtailedCosts,0
Baseline,BRIDGE,w77,CurtailedCosts,0
Baseline,BRIDGE,w78,CurtailedCosts,0
Baseline,BRIDGE,w79,CurtailedCosts,0
Baseline,BRIDGE,w8,CurtailedCosts,0
Baseline,BRIDGE,w80,CurtailedCosts,0
Baseline,BRIDGE,w81,CurtailedCosts,0
Baseline,BRIDGE,w82,CurtailedCosts,9.912054367
Baseline,BRIDGE,w83,CurtailedCosts,0
Baseline,BRIDGE,w84,CurtailedCosts,0
Baseline,BRIDGE,w85,CurtailedCosts,0
Baseline,BRIDGE,w86,CurtailedCosts,38.15399053
Baseline,BRIDGE,w87,CurtailedCosts,0
Baseline,BRIDGE,w88,CurtailedCosts,0
Baseline,BRIDGE,w89,CurtailedCosts,0
Baseline,BRIDGE,w9,CurtailedCosts,0
Baseline,BRIDGE,w90,CurtailedCosts,0
Baseline,BRIDGE,w91,CurtailedCosts,0
Baseline,BRIDGE,w92,CurtailedCosts,0
Baseline,BRIDGE,w93,CurtailedCosts,0
Baseline,BRIDGE,w94,CurtailedCosts,0
Baseline,BRIDGE,w95,CurtailedCosts,0
Baseline,BRIDGE,w96,CurtailedCosts,0
Baseline,BRIDGE,w97,CurtailedCosts,0
Baseline,BRIDGE,w98,CurtailedCosts,0
Baseline,BRIDGE,w99,CurtailedCosts,0
Baseline,NZT,w1,CurtailedCosts,0
Baseline,NZT,w10,CurtailedCosts,0
Baseline,NZT,w100,CurtailedCosts,0
Baseline,NZT,w11,CurtailedCosts,0
Baseline,NZT,w12,CurtailedCosts,0
Baseline,NZT,w13,CurtailedCosts,0
Baseline,NZT,w14,CurtailedCosts,0
Baseline,NZT,w15,CurtailedCosts,0
Baseline,NZT,w16,CurtailedCosts,0
Baseline,NZT,w17,CurtailedCosts,0
Baseline,NZT,w18,CurtailedCosts,0
Baseline,NZT,w19,CurtailedCosts,0
Baseline,NZT,w2,CurtailedCosts,0
Baseline,NZT,w20,CurtailedCosts,0
Baseline,NZT,w21,CurtailedCosts,0
Baseline,NZT,w22,CurtailedCosts,0
Baseline,NZT,w23,CurtailedCosts,0
Baseline,NZT,w24,CurtailedCosts,0
Baseline,NZT,w25,CurtailedCosts,0
Baseline,NZT,w26,CurtailedCosts,0
Baseline,NZT,w27,CurtailedCosts,0
Baseline,NZT,w28,CurtailedCosts,0
Baseline,NZT,w29,CurtailedCosts,0
Baseline,NZT,w3,CurtailedCosts,0
Baseline,NZT,w30,CurtailedCosts,0
Baseline,NZT,w31,CurtailedCosts,0
Baseline,NZT,w32,CurtailedCosts,0
Baseline,NZT,w33,CurtailedCosts,0
Baseline,NZT,w34,CurtailedCosts,0
Baseline,NZT,w35,CurtailedCosts,0
Baseline,NZT,w36,CurtailedCosts,0
Baseline,NZT,w37,CurtailedCosts,0
Baseline,NZT,w38,CurtailedCosts,0
Baseline,NZT,w39,CurtailedCosts,0
Baseline,NZT,w4,CurtailedCosts,0
Baseline,NZT,w40,CurtailedCosts,0
Baseline,NZT,w41,CurtailedCosts,0
Baseline,NZT,w42,CurtailedCosts,0
Baseline,NZT,w43,CurtailedCosts,0
Baseline,NZT,w44,CurtailedCosts,0
Baseline,NZT,w45,CurtailedCosts,0
Baseline,NZT,w46,CurtailedCosts,0
Baseline,NZT,w47,CurtailedCosts,0
Baseline,NZT,w48,CurtailedCosts,0
Baseline,NZT,w49,CurtailedCosts,0
Baseline,NZT,w5,CurtailedCosts,0
Baseline,NZT,w50,CurtailedCosts,0
Baseline,NZT,w51,CurtailedCosts,0
Baseline,NZT,w52,CurtailedCosts,0
Baseline,NZT,w53,CurtailedCosts,0
Baseline,NZT,w54,CurtailedCosts,0
Baseline,NZT,w55,CurtailedCosts,0
Baseline,NZT,w56,CurtailedCosts,0
Baseline,NZT,w57,CurtailedCosts,0
Baseline,NZT,w58,CurtailedCosts,0
Baseline,NZT,w59,CurtailedCosts,0
Baseline,NZT,w6,CurtailedCosts,0
Baseline,NZT,w60,CurtailedCosts,0
Baseline,NZT,w61,CurtailedCosts,0
Baseline,NZT,w62,CurtailedCosts,0
Baseline,NZT,w63,CurtailedCosts,0
Baseline,NZT,w64,CurtailedCosts,0
Baseline,NZT,w65,CurtailedCosts,0
Baseline,NZT,w66,CurtailedCosts,0
Baseline,NZT,w67,CurtailedCosts,0
Baseline,NZT,w68,CurtailedCosts,0
Baseline,NZT,w69,CurtailedCosts,0
Baseline,NZT,w7,CurtailedCosts,0
Baseline,NZT,w70,CurtailedCosts,0
Baseline,NZT,w71,CurtailedCosts,0
Baseline,NZT,w72,CurtailedCosts,0
Baseline,NZT,w73,CurtailedCosts,0
Baseline,NZT,w74,CurtailedCosts,0
Baseline,NZT,w75,CurtailedCosts,0
Baseline,NZT,w76,CurtailedCosts,0
Baseline,NZT,w77,CurtailedCosts,0
Baseline,NZT,w78,CurtailedCosts,0
Baseline,NZT,w79,CurtailedCosts,0
Baseline,NZT,w8,CurtailedCosts,0
Baseline,NZT,w80,CurtailedCosts,0
Baseline,NZT,w81,CurtailedCosts,0
Baseline,NZT,w82,CurtailedCosts,0
Baseline,NZT,w83,CurtailedCosts,0
Baseline,NZT,w84,CurtailedCosts,0
Baseline,NZT,w85,CurtailedCosts,0
Baseline,NZT,w86,CurtailedCosts,0
Baseline,NZT,w87,CurtailedCosts,0
Baseline,NZT,w88,CurtailedCosts,0
Baseline,NZT,w89,CurtailedCosts,0
Baseline,NZT,w9,CurtailedCosts,0
Baseline,NZT,w90,CurtailedCosts,0
Baseline,NZT,w91,CurtailedCosts,0
Baseline,NZT,w92,CurtailedCosts,0
Baseline,NZT,w93,CurtailedCosts,0
Baseline,NZT,w94,CurtailedCosts,0
Baseline,NZT,w95,CurtailedCosts,0
Baseline,NZT,w96,CurtailedCosts,0
Baseline,NZT,w97,CurtailedCosts,0
Baseline,NZT,w98,CurtailedCosts,0
Baseline,NZT,w99,CurtailedCosts,0
Baseline,REF,w1,CurtailedCosts,0
Baseline,REF,w10,CurtailedCosts,0
Baseline,REF,w100,CurtailedCosts,0
Baseline,REF,w11,CurtailedCosts,0
Baseline,REF,w12,CurtailedCosts,217.6716527
Baseline,REF,w13,CurtailedCosts,0
Baseline,REF,w14,CurtailedCosts,0
Baseline,REF,w15,CurtailedCosts,0
Baseline,REF,w16,CurtailedCosts,0
Baseline,REF,w17,CurtailedCosts,0
Baseline,REF,w18,CurtailedCosts,0
Baseline,REF,w19,CurtailedCosts,0
Baseline,REF,w2,CurtailedCosts,0
Baseline,REF,w20,CurtailedCosts,70.91861785
Baseline,REF,w21,CurtailedCosts,0
Baseline,REF,w22,CurtailedCosts,0
Baseline,REF,w23,CurtailedCosts,0
Baseline,REF,w24,CurtailedCosts,0
Baseline,REF,w25,CurtailedCosts,0
Baseline,REF,w26,CurtailedCosts,0
Baseline,REF,w27,CurtailedCosts,331.2724243
Baseline,REF,w28,CurtailedCosts,125.784397
Baseline,REF,w29,CurtailedCosts,0
Baseline,REF,w3,CurtailedCosts,0
Baseline,REF,w30,CurtailedCosts,0
Baseline,REF,w31,CurtailedCosts,0
Baseline,REF,w32,CurtailedCosts,0
Baseline,REF,w33,CurtailedCosts,0
Baseline,REF,w34,CurtailedCosts,0
Baseline,REF,w35,CurtailedCosts,470.4855865
Baseline,REF,w36,CurtailedCosts,0
Baseline,REF,w37,CurtailedCosts,0
Baseline,REF,w38,CurtailedCosts,0
Baseline,REF,w39,CurtailedCosts,0
Baseline,REF,w4,CurtailedCosts,0
Baseline,REF,w40,CurtailedCosts,0
Baseline,REF,w41,CurtailedCosts,0
Baseline,REF,w42,CurtailedCosts,0
Baseline,REF,w43,CurtailedCosts,0
Baseline,REF,w44,CurtailedCosts,0
Baseline,REF,w45,CurtailedCosts,0
Baseline,REF,w46,CurtailedCosts,903.4236903
Baseline,REF,w47,CurtailedCosts,58.75955822
Baseline,REF,w48,CurtailedCosts,0
Baseline,REF,w49,CurtailedCosts,0
Baseline,REF,w5,CurtailedCosts,220.6491706
Baseline,REF,w50,CurtailedCosts,0
Baseline,REF,w51,CurtailedCosts,174.0917111
Baseline,REF,w52,CurtailedCosts,0
Baseline,REF,w53,CurtailedCosts,0
Baseline,REF,w54,CurtailedCosts,0
Baseline,REF,w55,CurtailedCosts,145.7891663
Baseline,REF,w56,CurtailedCosts,0
Baseline,REF,w57,CurtailedCosts,0
Baseline,REF,w58,CurtailedCosts,0
Baseline,REF,w59,CurtailedCosts,0
Baseline,REF,w6,CurtailedCosts,0
Baseline,REF,w60,CurtailedCosts,0
Baseline,REF,w61,CurtailedCosts,304.0478824
Baseline,REF,w62,CurtailedCosts,0
Baseline,REF,w63,CurtailedCosts,0
Baseline,REF,w64,CurtailedCosts,0
Baseline,REF,w65,CurtailedCosts,0
Baseline,REF,w66,CurtailedCosts,0
Baseline,REF,w67,CurtailedCosts,0
Baseline,REF,w68,CurtailedCosts,0
Baseline,REF,w69,CurtailedCosts,2.413367639
Baseline,REF,w7,CurtailedCosts,0
Baseline,REF,w70,CurtailedCosts,0
Baseline,REF,w71,CurtailedCosts,0
Baseline,REF,w72,CurtailedCosts,0
Baseline,REF,w73,CurtailedCosts,0
Baseline,REF,w74,CurtailedCosts,0
Baseline,REF,w75,CurtailedCosts,0
Baseline,REF,w76,CurtailedCosts,0
Baseline,REF,w77,CurtailedCosts,0
Baseline,REF,w78,CurtailedCosts,0
Baseline,REF,w79,CurtailedCosts,0
Baseline,REF,w8,CurtailedCosts,0
Baseline,REF,w80,CurtailedCosts,0
Baseline,REF,w81,CurtailedCosts,0
Baseline,REF,w82,CurtailedCosts,0
Baseline,REF,w83,CurtailedCosts,0
Baseline,REF,w84,CurtailedCosts,0
Baseline,REF,w85,CurtailedCosts,0
Baseline,REF,w86,CurtailedCosts,13.14565282
Baseline,REF,w87,CurtailedCosts,0
Baseline,REF,w88,CurtailedCosts,0
Baseline,REF,w89,CurtailedCosts,0
Baseline,REF,w9,CurtailedCosts,0
Baseline,REF,w90,CurtailedCosts,0
Baseline,REF,w91,CurtailedCosts,0
Baseline,REF,w92,CurtailedCosts,0
Baseline,REF,w93,CurtailedCosts,2.668290057
Baseline,REF,w94,CurtailedCosts,0
Baseline,REF,w95,CurtailedCosts,0
Baseline,REF,w96,CurtailedCosts,0
Baseline,REF,w97,CurtailedCosts,0
Baseline,REF,w98,CurtailedCosts,0
Baseline,REF,w99,CurtailedCosts,0
Adverse,BRIDGE,w1,TotalCost_w,44323.61657
Adverse,BRIDGE,w2,TotalCost_w,44003.12873
Adverse,BRIDGE,w3,TotalCost_w,42198.95755
Adverse,BRIDGE,w4,TotalCost_w,45532.45055
Adverse,BRIDGE,w5,TotalCost_w,42867.03877
Adverse,NZT,w1,TotalCost_w,50783.61526
Adverse,NZT,w2,TotalCost_w,51317.15375
Adverse,NZT,w3,TotalCost_w,50311.69239
Adverse,NZT,w4,TotalCost_w,51199.84913
Adverse,NZT,w5,TotalCost_w,50708.50378
Adverse,REF,w1,TotalCost_w,55343.00652
Adverse,REF,w2,TotalCost_w,51879.06526
Adverse,REF,w3,TotalCost_w,50140.97221
Adverse,REF,w4,TotalCost_w,51836.81654
Adverse,REF,w5,TotalCost_w,50921.00477
Adverse,BRIDGE,w1,OpCostGen,8322.242145
Adverse,BRIDGE,w2,OpCostGen,8901.509408
Adverse,BRIDGE,w3,OpCostGen,9768.590793
Adverse,BRIDGE,w4,OpCostGen,8382.903508
Adverse,BRIDGE,w5,OpCostGen,9299.065504
Adverse,NZT,w1,OpCostGen,8609.351172
Adverse,NZT,w2,OpCostGen,8889.537619
Adverse,NZT,w3,OpCostGen,8604.898569
Adverse,NZT,w4,OpCostGen,8718.689783
Adverse,NZT,w5,OpCostGen,8296.907676
Adverse,REF,w1,OpCostGen,15769.5073
Adverse,REF,w2,OpCostGen,19009.09817
Adverse,REF,w3,OpCostGen,17921.74007
Adverse,REF,w4,OpCostGen,17339.99115
Adverse,REF,w5,OpCostGen,17871.47754
Adverse,BRIDGE,w1,PNSCost,0
Adverse,BRIDGE,w2,PNSCost,0
Adverse,BRIDGE,w3,PNSCost,12.70586749
Adverse,BRIDGE,w4,PNSCost,0
Adverse,BRIDGE,w5,PNSCost,4.07487142
Adverse,NZT,w1,PNSCost,341.0866991
Adverse,NZT,w2,PNSCost,352.3793718
Adverse,NZT,w3,PNSCost,335.0834568
Adverse,NZT,w4,PNSCost,426.164001
Adverse,NZT,w5,PNSCost,362.3149577
Adverse,REF,w1,PNSCost,0
Adverse,REF,w2,PNSCost,149.6962374
Adverse,REF,w3,PNSCost,22.01001876
Adverse,REF,w4,PNSCost,10.82780558
Adverse,REF,w5,PNSCost,7.241921964
Adverse,BRIDGE,w1,TransmissionCost,302.1576135
Adverse,BRIDGE,w2,TransmissionCost,236.5752896
Adverse,BRIDGE,w3,TransmissionCost,236.5752896
Adverse,BRIDGE,w4,TransmissionCost,302.1576135
Adverse,BRIDGE,w5,TransmissionCost,302.1576135
Adverse,NZT,w1,TransmissionCost,550.9076123
Adverse,NZT,w2,TransmissionCost,499.29355
Adverse,NZT,w3,TransmissionCost,560.2172811
Adverse,NZT,w4,TransmissionCost,488.3764122
Adverse,NZT,w5,TransmissionCost,528.8698143
Adverse,REF,w1,TransmissionCost,402.2688815
Adverse,REF,w2,TransmissionCost,572.4626959
Adverse,REF,w3,TransmissionCost,816.8939081
Adverse,REF,w4,TransmissionCost,446.6791343
Adverse,REF,w5,TransmissionCost,685.4331175
Adverse,BRIDGE,w1,NewGenBuiltCost,23433.89853
Adverse,BRIDGE,w2,NewGenBuiltCost,22586.74715
Adverse,BRIDGE,w3,NewGenBuiltCost,20189.54673
Adverse,BRIDGE,w4,NewGenBuiltCost,24332.17347
Adverse,BRIDGE,w5,NewGenBuiltCost,21100.39835
Adverse,NZT,w1,NewGenBuiltCost,23490.92744
Adverse,NZT,w2,NewGenBuiltCost,23210.62669
Adverse,NZT,w3,NewGenBuiltCost,23739.1334
Adverse,NZT,w4,NewGenBuiltCost,23609.88252
Adverse,NZT,w5,NewGenBuiltCost,23867.148
Adverse,REF,w1,NewGenBuiltCost,27930.77462
Adverse,REF,w2,NewGenBuiltCost,21413.5142
Adverse,REF,w3,NewGenBuiltCost,21214.09076
Adverse,REF,w4,NewGenBuiltCost,23311.07237
Adverse,REF,w5,NewGenBuiltCost,21915.6032
Adverse,BRIDGE,w1,FixedCosts,10280.23232
Adverse,BRIDGE,w2,FixedCosts,10123.20952
Adverse,BRIDGE,w3,FixedCosts,9669.538415
Adverse,BRIDGE,w4,FixedCosts,10522.57336
Adverse,BRIDGE,w5,FixedCosts,9900.366892
Adverse,NZT,w1,FixedCosts,10390.00317
Adverse,NZT,w2,FixedCosts,10351.43882
Adverse,NZT,w3,FixedCosts,10414.95908
Adverse,NZT,w4,FixedCosts,10388.88844
Adverse,NZT,w5,FixedCosts,10536.6143
Adverse,REF,w1,FixedCosts,10565.02998
Adverse,REF,w2,FixedCosts,9476.080862
Adverse,REF,w3,FixedCosts,9237.394743
Adverse,REF,w4,FixedCosts,9865.633138
Adverse,REF,w5,FixedCosts,9538.438085
Adverse,BRIDGE,w1,EmissionCosts,1881.876763
Adverse,BRIDGE,w2,EmissionCosts,2046.614128
Adverse,BRIDGE,w3,EmissionCosts,2210.78622
Adverse,BRIDGE,w4,EmissionCosts,1888.290597
Adverse,BRIDGE,w5,EmissionCosts,2149.183093
Adverse,NZT,w1,EmissionCosts,7319.470114
Adverse,NZT,w2,EmissionCosts,7929.67243
Adverse,NZT,w3,EmissionCosts,6575.281213
Adverse,NZT,w4,EmissionCosts,7483.356873
Adverse,NZT,w5,EmissionCosts,7037.573863
Adverse,REF,w1,EmissionCosts,602.6818007
Adverse,REF,w2,EmissionCosts,847.1558591
Adverse,REF,w3,EmissionCosts,845.3087239
Adverse,REF,w4,EmissionCosts,778.6838461
Adverse,REF,w5,EmissionCosts,817.6301572
Adverse,BRIDGE,w1,ReserveCosts,103.2091952
Adverse,BRIDGE,w2,ReserveCosts,108.4732376
Adverse,BRIDGE,w3,ReserveCosts,111.2142349
Adverse,BRIDGE,w4,ReserveCosts,104.3519973
Adverse,BRIDGE,w5,ReserveCosts,111.7924527
Adverse,NZT,w1,ReserveCosts,81.8690521
Adverse,NZT,w2,ReserveCosts,84.2052697
Adverse,NZT,w3,ReserveCosts,82.11939306
Adverse,NZT,w4,ReserveCosts,84.49109966
Adverse,NZT,w5,ReserveCosts,79.07517384
Adverse,REF,w1,ReserveCosts,72.74393655
Adverse,REF,w2,ReserveCosts,82.48369674
Adverse,REF,w3,ReserveCosts,83.53398685
Adverse,REF,w4,ReserveCosts,83.9290924
Adverse,REF,w5,ReserveCosts,85.18074651
Adverse,BRIDGE,w1,CurtailedCosts,0
Adverse,BRIDGE,w2,CurtailedCosts,0
Adverse,BRIDGE,w3,CurtailedCosts,0
Adverse,BRIDGE,w4,CurtailedCosts,0
Adverse,BRIDGE,w5,CurtailedCosts,0
Adverse,NZT,w1,CurtailedCosts,0
Adverse,NZT,w2,CurtailedCosts,0
Adverse,NZT,w3,CurtailedCosts,0
Adverse,NZT,w4,CurtailedCosts,0
Adverse,NZT,w5,CurtailedCosts,0
Adverse,REF,w1,CurtailedCosts,0
Adverse,REF,w2,CurtailedCosts,328.5735388
Adverse,REF,w3,CurtailedCosts,0
Adverse,REF,w4,CurtailedCosts,0
Adverse,REF,w5,CurtailedCosts,0
