Hydrology,Scenario,Representative_w,Date,Year,Month,StorageHm3,TurbineHm3,SpillHm3,ReleaseHm3
Baseline,BRIDGE,w17,2035-10-01,2035,10,532.710776,938.6300686,492.8676716,1431.49774
Baseline,BRIDGE,w17,2035-11-01,2035,11,514.4692157,930.7277234,512.9969575,1443.724681
Baseline,BRIDGE,w17,2035-12-01,2035,12,241.0308603,937.1147541,1167.146172,2104.260927
Baseline,BRIDGE,w17,2036-01-01,2036,1,266.5307697,903.3032493,245.3469417,1148.650191
Baseline,BRIDGE,w17,2036-02-01,2036,2,261.83,892.9154094,510.1868995,1403.102309
Baseline,BRIDGE,w17,2036-03-01,2036,3,337.7628737,627.8867527,600,1227.886753
Baseline,BRIDGE,w17,2036-04-01,2036,4,446.9267163,730.2364595,336.091639,1066.328099
Baseline,BRIDGE,w17,2036-05-01,2036,5,521.6491584,844.3324192,338.9952544,1183.327674
Baseline,BRIDGE,w17,2036-06-01,2036,6,600.4074302,807.4410149,286.3615998,1093.802615
Baseline,BRIDGE,w17,2036-07-01,2036,7,627.4214721,737.4552244,588.2691917,1325.724416
Baseline,BRIDGE,w17,2036-08-01,2036,8,605.489646,924.0396628,508.8239895,1432.863652
Baseline,BRIDGE,w17,2036-09-01,2036,9,559.7633185,962.6774509,626.5893857,1589.266837
Baseline,BRIDGE,w17,2036-10-01,2036,10,571.1683034,821.8597588,435.5160898,1257.375849
Baseline,BRIDGE,w17,2036-11-01,2036,11,532.28896,958.3529377,626.1992889,1584.552227
Baseline,BRIDGE,w17,2036-12-01,2036,12,266.5307697,983.0353604,1131.734211,2114.769571
Baseline,BRIDGE,w17,2037-01-01,2037,1,252.5825,987.5924585,184.4075415,1172
Baseline,BRIDGE,w17,2037-02-01,2037,2,261.83,893.211047,486.541453,1379.7525
Baseline,BRIDGE,w17,2037-03-01,2037,3,319.7775842,720.0212788,543.8360527,1263.857332
Baseline,BRIDGE,w17,2037-04-01,2037,4,373.0147127,846.6061699,315.4873604,1162.09353
Baseline,BRIDGE,w17,2037-05-01,2037,5,342.5825,1024.710364,545.586274,1570.296638
Baseline,BRIDGE,w17,2037-06-01,2037,6,398.6463918,414.8722164,805.9361082,1220.808325
Baseline,BRIDGE,w17,2037-07-01,2037,7,499.1132098,326.066364,761.533182,1087.599546
Baseline,BRIDGE,w17,2037-08-01,2037,8,493.4647709,863.2978695,561.1424473,1424.440317
Baseline,BRIDGE,w17,2037-09-01,2037,9,462.3540622,951.4615992,512.3755267,1463.837126
Baseline,BRIDGE,w17,2037-10-01,2037,10,449.033027,870.6768627,558.2862429,1428.963106
Baseline,BRIDGE,w17,2037-11-01,2037,11,433.7038084,962.7634489,472.2242071,1434.987656
Baseline,BRIDGE,w17,2037-12-01,2037,12,252.5825,865.4662437,976.8976814,1842.363925
Baseline,BRIDGE,w17,2038-01-01,2038,1,239.4384418,889.7373851,305.0482313,1194.785616
Baseline,BRIDGE,w17,2038-02-01,2038,2,264.7895431,845.3419173,502.7463369,1348.088254
Baseline,BRIDGE,w17,2038-03-01,2038,3,320.9305823,850.9868536,419.4431111,1270.429965
Baseline,BRIDGE,w17,2038-04-01,2038,4,291.4032575,1099.281755,328.4471374,1427.728892
Baseline,BRIDGE,w17,2038-05-01,2038,5,342.5825,966.7748339,340.1924386,1306.967272
Baseline,BRIDGE,w17,2038-06-01,2038,6,386.3298606,881.0954713,305.157447,1186.252918
Baseline,BRIDGE,w17,2038-07-01,2038,7,446.487355,492.7473245,787.2851921,1280.032517
Baseline,BRIDGE,w17,2038-08-01,2038,8,423.2726965,885.5081402,573.1358353,1458.643975
Baseline,BRIDGE,w17,2038-09-01,2038,9,396.9519718,941.0971471,545.360027,1486.457174
Baseline,BRIDGE,w17,2038-10-01,2038,10,351.83,946.4152267,577.9506887,1524.365915
Baseline,BRIDGE,w17,2038-11-01,2038,11,341.45086,884.7766761,463.8323068,1348.608983
Baseline,BRIDGE,w17,2038-12-01,2038,12,239.4384418,867.3926643,774.0314692,1641.424134
Baseline,BRIDGE,w17,2039-01-01,2039,1,252.5825,941.1035906,230.8964094,1172
Baseline,BRIDGE,w17,2039-02-01,2039,2,303.2948158,855.4564771,441.3663913,1296.822868
Baseline,BRIDGE,w17,2039-03-01,2039,3,364.6756327,864.8883442,370.0093893,1234.897734
Baseline,BRIDGE,w17,2039-04-01,2039,4,462.0708026,745.3511314,352.1246243,1097.475756
Baseline,BRIDGE,w17,2039-05-01,2039,5,476.4579839,792.6882548,552.488936,1345.177191
Baseline,BRIDGE,w17,2039-06-01,2039,6,560.0825,714.7711918,333.3552598,1048.126452
Baseline,BRIDGE,w17,2039-07-01,2039,7,659.33,865.0868738,334.6656262,1199.7525
Baseline,BRIDGE,w17,2039-08-01,2039,8,659.33,837.1140441,551.8859559,1389
Baseline,BRIDGE,w17,2039-09-01,2039,9,646.7570841,910.0084452,504.1373866,1414.145832
Baseline,BRIDGE,w17,2039-10-01,2039,10,650.0825,911.2147103,461.8869579,1373.101668
Baseline,BRIDGE,w17,2039-11-01,2039,11,577.5357912,954.3976199,579.6957976,1534.093418
Baseline,BRIDGE,w17,2039-12-01,2039,12,252.5825,861.7794543,1484.627128,2346.406582
Baseline,BRIDGE,w17,2040-01-01,2040,1,246.4391452,936.8149068,243.9693027,1180.78421
Baseline,BRIDGE,w17,2040-02-01,2040,2,261.83,866.0245999,504.9436906,1370.96829
Baseline,BRIDGE,w17,2040-03-01,2040,3,306.7022139,980.9333646,318.3222076,1299.255572
Baseline,BRIDGE,w17,2040-04-01,2040,4,389.9125113,749.2855448,326.7163491,1076.001894
Baseline,BRIDGE,w17,2040-05-01,2040,5,404.1757814,704.6317682,731.5784215,1436.21019
Baseline,BRIDGE,w17,2040-06-01,2040,6,498.9780083,414.5933195,600,1014.593319
Baseline,BRIDGE,w17,2040-07-01,2040,7,541.2411981,1045.161592,307.0488385,1352.210431
Baseline,BRIDGE,w17,2040-08-01,2040,8,530.4740054,860.3602773,579.4363009,1439.796578
Baseline,BRIDGE,w17,2040-09-01,2040,9,509.3221939,932.2701287,520.1853056,1452.455434
Baseline,BRIDGE,w17,2040-10-01,2040,10,522.1260811,860.8149051,426.8105587,1287.625464
Baseline,BRIDGE,w17,2040-11-01,2040,11,498.5830266,956.4137039,547.6833343,1504.097038
Baseline,BRIDGE,w17,2040-12-01,2040,12,246.4391452,865.2342388,1180.55155,2045.785789
Baseline,BRIDGE,w17,2041-01-01,2041,1,249.2242587,886.2387007,289.1195407,1175.358241
Baseline,BRIDGE,w17,2041-02-01,2041,2,261.83,869.2125605,507.1816982,1376.394259
Baseline,BRIDGE,w17,2041-03-01,2041,3,306.426275,738.9925539,551.567396,1290.55995
Baseline,BRIDGE,w17,2041-04-01,2041,4,342.5825,756.6712932,560.0162569,1316.68755
Baseline,BRIDGE,w17,2041-05-01,2041,5,407.6974732,637.5618434,551.6045888,1189.166432
Baseline,BRIDGE,w17,2041-06-01,2041,6,495.1073287,507.4015091,552.3525726,1059.754082
Baseline,BRIDGE,w17,2041-07-01,2041,7,584.454614,642.8019879,549.6611563,1192.463144
Baseline,BRIDGE,w17,2041-08-01,2041,8,576.7999878,886.3937283,525.5701504,1411.963879
Baseline,BRIDGE,w17,2041-09-01,2041,9,554.8033103,900.155216,573.3298165,1473.485033
Baseline,BRIDGE,w17,2041-10-01,2041,10,561.545978,929.2993728,381.9518755,1311.251248
Baseline,BRIDGE,w17,2041-11-01,2041,11,552.0745925,903.9635833,552.4763217,1456.439905
Baseline,BRIDGE,w17,2041-12-01,2041,12,249.2242587,919.6646531,1281.169866,2200.834519
Baseline,BRIDGE,w17,2042-01-01,2042,1,296.8699877,815.7464981,276.9260266,1092.672525
Baseline,BRIDGE,w17,2042-02-01,2042,2,308.0263457,857.3166503,500.1231337,1357.439784
Baseline,BRIDGE,w17,2042-03-01,2042,3,354.389117,891.1327162,303.3351242,1194.46784
Baseline,BRIDGE,w17,2042-04-01,2042,4,391.1645442,1016.026502,352.6472166,1368.673718
Baseline,BRIDGE,w17,2042-05-01,2042,5,406.1320692,1010.345372,352.2470532,1362.592425
Baseline,BRIDGE,w17,2042-06-01,2042,6,457.3481114,689.0204218,546.3314516,1235.351873
Baseline,BRIDGE,w17,2042-07-01,2042,7,342.2896877,969.3670767,656.3131943,1625.680271
Baseline,BRIDGE,w17,2042-08-01,2042,8,342.5825,915.3448399,562.7767232,1478.121563
Baseline,BRIDGE,w17,2042-09-01,2042,9,357.5281772,903.0402943,459.6176739,1362.657968
Baseline,BRIDGE,w17,2042-10-01,2042,10,358.4799688,880.2240499,505.9205754,1386.144625
Baseline,BRIDGE,w17,2042-11-01,2042,11,393.0787531,837.6848871,401.9502585,1239.635146
Baseline,BRIDGE,w17,2042-12-01,2042,12,296.8699877,915.8346935,752.400092,1668.234785
Baseline,BRIDGE,w17,2043-01-01,2043,1,261.83,850.3344339,312.4180661,1162.7525
Baseline,BRIDGE,w17,2043-02-01,2043,2,289.5312074,824.391593,509.2059921,1333.597585
Baseline,BRIDGE,w17,2043-03-01,2043,3,320.2195451,944.7421939,318.1238867,1262.866081
Baseline,BRIDGE,w17,2043-04-01,2043,4,361.2367431,780.9458087,475.0807673,1256.026576
Baseline,BRIDGE,w17,2043-05-01,2043,5,390.1657755,991.4956103,350.8448744,1342.340485
Baseline,BRIDGE,w17,2043-06-01,2043,6,434.5406995,703.5421753,600,1303.542175
Baseline,BRIDGE,w17,2043-07-01,2043,7,493.9334577,886.505448,324.3162773,1210.821725
Baseline,BRIDGE,w17,2043-08-01,2043,8,484.5705935,865.3621815,570.2214113,1435.583593
Baseline,BRIDGE,w17,2043-09-01,2043,9,479.8645396,909.1822811,493.9358805,1403.118162
Baseline,BRIDGE,w17,2043-10-01,2043,10,482.0525768,894.6806952,469.2601932,1363.940888
Baseline,BRIDGE,w17,2043-11-01,2043,11,482.7908428,881.5178812,523.7623209,1405.280202
Baseline,BRIDGE,w17,2043-12-01,2043,12,261.83,1063.311024,898.5715046,1961.882528
Baseline,BRIDGE,w17,2044-01-01,2044,1,281.6138159,833.7883292,280.149039,1113.937368
Baseline,BRIDGE,w17,2044-02-01,2044,2,261.83,878.3969255,559.4182063,1437.815132
Baseline,BRIDGE,w17,2044-03-01,2044,3,287.6330057,1054.802436,273.344053,1328.146489
Baseline,BRIDGE,w17,2044-04-01,2044,4,318.0364461,1025.51265,279.6060958,1305.118745
Baseline,BRIDGE,w17,2044-05-01,2044,5,352.2307017,1010.837403,311.1887987,1322.026201
Baseline,BRIDGE,w17,2044-06-01,2044,6,397.2530796,946.9506798,337.4886459,1284.439326
Baseline,BRIDGE,w17,2044-07-01,2044,7,336.8383612,889.418876,572.3302791,1461.749155
Baseline,BRIDGE,w17,2044-08-01,2044,8,351.83,932.7509652,519.7691185,1452.520084
Baseline,BRIDGE,w17,2044-09-01,2044,9,362.1573399,923.6169436,368.3890739,1292.006017
Baseline,BRIDGE,w17,2044-10-01,2044,10,385.1804028,860.740426,506.7073481,1367.447774
Baseline,BRIDGE,w17,2044-11-01,2044,11,428.9632521,834.0397705,389.4574094,1223.49718
Baseline,BRIDGE,w17,2044-12-01,2044,12,281.6138159,879.6075961,924.6263006,1804.233897
Baseline,BRIDGE,w17,2045-01-01,2045,1,253.0976074,874.9021494,295.5525284,1170.454678
Baseline,BRIDGE,w17,2045-02-01,2045,2,261.83,935.2041833,446.0936389,1381.297822
Baseline,BRIDGE,w17,2045-03-01,2045,3,297.477381,1049.05321,259.4045282,1308.457738
Baseline,BRIDGE,w17,2045-04-01,2045,4,336.5146989,1010.997541,309.175323,1320.172864
Baseline,BRIDGE,w17,2045-05-01,2045,5,318.3072575,1008.983175,416.4317077,1425.414883
Baseline,BRIDGE,w17,2045-06-01,2045,6,351.83,1045.39269,276.561825,1321.954515
Baseline,BRIDGE,w17,2045-07-01,2045,7,394.4058413,930.4567131,312.3207629,1242.777476
Baseline,BRIDGE,w17,2045-08-01,2045,8,342.5825,983.5129522,560.9570718,1544.470024
Baseline,BRIDGE,w17,2045-09-01,2045,9,315.6129017,947.106301,495.8328955,1442.939197
Baseline,BRIDGE,w17,2045-10-01,2045,10,295.8259359,884.7550842,553.0663475,1437.821432
Baseline,BRIDGE,w17,2045-11-01,2045,11,273.5284053,900.9261312,523.4214299,1424.347561
Baseline,BRIDGE,w17,2045-12-01,2045,12,253.0976074,891.3549585,537.9915299,1429.346488
Baseline,BRIDGE,w17,2046-01-01,2046,1,261.83,823.713109,339.039391,1162.7525
Baseline,BRIDGE,w17,2046-02-01,2046,2,261.83,903.8443339,485.1556661,1389
Baseline,BRIDGE,w17,2046-03-01,2046,3,261.1169658,1044.379594,340.0156572,1384.395251
Baseline,BRIDGE,w17,2046-04-01,2046,4,296.143483,1060.722156,255.0081273,1315.730283
Baseline,BRIDGE,w17,2046-05-01,2046,5,313.565672,1017.374289,320.8766863,1338.250975
Baseline,BRIDGE,w17,2046-06-01,2046,6,351.1062347,1086.302255,252.0450011,1338.347256
Baseline,BRIDGE,w17,2046-07-01,2046,7,342.5825,1006.848024,390.6757104,1397.523735
Baseline,BRIDGE,w17,2046-08-01,2046,8,342.5825,966.7694915,422.2305085,1389
Baseline,BRIDGE,w17,2046-09-01,2046,9,276.6604601,951.6722686,578.4193112,1530.09158
Baseline,BRIDGE,w17,2046-10-01,2046,10,306.0464748,878.7811638,442.1993069,1320.980471
Baseline,BRIDGE,w17,2046-11-01,2046,11,337.0837694,871.6370353,464.5358756,1336.172911
Baseline,BRIDGE,w17,2046-12-01,2046,12,261.83,915.6891572,623.8183815,1539.507539
Baseline,BRIDGE,w17,2047-01-01,2047,1,262.4075627,842.9048652,318.6925094,1161.597375
Baseline,BRIDGE,w17,2047-02-01,2047,2,261.83,860.7660109,529.3891145,1390.155125
Baseline,BRIDGE,w17,2047-03-01,2047,3,312.9789475,1006.877863,270.5767421,1277.454605
Baseline,BRIDGE,w17,2047-04-01,2047,4,369.396715,957.2787856,267.7852846,1225.06407
Baseline,BRIDGE,w17,2047-05-01,2047,5,385.9699519,1004.572105,358.9943639,1363.566469
Baseline,BRIDGE,w17,2047-06-01,2047,6,359.4310624,1050.483283,436.6283862,1487.111669
Baseline,BRIDGE,w17,2047-07-01,2047,7,351.83,1043.518489,368.2846983,1411.803187
Baseline,BRIDGE,w17,2047-08-01,2047,8,342.5825,861.1783909,537.0691091,1398.2475
Baseline,BRIDGE,w17,2047-09-01,2047,9,366.2578383,899.1473613,409.3824747,1308.529836
Baseline,BRIDGE,w17,2047-10-01,2047,10,300.1343452,945.7111667,617.9028069,1563.613974
Baseline,BRIDGE,w17,2047-11-01,2047,11,252.5825,880.881455,593.9747354,1474.85619
Baseline,BRIDGE,w17,2047-12-01,2047,12,262.4075627,884.8374053,493.7599692,1378.597375
Baseline,BRIDGE,w17,2048-01-01,2048,1,262.4716853,875.9271981,266.4052461,1142.332444
Baseline,BRIDGE,w17,2048-02-01,2048,2,274.4593124,882.0941893,489.4379293,1371.532119
Baseline,BRIDGE,w17,2048-03-01,2048,3,264.2801556,1007.249278,393.7931925,1401.042471
Baseline,BRIDGE,w17,2048-04-01,2048,4,295.5669437,1016.930544,278.2090917,1295.139636
Baseline,BRIDGE,w17,2048-05-01,2048,5,321.7453609,998.8575052,324.2647072,1323.122212
Baseline,BRIDGE,w17,2048-06-01,2048,6,389.115598,998.010417,284.7164078,1282.726825
Baseline,BRIDGE,w17,2048-07-01,2048,7,351.83,1070.165362,430.6914316,1500.856794
Baseline,BRIDGE,w17,2048-08-01,2048,8,356.0785935,819.592978,479.5501081,1299.143086
Baseline,BRIDGE,w17,2048-09-01,2048,9,396.8153693,852.9460689,472.4597372,1325.405806
Baseline,BRIDGE,w17,2048-10-01,2048,10,261.83,959.7801632,762.6709445,1722.451108
Baseline,BRIDGE,w17,2048-11-01,2048,11,279.8570771,881.6334454,462.0649004,1343.698346
Baseline,BRIDGE,w17,2048-12-01,2048,12,262.4716853,898.5203406,515.3612578,1413.881598
Baseline,BRIDGE,w17,2049-01-01,2049,1,265.4822478,861.6989791,290.0967775,1151.795757
Baseline,BRIDGE,w17,2049-02-01,2049,2,261.83,872.3690945,527.587649,1399.956743
Baseline,BRIDGE,w17,2049-03-01,2049,3,303.2546122,1016.659424,275.7892249,1292.448649
Baseline,BRIDGE,w17,2049-04-01,2049,4,298.2882183,1018.866133,384.521282,1403.387415
Baseline,BRIDGE,w17,2049-05-01,2049,5,351.83,1030.384929,260.7790078,1291.163937
Baseline,BRIDGE,w17,2049-06-01,2049,6,318.0890607,967.7736534,413.9541646,1381.727818
Baseline,BRIDGE,w17,2049-07-01,2049,7,351.83,1116.076012,280.1961698,1396.272182
Baseline,BRIDGE,w17,2049-08-01,2049,8,351.9786654,830.117375,449.9416287,1280.059004
Baseline,BRIDGE,w17,2049-09-01,2049,9,361.556348,836.0692669,632.6926856,1468.761952
Baseline,BRIDGE,w17,2049-10-01,2049,10,360.9466127,858.5211142,513.8130916,1372.334206
Baseline,BRIDGE,w17,2049-11-01,2049,11,321.0800026,938.9713351,557.3734978,1496.344833
Baseline,BRIDGE,w17,2049-12-01,2049,12,265.4822478,950.6515143,545.8917473,1496.543262
Baseline,BRIDGE,w17,2050-01-01,2050,1,261.83,951.5182706,211.2342294,1162.7525
Baseline,BRIDGE,w17,2050-02-01,2050,2,252.5825,916.0559245,482.1915755,1398.2475
Baseline,BRIDGE,w17,2050-03-01,2050,3,293.3760863,1051.768041,255.6447863,1307.412827
Baseline,BRIDGE,w17,2050-04-01,2050,4,302.9761334,1015.395593,354.4043131,1369.799906
Baseline,BRIDGE,w17,2050-05-01,2050,5,353.4733539,1043.1773,252.4324047,1295.609705
Baseline,BRIDGE,w17,2050-06-01,2050,6,351.83,1018.987294,374.9427681,1393.930062
Baseline,BRIDGE,w17,2050-07-01,2050,7,342.5825,1007.678823,390.5686773,1398.2475
Baseline,BRIDGE,w17,2050-08-01,2050,8,344.5034183,881.3764376,501.8608074,1383.237245
Baseline,BRIDGE,w17,2050-09-01,2050,9,310.1976361,949.3830501,519.3969326,1468.779983
Baseline,BRIDGE,w17,2050-10-01,2050,10,307.7853476,892.8177186,501.0068585,1393.824577
Baseline,BRIDGE,w17,2050-11-01,2050,11,324.6436442,868.244412,487.0389948,1355.283407
Baseline,BRIDGE,w17,2050-12-01,2050,12,261.83,919.1753155,595.4519729,1514.627288
Baseline,NZT,w22,2025-01-01,2025,1,259.2214509,695.5021839,469.8588652,1165.361049
Baseline,NZT,w22,2025-02-01,2025,2,262.5587854,656.4606506,707.8132802,1364.273931
Baseline,NZT,w22,2025-03-01,2025,3,273.9554395,883.8642411,503.0024,1386.866641
Baseline,NZT,w22,2025-04-01,2025,4,271.3446909,822.1111624,542.1079314,1364.219094
Baseline,NZT,w22,2025-05-01,2025,5,268.4042699,887.3704021,530.9385737,1418.308976
Baseline,NZT,w22,2025-06-01,2025,6,253.4621086,847.519525,553.5142572,1401.033782
Baseline,NZT,w22,2025-07-01,2025,7,325.1685325,802.0353574,458.7291049,1260.764462
Baseline,NZT,w22,2025-08-01,2025,8,324.9507126,703.5276761,649.8806916,1353.408368
Baseline,NZT,w22,2025-09-01,2025,9,328.2658029,672.4486089,755.1959826,1427.644591
Baseline,NZT,w22,2025-10-01,2025,10,312.1128317,743.927677,668.1307655,1412.058442
Baseline,NZT,w22,2025-11-01,2025,11,303.6759378,722.3098144,692.8114733,1415.121288
Baseline,NZT,w22,2025-12-01,2025,12,259.2214509,771.7859304,703.5144943,1475.300425
Baseline,NZT,w22,2026-01-01,2026,1,261.1100058,689.0180834,474.4544108,1163.472494
Baseline,NZT,w22,2026-02-01,2026,2,256.6027092,697.0659302,696.4413664,1393.507297
Baseline,NZT,w22,2026-03-01,2026,3,267.023148,856.9927423,495.8777685,1352.870511
Baseline,NZT,w22,2026-04-01,2026,4,303.8720717,848.0255642,487.7924909,1335.818055
Baseline,NZT,w22,2026-05-01,2026,5,298.8529105,874.8967424,519.4325742,1394.329317
Baseline,NZT,w22,2026-06-01,2026,6,308.2840552,800.6880293,547.8686595,1348.556689
Baseline,NZT,w22,2026-07-01,2026,7,329.0445266,854.8957279,509.333557,1364.229285
Baseline,NZT,w22,2026-08-01,2026,8,298.2439188,753.3993304,706.7416849,1460.141015
Baseline,NZT,w22,2026-09-01,2026,9,297.1125632,706.0384921,685.2242191,1391.262711
Baseline,NZT,w22,2026-10-01,2026,10,296.5939619,727.486555,662.5506476,1390.037203
Baseline,NZT,w22,2026-11-01,2026,11,261.83,737.2541718,721.2737521,1458.527924
Baseline,NZT,w22,2026-12-01,2026,12,261.1100058,724.3064053,665.4135889,1389.719994
Baseline,NZT,w22,2027-01-01,2027,1,261.83,684.4938823,478.2586177,1162.7525
Baseline,NZT,w22,2027-02-01,2027,2,261.83,689.0494896,699.9505104,1389
Baseline,NZT,w22,2027-03-01,2027,3,320.9066621,773.0546254,488.5445504,1261.599176
Baseline,NZT,w22,2027-04-01,2027,4,350.442341,797.099541,542.0766011,1339.176142
Baseline,NZT,w22,2027-05-01,2027,5,343.8496044,739.6050158,580.5608531,1320.165869
Baseline,NZT,w22,2027-06-01,2027,6,326.4694838,852.997072,588.1432896,1441.140362
Baseline,NZT,w22,2027-07-01,2027,7,444.6950423,618.1183422,445.9140313,1064.032374
Baseline,NZT,w22,2027-08-01,2027,8,418.732642,741.2891745,677.3939775,1418.683152
Baseline,NZT,w22,2027-09-01,2027,9,360.9376347,750.0599475,830.8200746,1580.880022
Baseline,NZT,w22,2027-10-01,2027,10,329.1538199,727.4091439,756.9423003,1484.351444
Baseline,NZT,w22,2027-11-01,2027,11,323.3071551,698.1817839,708.3582104,1406.539994
Baseline,NZT,w22,2027-12-01,2027,12,261.83,787.2588104,786.172655,1573.431465
Baseline,NZT,w22,2028-01-01,2028,1,277.2916212,659.3766902,472.4525673,1131.829258
Baseline,NZT,w22,2028-02-01,2028,2,261.83,731.0383379,688.8849046,1419.923242
Baseline,NZT,w22,2028-03-01,2028,3,261.83,696.0937134,692.9062866,1389
Baseline,NZT,w22,2028-04-01,2028,4,241.3040573,812.6596454,608.14474,1420.804385
Baseline,NZT,w22,2028-05-01,2028,5,261.83,690.705566,666.4900486,1357.195615
Baseline,NZT,w22,2028-06-01,2028,6,307.9974866,522.8968495,720.3916777,1243.288527
Baseline,NZT,w22,2028-07-01,2028,7,366.2321317,758.3699235,463.1351543,1221.505078
Baseline,NZT,w22,2028-08-01,2028,8,374.218809,652.2002214,694.3447467,1346.544968
Baseline,NZT,w22,2028-09-01,2028,9,356.2967434,723.9732634,737.2879334,1461.261197
Baseline,NZT,w22,2028-10-01,2028,10,360.3267511,661.389243,723.8318753,1385.221118
Baseline,NZT,w22,2028-11-01,2028,11,375.7889215,709.316889,624.9854585,1334.302347
Baseline,NZT,w22,2028-12-01,2028,12,277.2916212,786.6302608,913.3232612,1699.953522
Baseline,NZT,w22,2029-01-01,2029,1,283.5348528,690.0392036,428.339697,1118.378901
Baseline,NZT,w22,2029-02-01,2029,2,284.2385249,679.0611611,692.6937386,1371.7549
Baseline,NZT,w22,2029-03-01,2029,3,281.6111438,788.9616659,591.77343,1380.735096
Baseline,NZT,w22,2029-04-01,2029,4,229.7854952,869.6283929,638.1224593,1507.750852
Baseline,NZT,w22,2029-05-01,2029,5,261.83,836.559595,503.5731567,1340.132752
Baseline,NZT,w22,2029-06-01,2029,6,292.3231728,819.8883842,498.8777702,1318.766154
Baseline,NZT,w22,2029-07-01,2029,7,342.5825,780.1684352,508.3129104,1288.481346
Baseline,NZT,w22,2029-08-01,2029,8,358.1877736,687.7463579,625.7784817,1313.52484
Baseline,NZT,w22,2029-09-01,2029,9,336.3173342,726.5441755,685.2214822,1411.765658
Baseline,NZT,w22,2029-10-01,2029,10,298.5288488,708.6756127,821.1411924,1529.816805
Baseline,NZT,w22,2029-11-01,2029,11,331.7699414,609.5355075,722.2298072,1331.765315
Baseline,NZT,w22,2029-12-01,2029,12,283.5348528,662.8097573,821.6965261,1484.506283
Baseline,NZT,w22,2030-01-01,2030,1,268.0314046,931.6601059,218.6895849,1150.349691
Baseline,NZT,w22,2030-02-01,2030,2,261.83,983.5811974,417.8216118,1401.402809
Baseline,NZT,w22,2030-03-01,2030,3,355.998582,748.704166,339.2950878,1087.999254
Baseline,NZT,w22,2030-04-01,2030,4,435.0256494,974.8347315,267.0840666,1241.918798
Baseline,NZT,w22,2030-05-01,2030,5,447.9996558,895.6427264,382.9302544,1278.572981
Baseline,NZT,w22,2030-06-01,2030,6,536.3799801,590.2726393,605.0913877,1195.364027
Baseline,NZT,w22,2030-07-01,2030,7,659.33,714.0370939,324.6078463,1038.64494
Baseline,NZT,w22,2030-08-01,2030,8,550.7274182,829.0866056,819.3778614,1648.464467
Baseline,NZT,w22,2030-09-01,2030,9,560.0825,965.5078963,353.2751367,1318.783033
Baseline,NZT,w22,2030-10-01,2030,10,525.1841373,847.6970396,735.9980486,1583.695088
Baseline,NZT,w22,2030-11-01,2030,11,538.4525644,818.3352058,459.3545128,1277.689719
Baseline,NZT,w22,2030-12-01,2030,12,268.0314046,940.1392504,1266.325634,2206.464884
Baseline,NZT,w22,2031-01-01,2031,1,280.5434141,856.1405416,259.9376301,1116.078172
Baseline,NZT,w22,2031-02-01,2031,2,261.83,971.3325928,464.3417355,1435.674328
Baseline,NZT,w22,2031-03-01,2031,3,318.0654664,866.4749748,335.3236259,1201.798601
Baseline,NZT,w22,2031-04-01,2031,4,389.9103467,849.1964228,324.2689362,1173.465359
Baseline,NZT,w22,2031-05-01,2031,5,387.2994334,1043.811403,353.0213367,1396.83274
Baseline,NZT,w22,2031-06-01,2031,6,451.1682608,399.2623451,798.1311725,1197.393518
Baseline,NZT,w22,2031-07-01,2031,7,560.0825,707.9869372,354.2703453,1062.257283
Baseline,NZT,w22,2031-08-01,2031,8,550.2810272,931.9648072,558.3404519,1490.305259
Baseline,NZT,w22,2031-09-01,2031,9,509.4423551,1016.750106,422.8650697,1439.615176
Baseline,NZT,w22,2031-10-01,2031,10,517.783233,902.1704261,480.3019401,1382.472366
Baseline,NZT,w22,2031-11-01,2031,11,473.7585193,952.2948108,568.7793302,1521.074141
Baseline,NZT,w22,2031-12-01,2031,12,280.5434141,972.8587792,1005.25245,1978.11123
Baseline,NZT,w22,2032-01-01,2032,1,228.8082572,920.709226,286.0892596,1206.798486
Baseline,NZT,w22,2032-02-01,2032,2,274.1511696,845.6480874,462.3424182,1307.990506
Baseline,NZT,w22,2032-03-01,2032,3,260.6057123,811.141372,600,1411.141372
Baseline,NZT,w22,2032-04-01,2032,4,338.8232385,925.6177763,314.9703836,1240.58816
Baseline,NZT,w22,2032-05-01,2032,5,398.9363526,806.8655684,334.0493508,1140.914919
Baseline,NZT,w22,2032-06-01,2032,6,437.0868764,441.4514523,904.6019762,1346.053428
Baseline,NZT,w22,2032-07-01,2032,7,522.1723812,705.9787357,337.7647501,1043.743486
Baseline,NZT,w22,2032-08-01,2032,8,553.2354755,879.4542405,506.3564764,1385.810717
Baseline,NZT,w22,2032-09-01,2032,9,535.4105849,985.0363532,436.2132085,1421.249562
Baseline,NZT,w22,2032-10-01,2032,10,540.7914907,924.788298,408.1761098,1332.964408
Baseline,NZT,w22,2032-11-01,2032,11,560.0825,891.9634434,410.2815137,1302.244957
Baseline,NZT,w22,2032-12-01,2032,12,228.8082572,901.3931153,1444.90537,2346.298486
Baseline,NZT,w22,2033-01-01,2033,1,261.83,856.0209138,306.7315862,1162.7525
Baseline,NZT,w22,2033-02-01,2033,2,261.83,926.5376591,462.4623409,1389
Baseline,NZT,w22,2033-03-01,2033,3,325.1698706,903.3483054,277.1370829,1180.485388
Baseline,NZT,w22,2033-04-01,2033,4,383.6857149,941.0532545,315.7840946,1256.837349
