Hydrology,Scenario,Representative_w,Year,Month,Tech,GWh,Date
Baseline,BRIDGE,w17,2026,1,IMPORTS,0,2026-01-01
Baseline,BRIDGE,w17,2026,1,NUCLEAR,0,2026-01-01
Baseline,BRIDGE,w17,2026,1,PV,189.8627599,2026-01-01
Baseline,BRIDGE,w17,2026,1,WIND,113.7961371,2026-01-01
Baseline,BRIDGE,w17,2026,2,BIOENERGY,92.90429982,2026-02-01
Baseline,BRIDGE,w17,2026,2,DIESEL,0,2026-02-01
Baseline,BRIDGE,w17,2026,2,FUEL OIL,502.9969546,2026-02-01
Baseline,BRIDGE,w17,2026,2,GAS,190.3844995,2026-02-01
Baseline,BRIDGE,w17,2026,2,GEOTHERMAL,0,2026-02-01
Baseline,BRIDGE,w17,2026,2,HYDRO,2459.417687,2026-02-01
Baseline,BRIDGE,w17,2026,2,IMPORTS,0,2026-02-01
Baseline,BRIDGE,w17,2026,2,NUCLEAR,0,2026-02-01
Baseline,BRIDGE,w17,2026,2,PV,198.7084684,2026-02-01
Baseline,BRIDGE,w17,2026,2,WIND,124.1972932,2026-02-01
Baseline,BRIDGE,w17,2026,3,BIOENERGY,84.40247328,2026-03-01
Baseline,BRIDGE,w17,2026,3,DIESEL,0,2026-03-01
Baseline,BRIDGE,w17,2026,3,FUEL OIL,107.2643368,2026-03-01
Baseline,BRIDGE,w17,2026,3,GAS,0,2026-03-01
Baseline,BRIDGE,w17,2026,3,GEOTHERMAL,0,2026-03-01
Baseline,BRIDGE,w17,2026,3,HYDRO,3182.107002,2026-03-01
Baseline,BRIDGE,w17,2026,3,IMPORTS,0,2026-03-01
Baseline,BRIDGE,w17,2026,3,NUCLEAR,0,2026-03-01
Baseline,BRIDGE,w17,2026,3,PV,168.188472,2026-03-01
Baseline,BRIDGE,w17,2026,3,WIND,88.84961806,2026-03-01
Baseline,BRIDGE,w17,2026,4,BIOENERGY,92.91829624,2026-04-01
Baseline,BRIDGE,w17,2026,4,DIESEL,0,2026-04-01
Baseline,BRIDGE,w17,2026,4,FUEL OIL,34.37525154,2026-04-01
Baseline,BRIDGE,w17,2026,4,GAS,0,2026-04-01
Baseline,BRIDGE,w17,2026,4,GEOTHERMAL,0,2026-04-01
Baseline,BRIDGE,w17,2026,4,HYDRO,3240.221132,2026-04-01
Baseline,BRIDGE,w17,2026,4,IMPORTS,0,2026-04-01
Baseline,BRIDGE,w17,2026,4,NUCLEAR,0,2026-04-01
Baseline,BRIDGE,w17,2026,4,PV,170.1314108,2026-04-01
Baseline,BRIDGE,w17,2026,4,WIND,111.6256403,2026-04-01
Baseline,BRIDGE,w17,2026,5,BIOENERGY,88.27525955,2026-05-01
Baseline,BRIDGE,w17,2026,5,DIESEL,0,2026-05-01
Baseline,BRIDGE,w17,2026,5,FUEL OIL,83.94274187,2026-05-01
Baseline,BRIDGE,w17,2026,5,GAS,0,2026-05-01
Baseline,BRIDGE,w17,2026,5,GEOTHERMAL,0,2026-05-01
Baseline,BRIDGE,w17,2026,5,HYDRO,3194.492124,2026-05-01
Baseline,BRIDGE,w17,2026,5,IMPORTS,0,2026-05-01
Baseline,BRIDGE,w17,2026,5,NUCLEAR,0,2026-05-01
Baseline,BRIDGE,w17,2026,5,PV,163.7244786,2026-05-01
Baseline,BRIDGE,w17,2026,5,WIND,100.7744176,2026-05-01
Baseline,BRIDGE,w17,2026,6,BIOENERGY,0,2026-06-01
Baseline,BRIDGE,w17,2026,6,DIESEL,0,2026-06-01
Baseline,BRIDGE,w17,2026,6,FUEL OIL,35.80062675,2026-06-01
Baseline,BRIDGE,w17,2026,6,GAS,0,2026-06-01
Baseline,BRIDGE,w17,2026,6,GEOTHERMAL,0,2026-06-01
Baseline,BRIDGE,w17,2026,6,HYDRO,3248.943479,2026-06-01
Baseline,BRIDGE,w17,2026,6,IMPORTS,0,2026-06-01
Baseline,BRIDGE,w17,2026,6,NUCLEAR,0,2026-06-01
Baseline,BRIDGE,w17,2026,6,PV,164.8329196,2026-06-01
Baseline,BRIDGE,w17,2026,6,WIND,101.7313173,2026-06-01
Baseline,BRIDGE,w17,2026,7,BIOENERGY,0,2026-07-01
Baseline,BRIDGE,w17,2026,7,DIESEL,0,2026-07-01
Baseline,BRIDGE,w17,2026,7,FUEL OIL,13.08648162,2026-07-01
Baseline,BRIDGE,w17,2026,7,GAS,0,2026-07-01
Baseline,BRIDGE,w17,2026,7,GEOTHERMAL,0,2026-07-01
Baseline,BRIDGE,w17,2026,7,HYDRO,3214.211119,2026-07-01
Baseline,BRIDGE,w17,2026,7,IMPORTS,0,2026-07-01
Baseline,BRIDGE,w17,2026,7,NUCLEAR,0,2026-07-01
Baseline,BRIDGE,w17,2026,7,PV,176.6856581,2026-07-01
Baseline,BRIDGE,w17,2026,7,WIND,100.2442414,2026-07-01
Baseline,BRIDGE,w17,2026,8,BIOENERGY,94.40060315,2026-08-01
Baseline,BRIDGE,w17,2026,8,DIESEL,0,2026-08-01
Baseline,BRIDGE,w17,2026,8,FUEL OIL,440.7297943,2026-08-01
Baseline,BRIDGE,w17,2026,8,GAS,196.3773978,2026-08-01
Baseline,BRIDGE,w17,2026,8,GEOTHERMAL,0,2026-08-01
Baseline,BRIDGE,w17,2026,8,HYDRO,2445.873023,2026-08-01
Baseline,BRIDGE,w17,2026,8,IMPORTS,0,2026-08-01
Baseline,BRIDGE,w17,2026,8,NUCLEAR,0,2026-08-01
Baseline,BRIDGE,w17,2026,8,PV,211.3086249,2026-08-01
Baseline,BRIDGE,w17,2026,8,WIND,105.9475588,2026-08-01
Baseline,BRIDGE,w17,2026,9,BIOENERGY,95.12261303,2026-09-01
Baseline,BRIDGE,w17,2026,9,DIESEL,0,2026-09-01
Baseline,BRIDGE,w17,2026,9,FUEL OIL,604.2739902,2026-09-01
Baseline,BRIDGE,w17,2026,9,GAS,146.4657589,2026-09-01
Baseline,BRIDGE,w17,2026,9,GEOTHERMAL,0,2026-09-01
Baseline,BRIDGE,w17,2026,9,HYDRO,2420.642479,2026-09-01
Baseline,BRIDGE,w17,2026,9,IMPORTS,0,2026-09-01
Baseline,BRIDGE,w17,2026,9,NUCLEAR,0,2026-09-01
Baseline,BRIDGE,w17,2026,9,PV,203.5657102,2026-09-01
Baseline,BRIDGE,w17,2026,9,WIND,106.2389673,2026-09-01
Baseline,BRIDGE,w17,2026,10,BIOENERGY,96.79315124,2026-10-01
Baseline,BRIDGE,w17,2026,10,DIESEL,0,2026-10-01
Baseline,BRIDGE,w17,2026,10,FUEL OIL,637.6500381,2026-10-01
Baseline,BRIDGE,w17,2026,10,GAS,192.9330626,2026-10-01
Baseline,BRIDGE,w17,2026,10,GEOTHERMAL,0,2026-10-01
Baseline,BRIDGE,w17,2026,10,HYDRO,2362.231205,2026-10-01
Baseline,BRIDGE,w17,2026,10,IMPORTS,0,2026-10-01
Baseline,BRIDGE,w17,2026,10,NUCLEAR,0,2026-10-01
Baseline,BRIDGE,w17,2026,10,PV,200.3869302,2026-10-01
Baseline,BRIDGE,w17,2026,10,WIND,98.03415977,2026-10-01
Baseline,BRIDGE,w17,2026,11,BIOENERGY,96.55409869,2026-11-01
Baseline,BRIDGE,w17,2026,11,DIESEL,0,2026-11-01
Baseline,BRIDGE,w17,2026,11,FUEL OIL,710.7692336,2026-11-01
Baseline,BRIDGE,w17,2026,11,GAS,178.6396874,2026-11-01
Baseline,BRIDGE,w17,2026,11,GEOTHERMAL,0,2026-11-01
Baseline,BRIDGE,w17,2026,11,HYDRO,2362.004869,2026-11-01
Baseline,BRIDGE,w17,2026,11,IMPORTS,0,2026-11-01
Baseline,BRIDGE,w17,2026,11,NUCLEAR,0,2026-11-01
Baseline,BRIDGE,w17,2026,11,PV,211.3064438,2026-11-01
Baseline,BRIDGE,w17,2026,11,WIND,101.3621649,2026-11-01
Baseline,BRIDGE,w17,2026,12,BIOENERGY,93.9986514,2026-12-01
Baseline,BRIDGE,w17,2026,12,DIESEL,42.22526995,2026-12-01
Baseline,BRIDGE,w17,2026,12,FUEL OIL,693.6908287,2026-12-01
Baseline,BRIDGE,w17,2026,12,GAS,186.4492883,2026-12-01
Baseline,BRIDGE,w17,2026,12,GEOTHERMAL,0,2026-12-01
Baseline,BRIDGE,w17,2026,12,HYDRO,2408.240757,2026-12-01
Baseline,BRIDGE,w17,2026,12,IMPORTS,0,2026-12-01
Baseline,BRIDGE,w17,2026,12,NUCLEAR,0,2026-12-01
Baseline,BRIDGE,w17,2026,12,PV,209.3356198,2026-12-01
Baseline,BRIDGE,w17,2026,12,WIND,114.2137628,2026-12-01
Baseline,BRIDGE,w17,2027,1,BIOENERGY,93.35833065,2027-01-01
Baseline,BRIDGE,w17,2027,1,DIESEL,0,2027-01-01
Baseline,BRIDGE,w17,2027,1,FUEL OIL,584.7616877,2027-01-01
Baseline,BRIDGE,w17,2027,1,GAS,63.58723117,2027-01-01
Baseline,BRIDGE,w17,2027,1,GEOTHERMAL,0,2027-01-01
Baseline,BRIDGE,w17,2027,1,HYDRO,2576.000052,2027-01-01
Baseline,BRIDGE,w17,2027,1,IMPORTS,0,2027-01-01
Baseline,BRIDGE,w17,2027,1,NUCLEAR,0,2027-01-01
Baseline,BRIDGE,w17,2027,1,PV,260.5795711,2027-01-01
Baseline,BRIDGE,w17,2027,1,WIND,108.6749431,2027-01-01
Baseline,BRIDGE,w17,2027,2,BIOENERGY,89.33985105,2027-02-01
Baseline,BRIDGE,w17,2027,2,DIESEL,0,2027-02-01
Baseline,BRIDGE,w17,2027,2,FUEL OIL,630.7586164,2027-02-01
Baseline,BRIDGE,w17,2027,2,GAS,63.75576938,2027-02-01
Baseline,BRIDGE,w17,2027,2,GEOTHERMAL,0,2027-02-01
Baseline,BRIDGE,w17,2027,2,HYDRO,2518.522459,2027-02-01
Baseline,BRIDGE,w17,2027,2,IMPORTS,0,2027-02-01
Baseline,BRIDGE,w17,2027,2,NUCLEAR,0,2027-02-01
Baseline,BRIDGE,w17,2027,2,PV,261.0453144,2027-02-01
Baseline,BRIDGE,w17,2027,2,WIND,105.1082501,2027-02-01
Baseline,BRIDGE,w17,2027,3,BIOENERGY,0,2027-03-01
Baseline,BRIDGE,w17,2027,3,DIESEL,0,2027-03-01
Baseline,BRIDGE,w17,2027,3,FUEL OIL,14.06989063,2027-03-01
Baseline,BRIDGE,w17,2027,3,GAS,0,2027-03-01
Baseline,BRIDGE,w17,2027,3,GEOTHERMAL,0,2027-03-01
Baseline,BRIDGE,w17,2027,3,HYDRO,3420.550239,2027-03-01
Baseline,BRIDGE,w17,2027,3,IMPORTS,0,2027-03-01
Baseline,BRIDGE,w17,2027,3,NUCLEAR,0,2027-03-01
Baseline,BRIDGE,w17,2027,3,PV,201.480987,2027-03-01
Baseline,BRIDGE,w17,2027,3,WIND,96.37351858,2027-03-01
Baseline,BRIDGE,w17,2027,4,BIOENERGY,0,2027-04-01
Baseline,BRIDGE,w17,2027,4,DIESEL,0,2027-04-01
Baseline,BRIDGE,w17,2027,4,FUEL OIL,15.18013084,2027-04-01
Baseline,BRIDGE,w17,2027,4,GAS,0,2027-04-01
Baseline,BRIDGE,w17,2027,4,GEOTHERMAL,0,2027-04-01
Baseline,BRIDGE,w17,2027,4,HYDRO,3419.95287,2027-04-01
Baseline,BRIDGE,w17,2027,4,IMPORTS,0,2027-04-01
Baseline,BRIDGE,w17,2027,4,NUCLEAR,0,2027-04-01
Baseline,BRIDGE,w17,2027,4,PV,216.8104384,2027-04-01
Baseline,BRIDGE,w17,2027,4,WIND,99.50790021,2027-04-01
Baseline,BRIDGE,w17,2027,5,BIOENERGY,0,2027-05-01
Baseline,BRIDGE,w17,2027,5,DIESEL,0,2027-05-01
Baseline,BRIDGE,w17,2027,5,FUEL OIL,14.09377483,2027-05-01
Baseline,BRIDGE,w17,2027,5,GAS,0,2027-05-01
Baseline,BRIDGE,w17,2027,5,GEOTHERMAL,0,2027-05-01
Baseline,BRIDGE,w17,2027,5,HYDRO,3404.156995,2027-05-01
Baseline,BRIDGE,w17,2027,5,IMPORTS,0,2027-05-01
Baseline,BRIDGE,w17,2027,5,NUCLEAR,0,2027-05-01
Baseline,BRIDGE,w17,2027,5,PV,217.4844516,2027-05-01
Baseline,BRIDGE,w17,2027,5,WIND,97.14765215,2027-05-01
Baseline,BRIDGE,w17,2027,6,BIOENERGY,0,2027-06-01
Baseline,BRIDGE,w17,2027,6,DIESEL,0,2027-06-01
Baseline,BRIDGE,w17,2027,6,FUEL OIL,13.24692973,2027-06-01
Baseline,BRIDGE,w17,2027,6,GAS,0,2027-06-01
Baseline,BRIDGE,w17,2027,6,GEOTHERMAL,0,2027-06-01
Baseline,BRIDGE,w17,2027,6,HYDRO,3323.265461,2027-06-01
Baseline,BRIDGE,w17,2027,6,IMPORTS,0,2027-06-01
Baseline,BRIDGE,w17,2027,6,NUCLEAR,0,2027-06-01
Baseline,BRIDGE,w17,2027,6,PV,214.8919711,2027-06-01
Baseline,BRIDGE,w17,2027,6,WIND,99.34061485,2027-06-01
Baseline,BRIDGE,w17,2027,7,BIOENERGY,0,2027-07-01
Baseline,BRIDGE,w17,2027,7,DIESEL,0,2027-07-01
Baseline,BRIDGE,w17,2027,7,FUEL OIL,12.99294759,2027-07-01
Baseline,BRIDGE,w17,2027,7,GAS,0,2027-07-01
Baseline,BRIDGE,w17,2027,7,GEOTHERMAL,0,2027-07-01
Baseline,BRIDGE,w17,2027,7,HYDRO,3281.310844,2027-07-01
Baseline,BRIDGE,w17,2027,7,IMPORTS,0,2027-07-01
Baseline,BRIDGE,w17,2027,7,NUCLEAR,0,2027-07-01
Baseline,BRIDGE,w17,2027,7,PV,205.5343817,2027-07-01
Baseline,BRIDGE,w17,2027,7,WIND,102.5076969,2027-07-01
Baseline,BRIDGE,w17,2027,8,BIOENERGY,87.74846134,2027-08-01
Baseline,BRIDGE,w17,2027,8,DIESEL,0,2027-08-01
Baseline,BRIDGE,w17,2027,8,FUEL OIL,593.0144094,2027-08-01
Baseline,BRIDGE,w17,2027,8,GAS,62.60663355,2027-08-01
Baseline,BRIDGE,w17,2027,8,GEOTHERMAL,0,2027-08-01
Baseline,BRIDGE,w17,2027,8,HYDRO,2455.987019,2027-08-01
Baseline,BRIDGE,w17,2027,8,IMPORTS,0,2027-08-01
Baseline,BRIDGE,w17,2027,8,NUCLEAR,0,2027-08-01
Baseline,BRIDGE,w17,2027,8,PV,261.1081574,2027-08-01
Baseline,BRIDGE,w17,2027,8,WIND,132.0221574,2027-08-01
Baseline,BRIDGE,w17,2027,9,BIOENERGY,89.50396299,2027-09-01
Baseline,BRIDGE,w17,2027,9,DIESEL,0,2027-09-01
Baseline,BRIDGE,w17,2027,9,FUEL OIL,515.8427251,2027-09-01
Baseline,BRIDGE,w17,2027,9,GAS,62.233947,2027-09-01
Baseline,BRIDGE,w17,2027,9,GEOTHERMAL,0,2027-09-01
Baseline,BRIDGE,w17,2027,9,HYDRO,2637.399461,2027-09-01
Baseline,BRIDGE,w17,2027,9,IMPORTS,0,2027-09-01
Baseline,BRIDGE,w17,2027,9,NUCLEAR,0,2027-09-01
Baseline,BRIDGE,w17,2027,9,PV,252.4216822,2027-09-01
Baseline,BRIDGE,w17,2027,9,WIND,119.044407,2027-09-01
Baseline,BRIDGE,w17,2027,10,BIOENERGY,90.416476,2027-10-01
Baseline,BRIDGE,w17,2027,10,DIESEL,0,2027-10-01
Baseline,BRIDGE,w17,2027,10,FUEL OIL,582.5538958,2027-10-01
Baseline,BRIDGE,w17,2027,10,GAS,63.29720756,2027-10-01
Baseline,BRIDGE,w17,2027,10,GEOTHERMAL,0,2027-10-01
Baseline,BRIDGE,w17,2027,10,HYDRO,2582.090379,2027-10-01
Baseline,BRIDGE,w17,2027,10,IMPORTS,0,2027-10-01
Baseline,BRIDGE,w17,2027,10,NUCLEAR,0,2027-10-01
Baseline,BRIDGE,w17,2027,10,PV,252.644942,2027-10-01
Baseline,BRIDGE,w17,2027,10,WIND,117.4904457,2027-10-01
Baseline,BRIDGE,w17,2027,11,BIOENERGY,90.59359959,2027-11-01
Baseline,BRIDGE,w17,2027,11,DIESEL,0,2027-11-01
Baseline,BRIDGE,w17,2027,11,FUEL OIL,692.8741297,2027-11-01
Baseline,BRIDGE,w17,2027,11,GAS,62.79625281,2027-11-01
Baseline,BRIDGE,w17,2027,11,GEOTHERMAL,0,2027-11-01
Baseline,BRIDGE,w17,2027,11,HYDRO,2546.595141,2027-11-01
Baseline,BRIDGE,w17,2027,11,IMPORTS,0,2027-11-01
Baseline,BRIDGE,w17,2027,11,NUCLEAR,0,2027-11-01
Baseline,BRIDGE,w17,2027,11,PV,254.4081039,2027-11-01
Baseline,BRIDGE,w17,2027,11,WIND,115.8670927,2027-11-01
Baseline,BRIDGE,w17,2027,12,BIOENERGY,91.97267978,2027-12-01
Baseline,BRIDGE,w17,2027,12,DIESEL,32.05789185,2027-12-01
Baseline,BRIDGE,w17,2027,12,FUEL OIL,816.6355944,2027-12-01
Baseline,BRIDGE,w17,2027,12,GAS,90.90659278,2027-12-01
Baseline,BRIDGE,w17,2027,12,GEOTHERMAL,0,2027-12-01
Baseline,BRIDGE,w17,2027,12,HYDRO,2449.150449,2027-12-01
Baseline,BRIDGE,w17,2027,12,IMPORTS,0,2027-12-01
Baseline,BRIDGE,w17,2027,12,NUCLEAR,0,2027-12-01
Baseline,BRIDGE,w17,2027,12,PV,253.5764619,2027-12-01
Baseline,BRIDGE,w17,2027,12,WIND,118.8028255,2027-12-01
Baseline,BRIDGE,w17,2028,1,BIOENERGY,89.8895586,2028-01-01
Baseline,BRIDGE,w17,2028,1,DIESEL,0,2028-01-01
Baseline,BRIDGE,w17,2028,1,FUEL OIL,627.7118634,2028-01-01
Baseline,BRIDGE,w17,2028,1,GAS,62.56117561,2028-01-01
Baseline,BRIDGE,w17,2028,1,GEOTHERMAL,0,2028-01-01
Baseline,BRIDGE,w17,2028,1,HYDRO,2567.449269,2028-01-01
Baseline,BRIDGE,w17,2028,1,IMPORTS,0,2028-01-01
Baseline,BRIDGE,w17,2028,1,NUCLEAR,0,2028-01-01
Baseline,BRIDGE,w17,2028,1,PV,313.6568049,2028-01-01
Baseline,BRIDGE,w17,2028,1,WIND,162.1107313,2028-01-01
Baseline,BRIDGE,w17,2028,2,BIOENERGY,93.86883663,2028-02-01
Baseline,BRIDGE,w17,2028,2,DIESEL,0,2028-02-01
Baseline,BRIDGE,w17,2028,2,FUEL OIL,531.9711883,2028-02-01
Baseline,BRIDGE,w17,2028,2,GAS,62.90955247,2028-02-01
Baseline,BRIDGE,w17,2028,2,GEOTHERMAL,0,2028-02-01
Baseline,BRIDGE,w17,2028,2,HYDRO,2659.317763,2028-02-01
Baseline,BRIDGE,w17,2028,2,IMPORTS,0,2028-02-01
Baseline,BRIDGE,w17,2028,2,NUCLEAR,0,2028-02-01
Baseline,BRIDGE,w17,2028,2,PV,299.8356346,2028-02-01
Baseline,BRIDGE,w17,2028,2,WIND,156.362905,2028-02-01
Baseline,BRIDGE,w17,2028,3,BIOENERGY,0,2028-03-01
Baseline,BRIDGE,w17,2028,3,DIESEL,0,2028-03-01
Baseline,BRIDGE,w17,2028,3,FUEL OIL,0,2028-03-01
Baseline,BRIDGE,w17,2028,3,GAS,0,2028-03-01
Baseline,BRIDGE,w17,2028,3,GEOTHERMAL,0,2028-03-01
Baseline,BRIDGE,w17,2028,3,HYDRO,3470.803197,2028-03-01
Baseline,BRIDGE,w17,2028,3,IMPORTS,0,2028-03-01
Baseline,BRIDGE,w17,2028,3,NUCLEAR,0,2028-03-01
Baseline,BRIDGE,w17,2028,3,PV,254.8468566,2028-03-01
Baseline,BRIDGE,w17,2028,3,WIND,144.9261424,2028-03-01
Baseline,BRIDGE,w17,2028,4,BIOENERGY,0,2028-04-01
Baseline,BRIDGE,w17,2028,4,DIESEL,0,2028-04-01
Baseline,BRIDGE,w17,2028,4,FUEL OIL,0,2028-04-01
Baseline,BRIDGE,w17,2028,4,GAS,0,2028-04-01
Baseline,BRIDGE,w17,2028,4,GEOTHERMAL,0,2028-04-01
Baseline,BRIDGE,w17,2028,4,HYDRO,3492.535842,2028-04-01
Baseline,BRIDGE,w17,2028,4,IMPORTS,0,2028-04-01
Baseline,BRIDGE,w17,2028,4,NUCLEAR,0,2028-04-01
Baseline,BRIDGE,w17,2028,4,PV,256.7805658,2028-04-01
Baseline,BRIDGE,w17,2028,4,WIND,140.938631,2028-04-01
Baseline,BRIDGE,w17,2028,5,BIOENERGY,0,2028-05-01
Baseline,BRIDGE,w17,2028,5,DIESEL,0,2028-05-01
Baseline,BRIDGE,w17,2028,5,FUEL OIL,0,2028-05-01
Baseline,BRIDGE,w17,2028,5,GAS,0,2028-05-01
Baseline,BRIDGE,w17,2028,5,GEOTHERMAL,0,2028-05-01
Baseline,BRIDGE,w17,2028,5,HYDRO,3476.794018,2028-05-01
Baseline,BRIDGE,w17,2028,5,IMPORTS,0,2028-05-01
Baseline,BRIDGE,w17,2028,5,NUCLEAR,0,2028-05-01
Baseline,BRIDGE,w17,2028,5,PV,264.7594791,2028-05-01
Baseline,BRIDGE,w17,2028,5,WIND,129.4460429,2028-05-01
Baseline,BRIDGE,w17,2028,6,BIOENERGY,0,2028-06-01
Baseline,BRIDGE,w17,2028,6,DIESEL,0,2028-06-01
Baseline,BRIDGE,w17,2028,6,FUEL OIL,0,2028-06-01
Baseline,BRIDGE,w17,2028,6,GAS,0,2028-06-01
Baseline,BRIDGE,w17,2028,6,GEOTHERMAL,0,2028-06-01
Baseline,BRIDGE,w17,2028,6,HYDRO,3407.990511,2028-06-01
Baseline,BRIDGE,w17,2028,6,IMPORTS,0,2028-06-01
Baseline,BRIDGE,w17,2028,6,NUCLEAR,0,2028-06-01
Baseline,BRIDGE,w17,2028,6,PV,252.638109,2028-06-01
Baseline,BRIDGE,w17,2028,6,WIND,125.1939202,2028-06-01
Baseline,BRIDGE,w17,2028,7,BIOENERGY,0,2028-07-01
Baseline,BRIDGE,w17,2028,7,DIESEL,0,2028-07-01
Baseline,BRIDGE,w17,2028,7,FUEL OIL,0,2028-07-01
Baseline,BRIDGE,w17,2028,7,GAS,0,2028-07-01
Baseline,BRIDGE,w17,2028,7,GEOTHERMAL,0,2028-07-01
Baseline,BRIDGE,w17,2028,7,HYDRO,3354.205063,2028-07-01
Baseline,BRIDGE,w17,2028,7,IMPORTS,0,2028-07-01
Baseline,BRIDGE,w17,2028,7,NUCLEAR,0,2028-07-01
Baseline,BRIDGE,w17,2028,7,PV,246.3158871,2028-07-01
Baseline,BRIDGE,w17,2028,7,WIND,135.1117172,2028-07-01
Baseline,BRIDGE,w17,2028,8,BIOENERGY,89.64921372,2028-08-01
Baseline,BRIDGE,w17,2028,8,DIESEL,0,2028-08-01
Baseline,BRIDGE,w17,2028,8,FUEL OIL,571.8437746,2028-08-01
Baseline,BRIDGE,w17,2028,8,GAS,62.31013581,2028-08-01
Baseline,BRIDGE,w17,2028,8,GEOTHERMAL,0,2028-08-01
Baseline,BRIDGE,w17,2028,8,HYDRO,2556.345183,2028-08-01
Baseline,BRIDGE,w17,2028,8,IMPORTS,0,2028-08-01
Baseline,BRIDGE,w17,2028,8,NUCLEAR,0,2028-08-01
Baseline,BRIDGE,w17,2028,8,PV,301.5720908,2028-08-01
Baseline,BRIDGE,w17,2028,8,WIND,143.688453,2028-08-01
Baseline,BRIDGE,w17,2028,9,BIOENERGY,87.60710516,2028-09-01
Baseline,BRIDGE,w17,2028,9,DIESEL,0,2028-09-01
Baseline,BRIDGE,w17,2028,9,FUEL OIL,498.3087127,2028-09-01
Baseline,BRIDGE,w17,2028,9,GAS,63.14273917,2028-09-01
Baseline,BRIDGE,w17,2028,9,GEOTHERMAL,0,2028-09-01
Baseline,BRIDGE,w17,2028,9,HYDRO,2698.869197,2028-09-01
Baseline,BRIDGE,w17,2028,9,IMPORTS,0,2028-09-01
Baseline,BRIDGE,w17,2028,9,NUCLEAR,0,2028-09-01
Baseline,BRIDGE,w17,2028,9,PV,303.7165863,2028-09-01
Baseline,BRIDGE,w17,2028,9,WIND,160.8303537,2028-09-01
Baseline,BRIDGE,w17,2028,10,BIOENERGY,83.43161177,2028-10-01
Baseline,BRIDGE,w17,2028,10,DIESEL,0,2028-10-01
Baseline,BRIDGE,w17,2028,10,FUEL OIL,504.4601811,2028-10-01
Baseline,BRIDGE,w17,2028,10,GAS,64.37233905,2028-10-01
Baseline,BRIDGE,w17,2028,10,GEOTHERMAL,0,2028-10-01
Baseline,BRIDGE,w17,2028,10,HYDRO,2693.985344,2028-10-01
Baseline,BRIDGE,w17,2028,10,IMPORTS,0,2028-10-01
Baseline,BRIDGE,w17,2028,10,NUCLEAR,0,2028-10-01
Baseline,BRIDGE,w17,2028,10,PV,314.9336218,2028-10-01
Baseline,BRIDGE,w17,2028,10,WIND,163.7845024,2028-10-01
Baseline,BRIDGE,w17,2028,11,BIOENERGY,84.92759646,2028-11-01
Baseline,BRIDGE,w17,2028,11,DIESEL,0,2028-11-01
Baseline,BRIDGE,w17,2028,11,FUEL OIL,767.8375901,2028-11-01
Baseline,BRIDGE,w17,2028,11,GAS,63.67638855,2028-11-01
Baseline,BRIDGE,w17,2028,11,GEOTHERMAL,0,2028-11-01
Baseline,BRIDGE,w17,2028,11,HYDRO,2502.889522,2028-11-01
Baseline,BRIDGE,w17,2028,11,IMPORTS,0,2028-11-01
Baseline,BRIDGE,w17,2028,11,NUCLEAR,0,2028-11-01
Baseline,BRIDGE,w17,2028,11,PV,332.7540884,2028-11-01
Baseline,BRIDGE,w17,2028,11,WIND,150.2851042,2028-11-01
Baseline,BRIDGE,w17,2028,12,BIOENERGY,88.81424004,2028-12-01
Baseline,BRIDGE,w17,2028,12,DIESEL,0,2028-12-01
Baseline,BRIDGE,w17,2028,12,FUEL OIL,790.559961,2028-12-01
Baseline,BRIDGE,w17,2028,12,GAS,103.0639892,2028-12-01
Baseline,BRIDGE,w17,2028,12,GEOTHERMAL,0,2028-12-01
Baseline,BRIDGE,w17,2028,12,HYDRO,2550.048445,2028-12-01
Baseline,BRIDGE,w17,2028,12,IMPORTS,0,2028-12-01
Baseline,BRIDGE,w17,2028,12,NUCLEAR,0,2028-12-01
Baseline,BRIDGE,w17,2028,12,PV,312.6927773,2028-12-01
Baseline,BRIDGE,w17,2028,12,WIND,150.4878751,2028-12-01
Baseline,BRIDGE,w17,2029,1,BIOENERGY,84.76776117,2029-01-01
Baseline,BRIDGE,w17,2029,1,DIESEL,188.0414574,2029-01-01
Baseline,BRIDGE,w17,2029,1,FUEL OIL,473.9743938,2029-01-01
Baseline,BRIDGE,w17,2029,1,GAS,283.8887716,2029-01-01
Baseline,BRIDGE,w17,2029,1,GEOTHERMAL,0,2029-01-01
Baseline,BRIDGE,w17,2029,1,HYDRO,2481.915351,2029-01-01
Baseline,BRIDGE,w17,2029,1,IMPORTS,0,2029-01-01
Baseline,BRIDGE,w17,2029,1,NUCLEAR,0,2029-01-01
Baseline,BRIDGE,w17,2029,1,PV,291.5097865,2029-01-01
Baseline,BRIDGE,w17,2029,1,WIND,179.8638169,2029-01-01
Baseline,BRIDGE,w17,2029,2,BIOENERGY,84.90541076,2029-02-01
Baseline,BRIDGE,w17,2029,2,DIESEL,387.0312192,2029-02-01
Baseline,BRIDGE,w17,2029,2,FUEL OIL,462.2941196,2029-02-01
Baseline,BRIDGE,w17,2029,2,GAS,280.2090094,2029-02-01
Baseline,BRIDGE,w17,2029,2,GEOTHERMAL,0,2029-02-01
Baseline,BRIDGE,w17,2029,2,HYDRO,2256.163349,2029-02-01
Baseline,BRIDGE,w17,2029,2,IMPORTS,0,2029-02-01
Baseline,BRIDGE,w17,2029,2,NUCLEAR,0,2029-02-01
