Hydrology,Scenario,Representative_w,Date,Year,Month,MW,ENS_GWh,CO2_kt
Baseline,BRIDGE,w17,2029-11-01,2029,11,423.5697752,0,511.4590275
Baseline,BRIDGE,w17,2029-12-01,2029,12,433.6963868,0,551.850811
Baseline,BRIDGE,w17,2030-01-01,2030,1,432.8407995,0,95.09811648
Baseline,BRIDGE,w17,2030-02-01,2030,2,430.6769775,0,111.5136544
Baseline,BRIDGE,w17,2030-03-01,2030,3,438.1838994,0,24.09934006
Baseline,BRIDGE,w17,2030-04-01,2030,4,440.4117206,0,23.57035085
Baseline,BRIDGE,w17,2030-05-01,2030,5,438.2318257,0,23.55462499
Baseline,BRIDGE,w17,2030-06-01,2030,6,428.5890262,0,0
Baseline,BRIDGE,w17,2030-07-01,2030,7,422.907083,0,0
Baseline,BRIDGE,w17,2030-08-01,2030,8,421.7496554,0,102.8487453
Baseline,BRIDGE,w17,2030-09-01,2030,9,431.6062888,0,208.272427
Baseline,BRIDGE,w17,2030-10-01,2030,10,433.0205977,0,53.90035289
Baseline,BRIDGE,w17,2030-11-01,2030,11,441.7832755,0,197.8614069
Baseline,BRIDGE,w17,2030-12-01,2030,12,452.3453315,0,312.0384292
Baseline,BRIDGE,w17,2031-01-01,2031,1,450.1544315,0,281.0542364
Baseline,BRIDGE,w17,2031-02-01,2031,2,447.9040566,0,84.64179027
Baseline,BRIDGE,w17,2031-03-01,2031,3,455.7112553,0,0
Baseline,BRIDGE,w17,2031-04-01,2031,4,458.0281894,0,0
Baseline,BRIDGE,w17,2031-05-01,2031,5,455.7610987,0,0
Baseline,BRIDGE,w17,2031-06-01,2031,6,445.7325873,0,0
Baseline,BRIDGE,w17,2031-07-01,2031,7,439.8233663,0,0
Baseline,BRIDGE,w17,2031-08-01,2031,8,438.6196416,0,141.0948197
Baseline,BRIDGE,w17,2031-09-01,2031,9,448.8705404,0,213.2886865
Baseline,BRIDGE,w17,2031-10-01,2031,10,450.3414216,0,128.4801369
Baseline,BRIDGE,w17,2031-11-01,2031,11,459.4546065,0,175.8213221
Baseline,BRIDGE,w17,2031-12-01,2031,12,470.4391447,0,280.8617677
Baseline,BRIDGE,w17,2032-01-01,2032,1,468.1606088,0,83.92700861
Baseline,BRIDGE,w17,2032-02-01,2032,2,465.8202189,0,184.5948939
Baseline,BRIDGE,w17,2032-03-01,2032,3,473.9397055,0,0
Baseline,BRIDGE,w17,2032-04-01,2032,4,476.349317,0,0
Baseline,BRIDGE,w17,2032-05-01,2032,5,473.9915426,0,0
Baseline,BRIDGE,w17,2032-06-01,2032,6,463.5618908,0,0
Baseline,BRIDGE,w17,2032-07-01,2032,7,457.416301,0,0
Baseline,BRIDGE,w17,2032-08-01,2032,8,456.1644272,0,44.60497241
Baseline,BRIDGE,w17,2032-09-01,2032,9,466.825362,0,68.51905064
Baseline,BRIDGE,w17,2032-10-01,2032,10,468.3550785,0,92.27914583
Baseline,BRIDGE,w17,2032-11-01,2032,11,477.8327908,0,154.1854687
Baseline,BRIDGE,w17,2032-12-01,2032,12,489.2567105,0,352.5873251
Baseline,BRIDGE,w17,2033-01-01,2033,1,477.523821,0,90.9154774
Baseline,BRIDGE,w17,2033-02-01,2033,2,475.1366232,0,69.4438855
Baseline,BRIDGE,w17,2033-03-01,2033,3,483.4184996,0,0
Baseline,BRIDGE,w17,2033-04-01,2033,4,485.8763033,0,0
Baseline,BRIDGE,w17,2033-05-01,2033,5,483.4713735,0,0
Baseline,BRIDGE,w17,2033-06-01,2033,6,472.8331286,0,0
Baseline,BRIDGE,w17,2033-07-01,2033,7,466.564627,0,0
Baseline,BRIDGE,w17,2033-08-01,2033,8,465.2877158,0,69.99736009
Baseline,BRIDGE,w17,2033-09-01,2033,9,476.1618692,0,67.32785146
Baseline,BRIDGE,w17,2033-10-01,2033,10,477.72218,0,72.36414742
Baseline,BRIDGE,w17,2033-11-01,2033,11,487.3894466,0,225.6107775
Baseline,BRIDGE,w17,2033-12-01,2033,12,499.0418447,0,283.1913911
Baseline,BRIDGE,w17,2034-01-01,2034,1,487.0742974,0,190.0323119
Baseline,BRIDGE,w17,2034-02-01,2034,2,484.6393557,0,92.12687264
Baseline,BRIDGE,w17,2034-03-01,2034,3,493.0868696,0,0
Baseline,BRIDGE,w17,2034-04-01,2034,4,495.5938294,0,0
Baseline,BRIDGE,w17,2034-05-01,2034,5,493.140801,0,0
Baseline,BRIDGE,w17,2034-06-01,2034,6,482.2897912,0,0
Baseline,BRIDGE,w17,2034-07-01,2034,7,475.8959196,0,0
Baseline,BRIDGE,w17,2034-08-01,2034,8,474.5934701,0,83.56648652
Baseline,BRIDGE,w17,2034-09-01,2034,9,485.6851066,0,94.50118407
Baseline,BRIDGE,w17,2034-10-01,2034,10,487.2766236,0,274.3025076
Baseline,BRIDGE,w17,2034-11-01,2034,11,497.1372355,0,269.7034398
Baseline,BRIDGE,w17,2034-12-01,2034,12,509.0226816,0,213.0174437
Baseline,BRIDGE,w17,2035-01-01,2035,1,496.8157833,0,223.4863282
Baseline,BRIDGE,w17,2035-02-01,2035,2,494.3321428,0,71.41459337
Baseline,BRIDGE,w17,2035-03-01,2035,3,502.948607,0,0
Baseline,BRIDGE,w17,2035-04-01,2035,4,505.505706,0,0
Baseline,BRIDGE,w17,2035-05-01,2035,5,503.003617,0,25.07203574
Baseline,BRIDGE,w17,2035-06-01,2035,6,491.935587,0.01659368854,0
Baseline,BRIDGE,w17,2035-07-01,2035,7,485.4138379,0,0
Baseline,BRIDGE,w17,2035-08-01,2035,8,484.0853395,0,46.41541479
Baseline,BRIDGE,w17,2035-09-01,2035,9,495.3988087,0,132.7209551
Baseline,BRIDGE,w17,2035-10-01,2035,10,497.0221561,0,93.21671158
Baseline,BRIDGE,w17,2035-11-01,2035,11,507.0799802,0,96.18499492
Baseline,BRIDGE,w17,2035-12-01,2035,12,519.2031352,0,266.3220682
Baseline,BRIDGE,w17,2036-01-01,2036,1,506.752099,0,68.98794173
Baseline,BRIDGE,w17,2036-02-01,2036,2,504.2187857,0,0
Baseline,BRIDGE,w17,2036-03-01,2036,3,513.0075792,0,24.15969309
Baseline,BRIDGE,w17,2036-04-01,2036,4,515.6158201,0,24.62549436
Baseline,BRIDGE,w17,2036-05-01,2036,5,513.0636893,0,0
Baseline,BRIDGE,w17,2036-06-01,2036,6,501.7742987,0.009721098175,0
Baseline,BRIDGE,w17,2036-07-01,2036,7,495.1221147,0,0
Baseline,BRIDGE,w17,2036-08-01,2036,8,493.7670463,0,0
Baseline,BRIDGE,w17,2036-09-01,2036,9,505.3067849,0,0
Baseline,BRIDGE,w17,2036-10-01,2036,10,506.9625992,0,24.19288038
Baseline,BRIDGE,w17,2036-11-01,2036,11,517.2215798,0.0125039679,0
Baseline,BRIDGE,w17,2036-12-01,2036,12,529.5871979,0,92.89431745
Baseline,BRIDGE,w17,2037-01-01,2037,1,516.887141,0,24.34332932
Baseline,BRIDGE,w17,2037-02-01,2037,2,514.3031614,0,70.93292836
Baseline,BRIDGE,w17,2037-03-01,2037,3,523.2677308,0,24.4452966
Baseline,BRIDGE,w17,2037-04-01,2037,4,525.9281365,0,23.52293985
Baseline,BRIDGE,w17,2037-05-01,2037,5,523.3249631,0,24.70509115
Baseline,BRIDGE,w17,2037-06-01,2037,6,511.8097847,0,24.36643
Baseline,BRIDGE,w17,2037-07-01,2037,7,505.024557,0,24.25662445
Baseline,BRIDGE,w17,2037-08-01,2037,8,503.6423872,0,0
Baseline,BRIDGE,w17,2037-09-01,2037,9,515.4129206,0,94.34566494
Baseline,BRIDGE,w17,2037-10-01,2037,10,517.1018512,0,26.35837206
Baseline,BRIDGE,w17,2037-11-01,2037,11,527.5660114,0,24.8857858
Baseline,BRIDGE,w17,2037-12-01,2037,12,540.1789419,0,156.9696904
Baseline,BRIDGE,w17,2038-01-01,2038,1,527.2248838,0,27.13936933
Baseline,BRIDGE,w17,2038-02-01,2038,2,524.5892246,0,70.16639894
Baseline,BRIDGE,w17,2038-03-01,2038,3,533.7330854,0,24.26104929
Baseline,BRIDGE,w17,2038-04-01,2038,4,536.4466992,0,23.68023478
Baseline,BRIDGE,w17,2038-05-01,2038,5,533.7914624,0,24.61434615
Baseline,BRIDGE,w17,2038-06-01,2038,6,522.0459804,0,23.86120471
Baseline,BRIDGE,w17,2038-07-01,2038,7,515.1250481,0,25.17579269
Baseline,BRIDGE,w17,2038-08-01,2038,8,513.715235,0,0
Baseline,BRIDGE,w17,2038-09-01,2038,9,525.721179,0,70.34722744
Baseline,BRIDGE,w17,2038-10-01,2038,10,527.4438882,0,82.15330995
Baseline,BRIDGE,w17,2038-11-01,2038,11,538.1173316,0,93.05705974
Baseline,BRIDGE,w17,2038-12-01,2038,12,550.9825207,0,106.4841631
Baseline,BRIDGE,w17,2039-01-01,2039,1,537.7693815,0,24.78500109
Baseline,BRIDGE,w17,2039-02-01,2039,2,535.0810091,0,24.32129357
Baseline,BRIDGE,w17,2039-03-01,2039,3,544.4077471,0,24.30056726
Baseline,BRIDGE,w17,2039-04-01,2039,4,547.1756332,0,24.30608137
Baseline,BRIDGE,w17,2039-05-01,2039,5,544.4672916,0,24.44371398
Baseline,BRIDGE,w17,2039-06-01,2039,6,532.4869,0,24.52349886
Baseline,BRIDGE,w17,2039-07-01,2039,7,525.4275491,0,23.41506816
Baseline,BRIDGE,w17,2039-08-01,2039,8,523.9895397,0,70.83683681
Baseline,BRIDGE,w17,2039-09-01,2039,9,536.2356026,0,28.74790014
Baseline,BRIDGE,w17,2039-10-01,2039,10,537.992766,0,37.09601867
Baseline,BRIDGE,w17,2039-11-01,2039,11,548.8796783,0,92.85533207
Baseline,BRIDGE,w17,2039-12-01,2039,12,562.0021712,0,177.0102652
Baseline,BRIDGE,w17,2040-01-01,2040,1,548.5247691,0,91.14433145
Baseline,BRIDGE,w17,2040-02-01,2040,2,545.7826293,0,93.98263759
Baseline,BRIDGE,w17,2040-03-01,2040,3,555.295902,0,25.76964328
Baseline,BRIDGE,w17,2040-04-01,2040,4,558.1191459,0,23.95493266
Baseline,BRIDGE,w17,2040-05-01,2040,5,555.3566374,0,25.81848609
Baseline,BRIDGE,w17,2040-06-01,2040,6,543.136638,0,23.90605879
Baseline,BRIDGE,w17,2040-07-01,2040,7,535.9361001,0,25.36741293
Baseline,BRIDGE,w17,2040-08-01,2040,8,534.4693305,0,24.55189799
Baseline,BRIDGE,w17,2040-09-01,2040,9,546.9603147,0,25.14864993
Baseline,BRIDGE,w17,2040-10-01,2040,10,548.7526213,0,93.57078281
Baseline,BRIDGE,w17,2040-11-01,2040,11,559.8572718,0,94.53635398
Baseline,BRIDGE,w17,2040-12-01,2040,12,573.2422146,0,216.4040731
Baseline,BRIDGE,w17,2041-01-01,2041,1,559.4952645,0,85.55825739
Baseline,BRIDGE,w17,2041-02-01,2041,2,556.6982819,0,97.5790331
Baseline,BRIDGE,w17,2041-03-01,2041,3,566.4018201,0,32.23493496
Baseline,BRIDGE,w17,2041-04-01,2041,4,569.2815288,0,27.03564964
Baseline,BRIDGE,w17,2041-05-01,2041,5,566.4637702,0,32.73461971
Baseline,BRIDGE,w17,2041-06-01,2041,6,553.9993708,0,23.37255335
Baseline,BRIDGE,w17,2041-07-01,2041,7,546.6548221,0,24.04597891
Baseline,BRIDGE,w17,2041-08-01,2041,8,545.1587171,0,43.37969937
Baseline,BRIDGE,w17,2041-09-01,2041,9,557.8995209,0,73.27861719
Baseline,BRIDGE,w17,2041-10-01,2041,10,559.7276737,0,99.42228017
Baseline,BRIDGE,w17,2041-11-01,2041,11,571.0544173,0,121.7791507
Baseline,BRIDGE,w17,2041-12-01,2041,12,584.7070589,0,250.6268376
Baseline,BRIDGE,w17,2042-01-01,2042,1,570.6851698,0,105.6521728
Baseline,BRIDGE,w17,2042-02-01,2042,2,567.8322475,0,136.3653651
Baseline,BRIDGE,w17,2042-03-01,2042,3,577.7298565,0,28.76051444
Baseline,BRIDGE,w17,2042-04-01,2042,4,580.6671594,0,37.11222109
Baseline,BRIDGE,w17,2042-05-01,2042,5,577.7930456,0,30.98905622
Baseline,BRIDGE,w17,2042-06-01,2042,6,565.0793582,0,24.64545786
Baseline,BRIDGE,w17,2042-07-01,2042,7,557.5879185,0,23.83806037
Baseline,BRIDGE,w17,2042-08-01,2042,8,556.0618914,0,30.9990758
Baseline,BRIDGE,w17,2042-09-01,2042,9,569.0575114,0,49.05666258
Baseline,BRIDGE,w17,2042-10-01,2042,10,570.9222272,0,128.116635
Baseline,BRIDGE,w17,2042-11-01,2042,11,582.4755056,0,179.3555923
Baseline,BRIDGE,w17,2042-12-01,2042,12,596.4012,0,293.793599
Baseline,BRIDGE,w17,2043-01-01,2043,1,582.0988732,0,123.2190883
Baseline,BRIDGE,w17,2043-02-01,2043,2,579.1888925,0,192.2513261
Baseline,BRIDGE,w17,2043-03-01,2043,3,589.2844536,0,36.97367253
Baseline,BRIDGE,w17,2043-04-01,2043,4,592.2805025,0,39.97390696
Baseline,BRIDGE,w17,2043-05-01,2043,5,589.3489065,0,41.81823735
Baseline,BRIDGE,w17,2043-06-01,2043,6,576.3809453,0,26.07157997
Baseline,BRIDGE,w17,2043-07-01,2043,7,568.7396769,0,31.57411975
Baseline,BRIDGE,w17,2043-08-01,2043,8,567.1831292,0,81.6557735
Baseline,BRIDGE,w17,2043-09-01,2043,9,580.4386616,0,106.6440326
Baseline,BRIDGE,w17,2043-10-01,2043,10,582.3406718,0,159.1754656
Baseline,BRIDGE,w17,2043-11-01,2043,11,594.1250157,0,187.1765705
Baseline,BRIDGE,w17,2043-12-01,2043,12,608.329224,0,313.5549462
Baseline,BRIDGE,w17,2044-01-01,2044,1,593.7408506,0,275.2183312
Baseline,BRIDGE,w17,2044-02-01,2044,2,590.7726703,0,200.5299479
Baseline,BRIDGE,w17,2044-03-01,2044,3,601.0701427,0,37.90105366
Baseline,BRIDGE,w17,2044-04-01,2044,4,604.1261126,0,38.91427312
Baseline,BRIDGE,w17,2044-05-01,2044,5,601.1358846,0,38.30448614
Baseline,BRIDGE,w17,2044-06-01,2044,6,587.9085642,0,35.78882099
Baseline,BRIDGE,w17,2044-07-01,2044,7,580.1144704,0,41.42711467
Baseline,BRIDGE,w17,2044-08-01,2044,8,578.5267918,0,194.4422324
Baseline,BRIDGE,w17,2044-09-01,2044,9,592.0474348,0,177.2305673
Baseline,BRIDGE,w17,2044-10-01,2044,10,593.9874852,0,228.0397633
Baseline,BRIDGE,w17,2044-11-01,2044,11,606.0075161,0,285.0465927
Baseline,BRIDGE,w17,2044-12-01,2044,12,620.4958085,0,284.138277
Baseline,BRIDGE,w17,2045-01-01,2045,1,605.6156676,0,184.6243771
Baseline,BRIDGE,w17,2045-02-01,2045,2,602.5881237,0,212.3221478
Baseline,BRIDGE,w17,2045-03-01,2045,3,613.0915455,0,33.59469849
Baseline,BRIDGE,w17,2045-04-01,2045,4,616.2086348,0,25.22777789
Baseline,BRIDGE,w17,2045-05-01,2045,5,613.1586023,0,21.33673275
Baseline,BRIDGE,w17,2045-06-01,2045,6,599.6667355,0,19.2047261
Baseline,BRIDGE,w17,2045-07-01,2045,7,591.7167598,0,17.57442752
Baseline,BRIDGE,w17,2045-08-01,2045,8,590.0973277,0,94.93103395
Baseline,BRIDGE,w17,2045-09-01,2045,9,603.8883835,0,183.5018987
Baseline,BRIDGE,w17,2045-10-01,2045,10,605.8672349,0,231.7626899
Baseline,BRIDGE,w17,2045-11-01,2045,11,618.1276664,0,246.8232896
Baseline,BRIDGE,w17,2045-12-01,2045,12,632.9057247,0,314.3703812
Baseline,BRIDGE,w17,2046-01-01,2046,1,617.727981,0,213.5137812
Baseline,BRIDGE,w17,2046-02-01,2046,2,614.6398862,0,274.8712911
Baseline,BRIDGE,w17,2046-03-01,2046,3,625.3533764,0,40.0960933
Baseline,BRIDGE,w17,2046-04-01,2046,4,628.5328075,0,76.57392614
Baseline,BRIDGE,w17,2046-05-01,2046,5,625.4217744,0,48.64972362
Baseline,BRIDGE,w17,2046-06-01,2046,6,611.6600702,0,19.54383203
Baseline,BRIDGE,w17,2046-07-01,2046,7,603.551095,0,18.57678378
Baseline,BRIDGE,w17,2046-08-01,2046,8,601.8992742,0,144.8324592
Baseline,BRIDGE,w17,2046-09-01,2046,9,615.9661512,0,287.6043882
Baseline,BRIDGE,w17,2046-10-01,2046,10,617.9845796,0,271.5670426
Baseline,BRIDGE,w17,2046-11-01,2046,11,630.4902197,0,302.235929
Baseline,BRIDGE,w17,2046-12-01,2046,12,645.5638392,0,366.9161772
Baseline,BRIDGE,w17,2047-01-01,2047,1,630.0825406,0,281.979791
Baseline,BRIDGE,w17,2047-02-01,2047,2,626.9326839,0,285.603556
Baseline,BRIDGE,w17,2047-03-01,2047,3,637.860444,0,68.9388444
Baseline,BRIDGE,w17,2047-04-01,2047,4,641.1034637,0,55.23937925
Baseline,BRIDGE,w17,2047-05-01,2047,5,637.9302099,0,69.30595455
Baseline,BRIDGE,w17,2047-06-01,2047,6,623.8932716,0,49.4803848
Baseline,BRIDGE,w17,2047-07-01,2047,7,615.6221169,0,24.97833718
Baseline,BRIDGE,w17,2047-08-01,2047,8,613.9372597,0,232.1063854
Baseline,BRIDGE,w17,2047-09-01,2047,9,628.2854742,0,302.3990926
Baseline,BRIDGE,w17,2047-10-01,2047,10,630.3442712,0,223.4999224
Baseline,BRIDGE,w17,2047-11-01,2047,11,643.1000241,0,275.6867766
Baseline,BRIDGE,w17,2047-12-01,2047,12,658.475116,0,416.9083685
Baseline,BRIDGE,w17,2048-01-01,2048,1,642.6841914,0,304.9446462
Baseline,BRIDGE,w17,2048-02-01,2048,2,639.4713376,0,314.6514978
Baseline,BRIDGE,w17,2048-03-01,2048,3,650.6176528,0,77.58594265
Baseline,BRIDGE,w17,2048-04-01,2048,4,653.925533,0,78.9143885
Baseline,BRIDGE,w17,2048-05-01,2048,5,650.6888141,0,64.52330155
Baseline,BRIDGE,w17,2048-06-01,2048,6,636.3711371,0,66.06477707
Baseline,BRIDGE,w17,2048-07-01,2048,7,627.9345593,0,45.89790731
Baseline,BRIDGE,w17,2048-08-01,2048,8,626.2160049,0,282.4202844
Baseline,BRIDGE,w17,2048-09-01,2048,9,640.8511837,0,304.5447182
Baseline,BRIDGE,w17,2048-10-01,2048,10,642.9511566,0,309.2332796
Baseline,BRIDGE,w17,2048-11-01,2048,11,655.9620246,0,417.3865108
Baseline,BRIDGE,w17,2048-12-01,2048,12,671.6446183,0,410.3441451
Baseline,BRIDGE,w17,2049-01-01,2049,1,655.5378753,0,389.1480815
Baseline,BRIDGE,w17,2049-02-01,2049,2,652.2607644,0,388.7463428
Baseline,BRIDGE,w17,2049-03-01,2049,3,663.6300059,0,94.77958602
Baseline,BRIDGE,w17,2049-04-01,2049,4,667.0040436,0,101.9685651
Baseline,BRIDGE,w17,2049-05-01,2049,5,663.7025903,0,93.37752583
Baseline,BRIDGE,w17,2049-06-01,2049,6,649.0985598,0,63.54238106
Baseline,BRIDGE,w17,2049-07-01,2049,7,640.4932505,0,88.2852978
Baseline,BRIDGE,w17,2049-08-01,2049,8,638.740325,0,266.3594562
Baseline,BRIDGE,w17,2049-09-01,2049,9,653.6682074,0,333.3129207
Baseline,BRIDGE,w17,2049-10-01,2049,10,655.8101797,0,385.7308932
Baseline,BRIDGE,w17,2049-11-01,2049,11,669.0812651,0,421.2874997
Baseline,BRIDGE,w17,2049-12-01,2049,12,685.0775107,0,432.2497785
Baseline,BRIDGE,w17,2050-01-01,2050,1,668.6486328,0,421.840505
Baseline,BRIDGE,w17,2050-02-01,2050,2,665.3059796,0,415.7405457
Baseline,BRIDGE,w17,2050-03-01,2050,3,676.902606,0,140.4064903
Baseline,BRIDGE,w17,2050-04-01,2050,4,680.3441245,0,137.2692711
Baseline,BRIDGE,w17,2050-05-01,2050,5,676.9766422,0,129.938429
Baseline,BRIDGE,w17,2050-06-01,2050,6,662.080531,0,92.4773813
Baseline,BRIDGE,w17,2050-07-01,2050,7,653.3031155,0,83.39589252
Baseline,BRIDGE,w17,2050-08-01,2050,8,651.5151315,0,345.8634569
Baseline,BRIDGE,w17,2050-09-01,2050,9,666.7415715,0,412.2624054
Baseline,BRIDGE,w17,2050-10-01,2050,10,668.9263833,0,418.1086796
Baseline,BRIDGE,w17,2050-11-01,2050,11,682.4628904,0,422.0378555
Baseline,BRIDGE,w17,2050-12-01,2050,12,698.7790609,0,411.2549952
Baseline,NZT,w22,2025-01-01,2025,1,480.4498258,0,474.3224681
Baseline,NZT,w22,2025-02-01,2025,2,478.0480006,0,494.9712662
Baseline,NZT,w22,2025-03-01,2025,3,486.3806238,0,171.3478514
Baseline,NZT,w22,2025-04-01,2025,4,488.8534876,0,219.099838
Baseline,NZT,w22,2025-05-01,2025,5,486.4338217,0,162.1126615
Baseline,NZT,w22,2025-06-01,2025,6,475.7303914,0,147.1946326
Baseline,NZT,w22,2025-07-01,2025,7,469.4234799,0,155.019432
Baseline,NZT,w22,2025-08-01,2025,8,468.1387444,0,382.2245075
Baseline,NZT,w22,2025-09-01,2025,9,479.0795287,0,449.9591323
Baseline,NZT,w22,2025-10-01,2025,10,480.6494003,0,424.7475122
Baseline,NZT,w22,2025-11-01,2025,11,490.3759026,0,504.4944059
Baseline,NZT,w22,2025-12-01,2025,12,502.0997002,0,526.4818387
Baseline,NZT,w22,2026-01-01,2026,1,498.1303794,0,322.1300747
Baseline,NZT,w22,2026-02-01,2026,2,495.640167,0,313.0915488
Baseline,NZT,w22,2026-03-01,2026,3,504.2794308,0,42.04311878
Baseline,NZT,w22,2026-04-01,2026,4,506.8432959,0,48.8155511
Baseline,NZT,w22,2026-05-01,2026,5,504.3345863,0,41.76163473
Baseline,NZT,w22,2026-06-01,2026,6,493.2372698,0,40.6756259
Baseline,NZT,w22,2026-07-01,2026,7,486.6982639,0.007161941645,0
Baseline,NZT,w22,2026-08-01,2026,8,485.3662502,0,213.3994465
Baseline,NZT,w22,2026-09-01,2026,9,496.7096554,0,286.0207426
Baseline,NZT,w22,2026-10-01,2026,10,498.3372982,0,275.8956226
Baseline,NZT,w22,2026-11-01,2026,11,508.4217358,0,291.9835968
Baseline,NZT,w22,2026-12-01,2026,12,520.5769692,0,463.6236317
Baseline,NZT,w22,2027-01-01,2027,1,512.07803,0,198.2455821
Baseline,NZT,w22,2027-02-01,2027,2,509.5180917,0,204.493523
Baseline,NZT,w22,2027-03-01,2027,3,518.3992549,0,10.55241797
Baseline,NZT,w22,2027-04-01,2027,4,521.0349082,0,11.38509813
Baseline,NZT,w22,2027-05-01,2027,5,518.4559547,0,10.57033112
Baseline,NZT,w22,2027-06-01,2027,6,507.0479134,0,9.541709394
Baseline,NZT,w22,2027-07-01,2027,7,500.3258153,0,9.525037404
Baseline,NZT,w22,2027-08-01,2027,8,498.9565053,0,187.4336228
Baseline,NZT,w22,2027-09-01,2027,9,510.6175258,0,230.2330172
Baseline,NZT,w22,2027-10-01,2027,10,512.2907426,0,204.0645787
Baseline,NZT,w22,2027-11-01,2027,11,522.6575444,0,233.9558554
Baseline,NZT,w22,2027-12-01,2027,12,535.1531243,0,291.2621809
Baseline,NZT,w22,2028-01-01,2028,1,531.0249171,0,249.4574575
Baseline,NZT,w22,2028-02-01,2028,2,528.3702611,0,172.9638988
Baseline,NZT,w22,2028-03-01,2028,3,537.5800273,0,0
Baseline,NZT,w22,2028-04-01,2028,4,540.3131998,0,0
Baseline,NZT,w22,2028-05-01,2028,5,537.638825,0,0
Baseline,NZT,w22,2028-06-01,2028,6,525.8086862,0,0
Baseline,NZT,w22,2028-07-01,2028,7,518.8378705,0,0
Baseline,NZT,w22,2028-08-01,2028,8,517.4178959,0,213.7911771
Baseline,NZT,w22,2028-09-01,2028,9,529.5103742,0,242.0110999
Baseline,NZT,w22,2028-10-01,2028,10,531.2455,0,178.8689053
Baseline,NZT,w22,2028-11-01,2028,11,541.9958735,0,324.7567696
Baseline,NZT,w22,2028-12-01,2028,12,554.9537899,0,270.8358003
Baseline,NZT,w22,2029-01-01,2029,1,553.3279636,0,356.0178775
Baseline,NZT,w22,2029-02-01,2029,2,550.5618121,0,196.8665923
Baseline,NZT,w22,2029-03-01,2029,3,560.1583884,0,0
Baseline,NZT,w22,2029-04-01,2029,4,563.0063542,0,0
Baseline,NZT,w22,2029-05-01,2029,5,560.2196557,0,0
Baseline,NZT,w22,2029-06-01,2029,6,547.892651,0,0
Baseline,NZT,w22,2029-07-01,2029,7,540.6290611,0,0
Baseline,NZT,w22,2029-08-01,2029,8,539.1494476,0,208.3046297
Baseline,NZT,w22,2029-09-01,2029,9,551.7498099,0,245.8526386
Baseline,NZT,w22,2029-10-01,2029,10,553.557811,0,218.7042047
Baseline,NZT,w22,2029-11-01,2029,11,564.7597002,0,374.9698201
Baseline,NZT,w22,2029-12-01,2029,12,578.2618491,0,452.182798
Baseline,NZT,w22,2030-01-01,2030,1,577.1210661,0,26.17979761
Baseline,NZT,w22,2030-02-01,2030,2,574.23597,0,26.4871787
Baseline,NZT,w22,2030-03-01,2030,3,584.2451991,0.005001357501,0
Baseline,NZT,w22,2030-04-01,2030,4,587.2156274,0.0009595525835,0
Baseline,NZT,w22,2030-05-01,2030,5,584.3091009,0,0
Baseline,NZT,w22,2030-06-01,2030,6,571.452035,0,0
Baseline,NZT,w22,2030-07-01,2030,7,563.8761107,0,0
Baseline,NZT,w22,2030-08-01,2030,8,562.3328738,0,2.913337323
Baseline,NZT,w22,2030-09-01,2030,9,575.4750517,0,3.950589172
Baseline,NZT,w22,2030-10-01,2030,10,577.3607969,0,49.70926954
Baseline,NZT,w22,2030-11-01,2030,11,589.0443673,0,104.6278664
Baseline,NZT,w22,2030-12-01,2030,12,603.1271086,0,104.047761
Baseline,NZT,w22,2031-01-01,2031,1,600.2059087,0,79.62541381
Baseline,NZT,w22,2031-02-01,2031,2,597.2054088,0,74.23395456
Baseline,NZT,w22,2031-03-01,2031,3,607.6150071,0,0
Baseline,NZT,w22,2031-04-01,2031,4,610.7042525,0,0
Baseline,NZT,w22,2031-05-01,2031,5,607.6814649,0,0
Baseline,NZT,w22,2031-06-01,2031,6,594.3101164,0,0
Baseline,NZT,w22,2031-07-01,2031,7,586.4311551,0,0
Baseline,NZT,w22,2031-08-01,2031,8,584.8261888,0,96.54302319
Baseline,NZT,w22,2031-09-01,2031,9,598.4940538,0,76.73680707
Baseline,NZT,w22,2031-10-01,2031,10,600.4552288,0,77.16049892
Baseline,NZT,w22,2031-11-01,2031,11,612.606142,0,51.61655755
Baseline,NZT,w22,2031-12-01,2031,12,627.2521929,0,160.8806944
Baseline,NZT,w22,2032-01-01,2032,1,624.2141451,0,148.1854202
Baseline,NZT,w22,2032-02-01,2032,2,621.0936252,0,94.38662897
Baseline,NZT,w22,2032-03-01,2032,3,631.9196074,0,0
Baseline,NZT,w22,2032-04-01,2032,4,635.1324226,0,0
Baseline,NZT,w22,2032-05-01,2032,5,631.9887235,0,0
Baseline,NZT,w22,2032-06-01,2032,6,618.082521,0,0
Baseline,NZT,w22,2032-07-01,2032,7,609.8884013,0,0
Baseline,NZT,w22,2032-08-01,2032,8,608.2192363,0,81.20254476
Baseline,NZT,w22,2032-09-01,2032,9,622.433816,0,97.72124727
Baseline,NZT,w22,2032-10-01,2032,10,624.4734379,0,118.9396704
Baseline,NZT,w22,2032-11-01,2032,11,637.1103877,0,149.0028315
Baseline,NZT,w22,2032-12-01,2032,12,652.3422807,0,159.9181067
Baseline,NZT,w22,2033-01-01,2033,1,636.698428,0,54.99432601
Baseline,NZT,w22,2033-02-01,2033,2,633.5154977,0,3.686984506
Baseline,NZT,w22,2033-03-01,2033,3,644.5579995,0,0
Baseline,NZT,w22,2033-04-01,2033,4,647.8350711,0,0
