Hydrology,Scenario,Representative_w,Date,Year,Month,MW,ENS_GWh,CO2_kt
Baseline,NZT,w22,2033-05-01,2033,5,644.628498,0,0
Baseline,NZT,w22,2033-06-01,2033,6,630.4441714,0,0
Baseline,NZT,w22,2033-07-01,2033,7,622.0861693,0,0
Baseline,NZT,w22,2033-08-01,2033,8,620.3836211,0,2.517285156
Baseline,NZT,w22,2033-09-01,2033,9,634.8824923,0,12.1125203
Baseline,NZT,w22,2033-10-01,2033,10,636.9629067,0,12.93302086
Baseline,NZT,w22,2033-11-01,2033,11,649.8525954,0,103.327324
Baseline,NZT,w22,2033-12-01,2033,12,665.3891263,0,150.0579931
Baseline,NZT,w22,2034-01-01,2034,1,649.4323965,0,2.984110227
Baseline,NZT,w22,2034-02-01,2034,2,646.1858076,0,2.575282437
Baseline,NZT,w22,2034-03-01,2034,3,657.4491595,0.01952995441,0
Baseline,NZT,w22,2034-04-01,2034,4,660.7917725,0,0
Baseline,NZT,w22,2034-05-01,2034,5,657.5210679,0,0
Baseline,NZT,w22,2034-06-01,2034,6,643.0530549,0,0
Baseline,NZT,w22,2034-07-01,2034,7,634.5278927,0,0
Baseline,NZT,w22,2034-08-01,2034,8,632.7912935,0,2.532236448
Baseline,NZT,w22,2034-09-01,2034,9,647.5801421,0,49.26319245
Baseline,NZT,w22,2034-10-01,2034,10,649.7021648,0,4.745752223
Baseline,NZT,w22,2034-11-01,2034,11,662.8496473,0,74.45363927
Baseline,NZT,w22,2034-12-01,2034,12,678.6969088,0,123.1715933
Baseline,NZT,w22,2035-01-01,2035,1,662.4210444,0,25.86593834
Baseline,NZT,w22,2035-02-01,2035,2,659.1095238,0,51.95081143
Baseline,NZT,w22,2035-03-01,2035,3,670.5981427,0,24.95540627
Baseline,NZT,w22,2035-04-01,2035,4,674.007608,0.01406880454,0
Baseline,NZT,w22,2035-05-01,2035,5,670.6714893,0.008868990587,0
Baseline,NZT,w22,2035-06-01,2035,6,655.914116,0,0
Baseline,NZT,w22,2035-07-01,2035,7,647.2184506,0,0
Baseline,NZT,w22,2035-08-01,2035,8,645.4471193,0,5.91454868
Baseline,NZT,w22,2035-09-01,2035,9,660.531745,0,25.58472245
Baseline,NZT,w22,2035-10-01,2035,10,662.6962081,0,53.28051512
Baseline,NZT,w22,2035-11-01,2035,11,676.1066403,0,95.24781502
Baseline,NZT,w22,2035-12-01,2035,12,692.270847,0,149.2809634
Baseline,NZT,w22,2036-01-01,2036,1,675.6694653,0,15.74633035
Baseline,NZT,w22,2036-02-01,2036,2,672.2917142,0,5.594766472
Baseline,NZT,w22,2036-03-01,2036,3,684.0101056,0.01482328372,0
Baseline,NZT,w22,2036-04-01,2036,4,687.4877601,0,24.8710294
Baseline,NZT,w22,2036-05-01,2036,5,684.0849191,0,24.04513236
Baseline,NZT,w22,2036-06-01,2036,6,669.0323983,0,23.69430762
Baseline,NZT,w22,2036-07-01,2036,7,660.1628196,0,0
Baseline,NZT,w22,2036-08-01,2036,8,658.3560617,0,2.527538769
Baseline,NZT,w22,2036-09-01,2036,9,673.7423799,0,2.549536321
Baseline,NZT,w22,2036-10-01,2036,10,675.9501323,0,19.65802872
Baseline,NZT,w22,2036-11-01,2036,11,689.6287731,0,40.24486517
Baseline,NZT,w22,2036-12-01,2036,12,706.1162639,0,76.65345204
Baseline,NZT,w22,2037-01-01,2037,1,689.1828546,0,49.20821704
Baseline,NZT,w22,2037-02-01,2037,2,685.7375485,0,2.433548054
Baseline,NZT,w22,2037-03-01,2037,3,697.6903077,0,24.5613623
Baseline,NZT,w22,2037-04-01,2037,4,701.2375153,0,24.28744144
Baseline,NZT,w22,2037-05-01,2037,5,697.7666175,0,24.23549141
Baseline,NZT,w22,2037-06-01,2037,6,682.4130463,0.02274110605,0
Baseline,NZT,w22,2037-07-01,2037,7,673.366076,0,0
Baseline,NZT,w22,2037-08-01,2037,8,671.523183,0,2.456088429
Baseline,NZT,w22,2037-09-01,2037,9,687.2172275,0,62.89834464
Baseline,NZT,w22,2037-10-01,2037,10,689.4691349,0,76.40307291
Baseline,NZT,w22,2037-11-01,2037,11,703.4213486,0,96.174317
Baseline,NZT,w22,2037-12-01,2037,12,720.2385892,0,118.3681151
Baseline,NZT,w22,2038-01-01,2038,1,702.9665117,0,95.78180377
Baseline,NZT,w22,2038-02-01,2038,2,699.4522995,0,96.18560299
Baseline,NZT,w22,2038-03-01,2038,3,711.6441138,0,24.1057056
Baseline,NZT,w22,2038-04-01,2038,4,715.2622656,0,24.26269829
Baseline,NZT,w22,2038-05-01,2038,5,711.7219498,0,24.45775512
Baseline,NZT,w22,2038-06-01,2038,6,696.0613072,0,24.34552065
Baseline,NZT,w22,2038-07-01,2038,7,686.8333975,0,23.83759526
Baseline,NZT,w22,2038-08-01,2038,8,684.9536466,0,4.287742927
Baseline,NZT,w22,2038-09-01,2038,9,700.961572,0,53.71720017
Baseline,NZT,w22,2038-10-01,2038,10,703.2585176,0,50.84322722
Baseline,NZT,w22,2038-11-01,2038,11,717.4897755,0,151.8096507
Baseline,NZT,w22,2038-12-01,2038,12,734.643361,0,123.6064343
Baseline,NZT,w22,2039-01-01,2039,1,717.025842,0,105.2006076
Baseline,NZT,w22,2039-02-01,2039,2,713.4413455,0,33.61810537
Baseline,NZT,w22,2039-03-01,2039,3,725.8769961,0,0
Baseline,NZT,w22,2039-04-01,2039,4,729.5675109,0,0
Baseline,NZT,w22,2039-05-01,2039,5,725.9563888,0,0
Baseline,NZT,w22,2039-06-01,2039,6,709.9825333,0,0
Baseline,NZT,w22,2039-07-01,2039,7,700.5700655,0,0
Baseline,NZT,w22,2039-08-01,2039,8,698.6527196,0,5.873603278
Baseline,NZT,w22,2039-09-01,2039,9,714.9808035,0,34.61662276
Baseline,NZT,w22,2039-10-01,2039,10,717.323688,0,59.06336731
Baseline,NZT,w22,2039-11-01,2039,11,731.839571,0,59.44367435
Baseline,NZT,w22,2039-12-01,2039,12,749.3362282,0,151.4272431
Baseline,NZT,w22,2040-01-01,2040,1,731.3663588,0,57.61354822
Baseline,NZT,w22,2040-02-01,2040,2,727.7101724,0,62.61335394
Baseline,NZT,w22,2040-03-01,2040,3,740.394536,0,0
Baseline,NZT,w22,2040-04-01,2040,4,744.1588612,0,0
Baseline,NZT,w22,2040-05-01,2040,5,740.4755166,0,0
Baseline,NZT,w22,2040-06-01,2040,6,724.182184,0,0
Baseline,NZT,w22,2040-07-01,2040,7,714.5814668,0,0
Baseline,NZT,w22,2040-08-01,2040,8,712.6257739,0,5.990658178
Baseline,NZT,w22,2040-09-01,2040,9,729.2804195,0,135.1304451
Baseline,NZT,w22,2040-10-01,2040,10,731.6701617,0,152.4594867
Baseline,NZT,w22,2040-11-01,2040,11,746.4763625,0,138.3963801
Baseline,NZT,w22,2040-12-01,2040,12,764.3229528,0,241.4615312
Baseline,NZT,w22,2041-01-01,2041,1,745.993686,0,15.53401227
Baseline,NZT,w22,2041-02-01,2041,2,742.2643758,0,15.7064557
Baseline,NZT,w22,2041-03-01,2041,3,755.2024268,0,0
Baseline,NZT,w22,2041-04-01,2041,4,759.0420384,0,0
Baseline,NZT,w22,2041-05-01,2041,5,755.2850269,0,0
Baseline,NZT,w22,2041-06-01,2041,6,738.6658277,0,0
Baseline,NZT,w22,2041-07-01,2041,7,728.8730961,0,0
Baseline,NZT,w22,2041-08-01,2041,8,726.8782894,0,5.737905818
Baseline,NZT,w22,2041-09-01,2041,9,743.8660279,0,130.4195112
Baseline,NZT,w22,2041-10-01,2041,10,746.303565,0,158.4138281
Baseline,NZT,w22,2041-11-01,2041,11,761.4058897,0,237.3209348
Baseline,NZT,w22,2041-12-01,2041,12,779.6094118,0,300.36784
Baseline,NZT,w22,2042-01-01,2042,1,760.9135597,0,59.30400436
Baseline,NZT,w22,2042-02-01,2042,2,757.1096634,0,67.5759355
Baseline,NZT,w22,2042-03-01,2042,3,770.3064753,0,0
Baseline,NZT,w22,2042-04-01,2042,4,774.2228791,0,0
Baseline,NZT,w22,2042-05-01,2042,5,770.3907275,0,0
Baseline,NZT,w22,2042-06-01,2042,6,753.4391442,0,0
Baseline,NZT,w22,2042-07-01,2042,7,743.450558,0,0
Baseline,NZT,w22,2042-08-01,2042,8,741.4158552,0,15.3430087
Baseline,NZT,w22,2042-09-01,2042,9,758.7433485,0,76.71026859
Baseline,NZT,w22,2042-10-01,2042,10,761.2296363,0,6.273866222
Baseline,NZT,w22,2042-11-01,2042,11,776.6340075,0,211.9472429
Baseline,NZT,w22,2042-12-01,2042,12,795.2016001,0,220.8123979
Baseline,NZT,w22,2043-01-01,2043,1,776.1318309,0,84.21073737
Baseline,NZT,w22,2043-02-01,2043,2,772.2518566,0,141.3008068
Baseline,NZT,w22,2043-03-01,2043,3,785.7126048,0,0
Baseline,NZT,w22,2043-04-01,2043,4,789.7073367,0,0
Baseline,NZT,w22,2043-05-01,2043,5,785.798542,0,0
Baseline,NZT,w22,2043-06-01,2043,6,768.5079271,0,0
Baseline,NZT,w22,2043-07-01,2043,7,758.3195692,0,0
Baseline,NZT,w22,2043-08-01,2043,8,756.2441723,0,5.891809765
Baseline,NZT,w22,2043-09-01,2043,9,773.9182155,0,156.2761905
Baseline,NZT,w22,2043-10-01,2043,10,776.454229,0,15.84767701
Baseline,NZT,w22,2043-11-01,2043,11,792.1666877,0,192.6633179
Baseline,NZT,w22,2043-12-01,2043,12,811.1056321,0,266.4344905
Baseline,NZT,w22,2044-01-01,2044,1,791.6544675,0,182.2166931
Baseline,NZT,w22,2044-02-01,2044,2,787.6968938,0,41.92486793
Baseline,NZT,w22,2044-03-01,2044,3,801.4268569,0,0
Baseline,NZT,w22,2044-04-01,2044,4,805.5014835,0,0
Baseline,NZT,w22,2044-05-01,2044,5,801.5145129,0,0
Baseline,NZT,w22,2044-06-01,2044,6,783.8780857,0,0
Baseline,NZT,w22,2044-07-01,2044,7,773.4859606,0,0
Baseline,NZT,w22,2044-08-01,2044,8,771.3690558,0,6.200198332
Baseline,NZT,w22,2044-09-01,2044,9,789.3965798,0,113.9835078
Baseline,NZT,w22,2044-10-01,2044,10,791.9833136,0,29.87755021
Baseline,NZT,w22,2044-11-01,2044,11,808.0100214,0,189.3480091
Baseline,NZT,w22,2044-12-01,2044,12,827.3277447,0,256.5434713
Baseline,NZT,w22,2045-01-01,2045,1,807.4875569,0,20.82408897
Baseline,NZT,w22,2045-02-01,2045,2,803.4508316,0,17.74681656
Baseline,NZT,w22,2045-03-01,2045,3,817.455394,0,0
Baseline,NZT,w22,2045-04-01,2045,4,821.6115131,0,0
Baseline,NZT,w22,2045-05-01,2045,5,817.5448031,0,0
Baseline,NZT,w22,2045-06-01,2045,6,799.5556474,0,0
Baseline,NZT,w22,2045-07-01,2045,7,788.9556798,0,0
Baseline,NZT,w22,2045-08-01,2045,8,786.7964369,0,2.620860997
Baseline,NZT,w22,2045-09-01,2045,9,805.1845114,0,24.13796297
Baseline,NZT,w22,2045-10-01,2045,10,807.8229799,0,8.202864992
Baseline,NZT,w22,2045-11-01,2045,11,824.1702218,0,62.65780319
Baseline,NZT,w22,2045-12-01,2045,12,843.8742996,0,75.2929921
Baseline,NZT,w22,2046-01-01,2046,1,823.637308,0,7.507821137
Baseline,NZT,w22,2046-02-01,2046,2,819.5198483,0,21.60884876
Baseline,NZT,w22,2046-03-01,2046,3,833.8045019,0,0
Baseline,NZT,w22,2046-04-01,2046,4,838.0437434,0,0
Baseline,NZT,w22,2046-05-01,2046,5,833.8956992,0,0
Baseline,NZT,w22,2046-06-01,2046,6,815.5467603,0,0
Baseline,NZT,w22,2046-07-01,2046,7,804.7347934,0,0
Baseline,NZT,w22,2046-08-01,2046,8,802.5323656,0,5.02480132
Baseline,NZT,w22,2046-09-01,2046,9,821.2882016,0,5.016399647
Baseline,NZT,w22,2046-10-01,2046,10,823.9794395,0,8.023919154
Baseline,NZT,w22,2046-11-01,2046,11,840.6536263,0,27.74793622
Baseline,NZT,w22,2046-12-01,2046,12,860.7517856,0,31.87387708
Baseline,NZT,w22,2047-01-01,2047,1,840.1100542,0,24.84396936
Baseline,NZT,w22,2047-02-01,2047,2,835.9102452,0,27.29237994
Baseline,NZT,w22,2047-03-01,2047,3,850.4805919,0,0
Baseline,NZT,w22,2047-04-01,2047,4,854.8046183,0,0
Baseline,NZT,w22,2047-05-01,2047,5,850.5736132,0,0
Baseline,NZT,w22,2047-06-01,2047,6,831.8576955,0,0
Baseline,NZT,w22,2047-07-01,2047,7,820.8294893,0,0
Baseline,NZT,w22,2047-08-01,2047,8,818.5830129,0,9.931606034
Baseline,NZT,w22,2047-09-01,2047,9,837.7139656,0,13.8606611
Baseline,NZT,w22,2047-10-01,2047,10,840.4590282,0,9.988055436
Baseline,NZT,w22,2047-11-01,2047,11,857.4666988,0,29.42198844
Baseline,NZT,w22,2047-12-01,2047,12,877.9668213,0,46.53017495
Baseline,NZT,w22,2048-01-01,2048,1,856.9122552,0,30.96441957
Baseline,NZT,w22,2048-02-01,2048,2,852.6284501,0,35.50133193
Baseline,NZT,w22,2048-03-01,2048,3,867.4902038,0,0
Baseline,NZT,w22,2048-04-01,2048,4,871.9007106,0,0
Baseline,NZT,w22,2048-05-01,2048,5,867.5850854,0,0
Baseline,NZT,w22,2048-06-01,2048,6,848.4948494,0,0
Baseline,NZT,w22,2048-07-01,2048,7,837.246079,0,0
Baseline,NZT,w22,2048-08-01,2048,8,834.9546732,0,11.08283304
Baseline,NZT,w22,2048-09-01,2048,9,854.4682449,0,14.43665369
Baseline,NZT,w22,2048-10-01,2048,10,857.2682088,0,44.96751499
Baseline,NZT,w22,2048-11-01,2048,11,874.6160328,0,38.93419108
Baseline,NZT,w22,2048-12-01,2048,12,895.5261577,0,88.3413543
Baseline,NZT,w22,2049-01-01,2049,1,874.0505003,0,24.04028734
Baseline,NZT,w22,2049-02-01,2049,2,869.6810191,0,21.26175334
Baseline,NZT,w22,2049-03-01,2049,3,884.8400079,0,0
Baseline,NZT,w22,2049-04-01,2049,4,889.3387248,0,0
Baseline,NZT,w22,2049-05-01,2049,5,884.9367871,0,0
Baseline,NZT,w22,2049-06-01,2049,6,865.4647464,0,0
Baseline,NZT,w22,2049-07-01,2049,7,853.9910006,0,0
Baseline,NZT,w22,2049-08-01,2049,8,851.6537667,0,15.24313007
Baseline,NZT,w22,2049-09-01,2049,9,871.5576098,0,23.57353227
Baseline,NZT,w22,2049-10-01,2049,10,874.413573,0,20.57364333
Baseline,NZT,w22,2049-11-01,2049,11,892.1083534,0,46.45725891
Baseline,NZT,w22,2049-12-01,2049,12,913.4366809,0,48.85039475
Baseline,NZT,w22,2050-01-01,2050,1,891.5315104,0,39.04735595
Baseline,NZT,w22,2050-02-01,2050,2,887.0746395,0,23.34678162
Baseline,NZT,w22,2050-03-01,2050,3,902.536808,0,0
Baseline,NZT,w22,2050-04-01,2050,4,907.1254993,0.015427937,0
Baseline,NZT,w22,2050-05-01,2050,5,902.6355229,0,0
Baseline,NZT,w22,2050-06-01,2050,6,882.7740414,0,0
Baseline,NZT,w22,2050-07-01,2050,7,871.0708206,0,0
Baseline,NZT,w22,2050-08-01,2050,8,868.686842,0,21.71966158
Baseline,NZT,w22,2050-09-01,2050,9,888.988762,0,23.18555595
Baseline,NZT,w22,2050-10-01,2050,10,891.9018444,0,20.52614867
Baseline,NZT,w22,2050-11-01,2050,11,909.9505205,0,22.62373775
Baseline,NZT,w22,2050-12-01,2050,12,931.7054145,0,37.65462758
Adverse,REF,w4,2025-01-01,2025,1,240.2249129,0,592.6730014
Adverse,REF,w4,2025-02-01,2025,2,239.0240003,0,764.1010398
Adverse,REF,w4,2025-03-01,2025,3,243.1903119,0,578.4804371
Adverse,REF,w4,2025-04-01,2025,4,244.4267438,0,656.3987318
Adverse,REF,w4,2025-05-01,2025,5,243.2169108,0,1535.565127
Adverse,REF,w4,2025-06-01,2025,6,237.8651957,0,1394.720414
Adverse,REF,w4,2025-07-01,2025,7,234.7117399,0,1405.604622
Adverse,REF,w4,2025-08-01,2025,8,234.0693722,0,1291.303692
Adverse,REF,w4,2025-09-01,2025,9,239.5397644,0,1465.821506
Adverse,REF,w4,2025-10-01,2025,10,240.3247001,0,1358.820943
Adverse,REF,w4,2025-11-01,2025,11,245.1879513,0,578.3796472
Adverse,REF,w4,2025-12-01,2025,12,251.0498501,0,762.7646197
Adverse,REF,w4,2026-01-01,2026,1,249.0651897,0,511.4652426
Adverse,REF,w4,2026-02-01,2026,2,247.8200835,0,401.918812
Adverse,REF,w4,2026-03-01,2026,3,252.1397154,0,441.8734912
Adverse,REF,w4,2026-04-01,2026,4,253.421648,0,421.6657318
Adverse,REF,w4,2026-05-01,2026,5,252.1672931,0,1402.941644
Adverse,REF,w4,2026-06-01,2026,6,246.6186349,0,1245.740497
Adverse,REF,w4,2026-07-01,2026,7,243.349132,0,1318.178557
Adverse,REF,w4,2026-08-01,2026,8,242.6831251,0,1224.809128
Adverse,REF,w4,2026-09-01,2026,9,248.3548277,0,1207.699698
Adverse,REF,w4,2026-10-01,2026,10,249.1686491,0,1279.291749
Adverse,REF,w4,2026-11-01,2026,11,254.2108679,0,419.232142
Adverse,REF,w4,2026-12-01,2026,12,260.2884846,0,514.4639369
Adverse,REF,w4,2027-01-01,2027,1,256.039015,0,209.1731019
Adverse,REF,w4,2027-02-01,2027,2,254.7590459,0,239.1713842
Adverse,REF,w4,2027-03-01,2027,3,259.1996274,0,270.0552324
Adverse,REF,w4,2027-04-01,2027,4,260.5174541,0,368.3422277
Adverse,REF,w4,2027-05-01,2027,5,259.2279774,0,1330.220201
Adverse,REF,w4,2027-06-01,2027,6,253.5239567,0,1189.88711
Adverse,REF,w4,2027-07-01,2027,7,250.1629077,0,1085.126967
Adverse,REF,w4,2027-08-01,2027,8,249.4782526,0,1265.286639
Adverse,REF,w4,2027-09-01,2027,9,255.3087629,0,1260.712345
Adverse,REF,w4,2027-10-01,2027,10,256.1453713,0,1274.820427
Adverse,REF,w4,2027-11-01,2027,11,261.3287722,0,209.97734
Adverse,REF,w4,2027-12-01,2027,12,267.5765622,0,397.6424963
Adverse,REF,w4,2028-01-01,2028,1,265.5124586,0,258.1031598
Adverse,REF,w4,2028-02-01,2028,2,264.1851306,0,217.8998448
Adverse,REF,w4,2028-03-01,2028,3,268.7900136,0,186.3239878
Adverse,REF,w4,2028-04-01,2028,4,270.1565999,0,290.4502512
Adverse,REF,w4,2028-05-01,2028,5,268.8194125,0,1276.840031
Adverse,REF,w4,2028-06-01,2028,6,262.9043431,0,1319.405074
Adverse,REF,w4,2028-07-01,2028,7,259.4189353,0,1158.522673
Adverse,REF,w4,2028-08-01,2028,8,258.708948,0,1178.693845
Adverse,REF,w4,2028-09-01,2028,9,264.7551871,0,1284.668689
Adverse,REF,w4,2028-10-01,2028,10,265.62275,0,1310.671813
Adverse,REF,w4,2028-11-01,2028,11,270.9979368,0,210.6925969
Adverse,REF,w4,2028-12-01,2028,12,277.476895,0,391.4233076
Adverse,REF,w4,2029-01-01,2029,1,276.6639818,0,394.0186
Adverse,REF,w4,2029-02-01,2029,2,275.280906,0,315.6649066
Adverse,REF,w4,2029-03-01,2029,3,280.0791942,0,371.2898304
Adverse,REF,w4,2029-04-01,2029,4,281.5031771,0,354.9408231
Adverse,REF,w4,2029-05-01,2029,5,280.1098278,0,1260.43651
Adverse,REF,w4,2029-06-01,2029,6,273.9463255,0,1275.860513
Adverse,REF,w4,2029-07-01,2029,7,270.3145305,0,1273.045533
Adverse,REF,w4,2029-08-01,2029,8,269.5747238,0,1220.24691
Adverse,REF,w4,2029-09-01,2029,9,275.874905,0,1302.984694
Adverse,REF,w4,2029-10-01,2029,10,276.7789055,0,1227.981365
Adverse,REF,w4,2029-11-01,2029,11,282.3798501,0,382.9935309
Adverse,REF,w4,2029-12-01,2029,12,289.1309245,0,474.4930518
Adverse,REF,w4,2030-01-01,2030,1,288.560533,0,64.67040889
Adverse,REF,w4,2030-02-01,2030,2,287.117985,0,46.17814153
Adverse,REF,w4,2030-03-01,2030,3,292.1225996,0,77.94713626
Adverse,REF,w4,2030-04-01,2030,4,293.6078137,0,95.5800348
Adverse,REF,w4,2030-05-01,2030,5,292.1545504,0,1002.417661
Adverse,REF,w4,2030-06-01,2030,6,285.7260175,0,993.4954768
Adverse,REF,w4,2030-07-01,2030,7,281.9380553,0,984.8908377
Adverse,REF,w4,2030-08-01,2030,8,281.1664369,0,964.9317038
Adverse,REF,w4,2030-09-01,2030,9,287.7375259,0,1015.957873
Adverse,REF,w4,2030-10-01,2030,10,288.6803985,0,1220.455068
Adverse,REF,w4,2030-11-01,2030,11,294.5221837,0,49.27674481
Adverse,REF,w4,2030-12-01,2030,12,301.5635543,0,60.49071649
Adverse,REF,w4,2031-01-01,2031,1,300.1029544,0,60.38494023
Adverse,REF,w4,2031-02-01,2031,2,298.6027044,0,56.44475807
Adverse,REF,w4,2031-03-01,2031,3,303.8075036,0,104.7591541
Adverse,REF,w4,2031-04-01,2031,4,305.3521263,0,63.72524908
Adverse,REF,w4,2031-05-01,2031,5,303.8407325,0,1060.079689
Adverse,REF,w4,2031-06-01,2031,6,297.1550582,0,999.1542213
Adverse,REF,w4,2031-07-01,2031,7,293.2155776,0,1103.339161
Adverse,REF,w4,2031-08-01,2031,8,292.4130944,0,1031.795405
Adverse,REF,w4,2031-09-01,2031,9,299.2470269,0,1035.476162
Adverse,REF,w4,2031-10-01,2031,10,300.2276144,0,1002.175887
Adverse,REF,w4,2031-11-01,2031,11,306.303071,0,117.2508862
Adverse,REF,w4,2031-12-01,2031,12,313.6260965,0,72.45187117
Adverse,REF,w4,2032-01-01,2032,1,312.1070725,0,43.18226118
Adverse,REF,w4,2032-02-01,2032,2,310.5468126,0,63.51905067
Adverse,REF,w4,2032-03-01,2032,3,315.9598037,0,83.02573933
Adverse,REF,w4,2032-04-01,2032,4,317.5662113,0,79.58641112
Adverse,REF,w4,2032-05-01,2032,5,315.9943618,0,928.3417789
Adverse,REF,w4,2032-06-01,2032,6,309.0412605,0,946.2899971
Adverse,REF,w4,2032-07-01,2032,7,304.9442007,0,978.0614826
Adverse,REF,w4,2032-08-01,2032,8,304.1096182,0,959.3192803
Adverse,REF,w4,2032-09-01,2032,9,311.216908,0,876.3203052
Adverse,REF,w4,2032-10-01,2032,10,312.236719,0,839.1396793
Adverse,REF,w4,2032-11-01,2032,11,318.5551938,0,93.2224649
Adverse,REF,w4,2032-12-01,2032,12,326.1711403,0,137.8855067
Adverse,REF,w4,2033-01-01,2033,1,318.349214,0,41.72785871
Adverse,REF,w4,2033-02-01,2033,2,316.7577488,0,68.70264474
Adverse,REF,w4,2033-03-01,2033,3,322.2789998,0,101.6311647
Adverse,REF,w4,2033-04-01,2033,4,323.9175355,0,94.04836645
Adverse,REF,w4,2033-05-01,2033,5,322.314249,0,1026.21315
Adverse,REF,w4,2033-06-01,2033,6,315.2220857,0,877.8651244
Adverse,REF,w4,2033-07-01,2033,7,311.0430847,0,835.6956402
Adverse,REF,w4,2033-08-01,2033,8,310.1918105,0,557.0698481
Adverse,REF,w4,2033-09-01,2033,9,317.4412461,0,931.7093469
Adverse,REF,w4,2033-10-01,2033,10,318.4814533,0,1003.672821
Adverse,REF,w4,2033-11-01,2033,11,324.9262977,0,94.40743821
Adverse,REF,w4,2033-12-01,2033,12,332.6945631,0,122.5203295
Adverse,REF,w4,2034-01-01,2034,1,324.7161983,0,39.99145397
Adverse,REF,w4,2034-02-01,2034,2,323.0929038,0,31.70346263
Adverse,REF,w4,2034-03-01,2034,3,328.7245798,0,33.19165634
Adverse,REF,w4,2034-04-01,2034,4,330.3958863,0,41.36818797
Adverse,REF,w4,2034-05-01,2034,5,328.760534,0,1013.022286
Adverse,REF,w4,2034-06-01,2034,6,321.5265274,0,972.7239339
Adverse,REF,w4,2034-07-01,2034,7,317.2639464,0,948.2325331
Adverse,REF,w4,2034-08-01,2034,8,316.3956467,0,979.3953179
Adverse,REF,w4,2034-09-01,2034,9,323.7900711,0,871.9272598
Adverse,REF,w4,2034-10-01,2034,10,324.8510824,0,896.683944
Adverse,REF,w4,2034-11-01,2034,11,331.4248237,0,63.40516893
Adverse,REF,w4,2034-12-01,2034,12,339.3484544,0,79.20180911
Adverse,REF,w4,2035-01-01,2035,1,331.2105222,0,130.8515295
Adverse,REF,w4,2035-02-01,2035,2,329.5547619,0,44.18594487
Adverse,REF,w4,2035-03-01,2035,3,335.2990714,0,47.43720191
Adverse,REF,w4,2035-04-01,2035,4,337.003804,0,115.7922103
Adverse,REF,w4,2035-05-01,2035,5,335.3357447,0,828.5249977
Adverse,REF,w4,2035-06-01,2035,6,327.957058,0,970.6253118
Adverse,REF,w4,2035-07-01,2035,7,323.6092253,0,1077.907965
Adverse,REF,w4,2035-08-01,2035,8,322.7235597,0,853.4544329
Adverse,REF,w4,2035-09-01,2035,9,330.2658725,0,866.5670696
Adverse,REF,w4,2035-10-01,2035,10,331.3481041,0,1039.825324
Adverse,REF,w4,2035-11-01,2035,11,338.0533201,0,90.60396782
Adverse,REF,w4,2035-12-01,2035,12,346.1354235,0,77.4952067
Adverse,REF,w4,2036-01-01,2036,1,337.8347327,0,51.36309005
Adverse,REF,w4,2036-02-01,2036,2,336.1458571,0,38.73812691
Adverse,REF,w4,2036-03-01,2036,3,342.0050528,0,62.50331359
Adverse,REF,w4,2036-04-01,2036,4,343.7438801,0,98.35251594
Adverse,REF,w4,2036-05-01,2036,5,342.0424595,0,957.0069735
Adverse,REF,w4,2036-06-01,2036,6,334.5161991,0,938.9425487
Adverse,REF,w4,2036-07-01,2036,7,330.0814098,0,804.2709886
Adverse,REF,w4,2036-08-01,2036,8,329.1780309,0,950.6386591
Adverse,REF,w4,2036-09-01,2036,9,336.8711899,0,912.3162374
Adverse,REF,w4,2036-10-01,2036,10,337.9750661,0,999.9081881
Adverse,REF,w4,2036-11-01,2036,11,344.8143865,0,42.353276
Adverse,REF,w4,2036-12-01,2036,12,353.058132,0,56.3196621
Adverse,REF,w4,2037-01-01,2037,1,344.5914273,0,56.79394461
Adverse,REF,w4,2037-02-01,2037,2,342.8687743,0,125.9467759
Adverse,REF,w4,2037-03-01,2037,3,348.8451538,0,86.5814695
Adverse,REF,w4,2037-04-01,2037,4,350.6187577,0,69.66097552
Adverse,REF,w4,2037-05-01,2037,5,348.8833087,0,1069.142091
Adverse,REF,w4,2037-06-01,2037,6,341.2065231,0,1042.076218
Adverse,REF,w4,2037-07-01,2037,7,336.683038,0,1045.962787
Adverse,REF,w4,2037-08-01,2037,8,335.7615915,0,1091.741525
Adverse,REF,w4,2037-09-01,2037,9,343.6086137,0,832.7826594
Adverse,REF,w4,2037-10-01,2037,10,344.7345675,0,1122.970356
Adverse,REF,w4,2037-11-01,2037,11,351.7106743,0,48.68112816
Adverse,REF,w4,2037-12-01,2037,12,360.1192946,0,64.65676957
Adverse,REF,w4,2038-01-01,2038,1,351.4832559,0,75.29532749
Adverse,REF,w4,2038-02-01,2038,2,349.7261497,0,52.83831149
Adverse,REF,w4,2038-03-01,2038,3,355.8220569,0,49.20313049
Adverse,REF,w4,2038-04-01,2038,4,357.6311328,0,128.8393846
Adverse,REF,w4,2038-05-01,2038,5,355.8609749,0,1077.601203
Adverse,REF,w4,2038-06-01,2038,6,348.0306536,0,999.9007182
Adverse,REF,w4,2038-07-01,2038,7,343.4166988,0,1042.756007
Adverse,REF,w4,2038-08-01,2038,8,342.4768233,0,1062.649758
Adverse,REF,w4,2038-09-01,2038,9,350.480786,0,954.5930938
Adverse,REF,w4,2038-10-01,2038,10,351.6292588,0,1003.790973
Adverse,REF,w4,2038-11-01,2038,11,358.7448878,0,95.4731673
Adverse,REF,w4,2038-12-01,2038,12,367.3216805,0,111.0328465
